,Date,Rainfall_Monteporzio,Rainfall_Velletri,Depth_to_Groundwater_Pozzo_1,Depth_to_Groundwater_Pozzo_2,Depth_to_Groundwater_Pozzo_3,Depth_to_Groundwater_Pozzo_4,Depth_to_Groundwater_Pozzo_5,Depth_to_Groundwater_Pozzo_6,Depth_to_Groundwater_Pozzo_7,Depth_to_Groundwater_Pozzo_8,Depth_to_Groundwater_Pozzo_9,Volume_Pozzo_1,Volume_Pozzo_2,Volume_Pozzo_3,Volume_Pozzo_4,Volume_Pozzo_5+6,Volume_Pozzo_7,Volume_Pozzo_8,Volume_Pozzo_9,Temperature_Monteporzio,Temperature_Velletri
1102,2007-01-07,3.8,1.6,,,,,,,,,,,,,,,,,,7.6,8.7
1103,2007-01-08,4.0,9.6,,,,,,,,,,,,,,,,,,8.55,12.15
1104,2007-01-09,0.2,0.2,,,,,,,,,,,,,,,,,,9.2,10.6
1105,2007-01-10,0.4,0.2,,,,,,,,,,,,,,,,,,9.9,11.1
1106,2007-01-11,0.2,0.2,,,,,,,,,,,,,,,,,,9.2,10.25
1107,2007-01-12,0.0,0.0,,,,,,,,,,,,,,,,,,9.85,14.9
1108,2007-01-13,0.0,0.2,,,,,,,,,,,,,,,,,,10.55,12.55
1109,2007-01-14,0.2,0.2,,,,,,,,,,,,,,,,,,8.8,10.25
1110,2007-01-15,0.2,0.0,,,,,,,,,,,,,,,,,,8.55,12.95
1111,2007-01-16,0.4,0.2,,,,,,,,,,,,,,,,,,7.9,9.85
1112,2007-01-17,7.6,6.6,,,,,,,,,,,,,,,,,,10.25,12.45
1113,2007-01-18,0.4,0.4,,,,,,,,,,,,,,,,,,9.3,11.5
1114,2007-01-19,0.0,0.0,,,,,,,,,,,,,,,,,,11.8,14.9
1115,2007-01-20,0.0,0.2,,,,,,,,,,,,,,,,,,11.15,12.75
1116,2007-01-21,0.2,0.0,,,,,,,,,,,,,,,,,,9.45,13.45
1117,2007-01-22,0.2,0.0,,,,,,,,,,,,,,,,,,10.55,12.55
1118,2007-01-23,16.4,10.6,,,,,,,,,,,,,,,,,,9.1,11.45
1119,2007-01-24,14.4,18.8,,,,,,,,,,,,,,,,,,4.15,7.4
1120,2007-01-25,9.0,13.0,,,,,,,,,,,,,,,,,,3.5,6.0
1121,2007-01-26,2.8,2.0,,,,,,,,,,,,,,,,,,4.2,6.15
1122,2007-01-27,0.2,0.2,,,,,,,,,,,,,,,,,,3.85,7.5
1123,2007-01-28,0.0,0.0,,,,,,,,,,,,,,,,,,5.65,7.6
1124,2007-01-29,0.0,0.0,,,,,,,,,,,,,,,,,,5.75,7.85
1125,2007-01-30,0.0,0.0,,,,,,,,,,,,,,,,,,7.7,10.1
1126,2007-01-31,0.0,0.0,,,,,,,,,,,,,,,,,,7.65,9.4
1127,2007-02-01,0.0,0.0,,,,,,,,,,,,,,,,,,9.45,11.95
1128,2007-02-02,0.4,0.2,,,,,,,,,,,,,,,,,,8.05,11.6
1129,2007-02-03,0.0,0.0,,,,,,,,,,,,,,,,,,8.2,9.7
1130,2007-02-04,0.0,0.0,,,,,,,,,,,,,,,,,,6.25,9.95
1131,2007-02-05,0.0,0.0,,,,,,,,,,,,,,,,,,6.6,8.4
1132,2007-02-06,5.0,3.8,,,,,,,,,,,,,,,,,,5.1,7.0
1133,2007-02-07,8.4,19.0,,,,,,,,,,,,,,,,,,7.55,9.25
1134,2007-02-08,1.6,10.6,,,,,,,,,,,,,,,,,,9.4,11.45
1135,2007-02-09,,,,,,,,,,,,,,,,,,,,8.1,10.5
1136,2007-02-10,,,,,,,,,,,,,,,,,,,,7.55,10.0
1137,2007-02-11,0.2,5.0,,,,,,,,,,,,,,,,,,8.7,12.5
1138,2007-02-12,13.6,7.8,,,,,,,,,,,,,,,,,,8.55,9.4
1139,2007-02-13,1.4,26.6,,,,,,,,,,,,,,,,,,8.3,12.2
1140,2007-02-14,0.0,0.0,,,,,,,,,,,,,,,,,,9.7,11.5
1141,2007-02-15,17.4,19.0,,,,,,,,,,,,,,,,,,7.7,9.65
1142,2007-02-16,0.0,0.0,,,,,,,,,,,,,,,,,,9.9,12.05
1143,2007-02-17,0.0,0.0,,,,,,,,,,,,,,,,,,7.6,10.0
1144,2007-02-18,11.0,13.6,,,,,,,,,,,,,,,,,,6.05,8.85
1145,2007-02-19,10.6,0.8,,,,,,,,,,,,,,,,,,9.1,11.55
1146,2007-02-20,2.2,11.6,,,,,,,,,,,,,,,,,,9.4,11.6
1147,2007-02-21,2.0,4.6,,,,,,,,,,,,,,,,,,9.6,13.5
1148,2007-02-22,0.4,0.2,,,,,,,,,,,,,,,,,,8.85,11.05
1149,2007-02-23,0.0,0.0,,,,,,,,,,,,,,,,,,9.45,11.5
1150,2007-02-24,0.0,0.0,,,,,,,,,,,,,,,,,,9.6,12.05
1151,2007-02-25,2.4,1.0,,,,,,,,,,,,,,,,,,9.25,10.5
1152,2007-02-26,5.2,14.4,,,,,,,,,,,,,,,,,,9.55,13.05
1153,2007-02-27,0.0,0.0,,,,,,,,,,,,,,,,,,9.6,14.0
1154,2007-02-28,0.2,1.0,,,,,,,,,,,,,,,,,,7.85,9.6
1155,2007-03-01,0.0,0.2,,,,,,,,,,,,,,,,,,11.35,13.85
1156,2007-03-02,0.0,0.0,,,,,,,,,,,,,,,,,,10.85,12.65
1157,2007-03-03,0.0,0.2,,,,,,,,,,,,,,,,,,12.0,12.35
1158,2007-03-04,0.2,0.0,,,,,,,,,,,,,,,,,,13.4,13.95
1159,2007-03-05,0.2,0.2,,,,,,,,,,,,,,,,,,13.15,14.15
1160,2007-03-06,0.2,0.2,,,,,,,,,,,,,,,,,,13.4,14.55
1161,2007-03-07,10.2,16.8,,,,,,,,,,,,,,,,,,9.65,12.7
1162,2007-03-08,0.2,0.0,,,,,,,,,,,,,,,,,,10.1,13.8
1163,2007-03-09,0.0,0.0,,,,,,,,,,,,,,,,,,13.1,16.15
1164,2007-03-10,0.0,0.0,,,,,,,,,,,,,,,,,,10.45,14.3
1165,2007-03-11,0.0,0.0,,,,,,,,,,,,,,,,,,11.1,15.0
1166,2007-03-12,0.0,0.0,,,,,,,,,,,,,,,,,,11.35,15.25
1167,2007-03-13,0.0,0.0,,,,,,,,,,,,,,,,,,11.4,13.0
1168,2007-03-14,0.0,0.0,,,,,,,,,,,,,,,,,,12.15,13.45
1169,2007-03-15,0.0,0.0,,,,,,,,,,,,,,,,,,12.6,14.5
1170,2007-03-16,0.0,0.0,,,,,,,,,,,,,,,,,,12.55,13.45
1171,2007-03-17,0.0,0.0,,,,,,,,,,,,,,,,,,10.65,12.55
1172,2007-03-18,0.0,0.0,,,,,,,,,,,,,,,,,,10.65,12.3
1173,2007-03-19,,,,,,,,,,,,,,,,,,,,7.8,
1174,2007-03-20,7.0,11.0,,,,,,,,,,,,,,,,,,3.85,7.1
1175,2007-03-21,9.2,22.0,,,,,,,,,,,,,,,,,,4.05,5.4
1176,2007-03-22,0.0,0.2,,,,,,,,,,,,,,,,,,5.95,9.5
1177,2007-03-23,0.0,0.0,,,,,,,,,,,,,,,,,,5.45,9.3
1178,2007-03-24,7.0,6.6,,,,,,,,,,,,,,,,,,5.55,8.0
1179,2007-03-25,9.0,20.0,,,,,,,,,,,,,,,,,,6.85,9.55
1180,2007-03-26,0.0,0.4,,,,,,,,,,,,,,,,,,8.35,10.35
1181,2007-03-27,1.0,7.4,,,,,,,,,,,,,,,,,,7.75,9.4
1182,2007-03-28,0.2,0.0,,,,,,,,,,,,,,,,,,6.65,9.95
1183,2007-03-29,3.4,0.0,,,,,,,,,,,,,,,,,,10.55,13.8
1184,2007-03-30,13.8,10.0,,,,,,,,,,,,,,,,,,10.4,13.1
1185,2007-03-31,0.0,0.0,,,,,,,,,,,,,,,,,,10.0,12.35
1186,2007-04-01,0.0,0.0,,,,,,,,,,,,,,,,,,10.75,12.9
1187,2007-04-02,0.0,0.0,,,,,,,,,,,,,,,,,,12.95,15.9
1188,2007-04-03,6.6,5.4,,,,,,,,,,,,,,,,,,11.45,12.9
1189,2007-04-04,12.2,16.0,,,,,,,,,,,,,,,,,,9.9,12.55
1190,2007-04-05,0.0,1.8,,,,,,,,,,,,,,,,,,11.9,14.35
1191,2007-04-06,0.0,0.0,,,,,,,,,,,,,,,,,,11.5,13.75
1192,2007-04-07,0.0,0.0,,,,,,,,,,,,,,,,,,11.8,14.5
1193,2007-04-08,0.0,0.0,,,,,,,,,,,,,,,,,,12.15,14.85
1194,2007-04-09,0.0,0.0,,,,,,,,,,,,,,,,,,12.7,14.6
1195,2007-04-10,0.0,0.0,,,,,,,,,,,,,,,,,,12.5,14.4
1196,2007-04-11,0.0,0.0,,,,,,,,,,,,,,,,,,14.3,16.0
1197,2007-04-12,0.0,0.0,,,,,,,,,,,,,,,,,,17.25,18.8
1198,2007-04-13,0.0,0.0,,,,,,,,,,,,,,,,,,16.9,18.95
1199,2007-04-14,0.4,1.6,,,,,,,,,,,,,,,,,,13.05,15.4
1200,2007-04-15,0.4,0.2,,,,,,,,,,,,,,,,,,15.4,18.9
1201,2007-04-16,0.2,0.8,,,,,,,,,,,,,,,,,,17.2,18.7
1202,2007-04-17,5.8,0.4,,,,,,,,,,,,,,,,,,14.55,16.85
1203,2007-04-18,0.0,0.0,,,,,,,,,,,,,,,,,,14.45,16.15
1204,2007-04-19,0.0,0.2,,,,,,,,,,,,,,,,,,13.55,15.7
1205,2007-04-20,,0.0,,,,,,,,,,,,,,,,,,,19.65
1206,2007-04-21,0.0,0.0,,,,,,,,,,,,,,,,,,17.8,19.9
1207,2007-04-22,0.0,0.0,,,,,,,,,,,,,,,,,,17.95,19.6
1208,2007-04-23,0.0,0.0,,,,,,,,,,,,,,,,,,18.05,19.6
1209,2007-04-24,0.0,0.0,,,,,,,,,,,,,,,,,,18.35,19.3
1210,2007-04-25,13.6,3.0,,,,,,,,,,,,,,,,,,16.85,18.95
1211,2007-04-26,0.8,18.0,,,,,,,,,,,,,,,,,,14.35,15.85
1212,2007-04-27,1.2,0.6,,,,,,,,,,,,,,,,,,14.05,16.65
1213,2007-04-28,1.0,0.0,,,,,,,,,,,,,,,,,,13.8,16.75
1214,2007-04-29,0.0,0.0,,,,,,,,,,,,,,,,,,15.1,18.25
1215,2007-04-30,1.6,5.4,,,,,,,,,,,,,,,,,,12.7,15.5
1216,2007-05-01,1.0,4.2,,,,,,,,,,,,,,,,,,14.1,17.35
1217,2007-05-02,16.4,2.6,,,,,,,,,,,,,,,,,,14.35,16.65
1218,2007-05-03,6.2,9.2,,,,,,,,,,,,,,,,,,15.0,16.5
1219,2007-05-04,,,,,,,,,,,,,,,,,,,,13.8,16.1
1220,2007-05-05,0.6,0.8,,,,,,,,,,,,,,,,,,13.6,16.1
1221,2007-05-06,2.0,7.8,,,,,,,,,,,,,,,,,,13.7,16.05
1222,2007-05-07,0.4,9.2,,,,,,,,,,,,,,,,,,14.6,17.45
1223,2007-05-08,0.0,0.0,,,,,,,,,,,,,,,,,,15.9,17.55
1224,2007-05-09,0.0,0.0,,,,,,,,,,,,,,,,,,16.35,19.1
1225,2007-05-10,0.4,0.2,,,,,,,,,,,,,,,,,,16.7,19.15
1226,2007-05-11,0.2,0.0,,,,,,,,,,,,,,,,,,17.5,18.35
1227,2007-05-12,0.0,0.2,,,,,,,,,,,,,,,,,,17.05,19.0
1228,2007-05-13,0.0,0.0,,,,,,,,,,,,,,,,,,19.6,20.95
1229,2007-05-14,0.0,0.0,,,,,,,,,,,,,,,,,,20.4,20.7
1230,2007-05-15,0.0,0.0,,,,,,,,,,,,,,,,,,14.75,17.6
1231,2007-05-16,0.2,0.0,,,,,,,,,,,,,,,,,,14.35,16.5
1232,2007-05-17,0.0,0.0,,,,,,,,,,,,,,,,,,14.6,17.4
1233,2007-05-18,0.0,0.4,,,,,,,,,,,,,,,,,,15.9,18.5
1234,2007-05-19,0.0,0.0,,,,,,,,,,,,,,,,,,16.15,17.5
1235,2007-05-20,0.0,0.0,,,,,,,,,,,,,,,,,,16.05,18.0
1236,2007-05-21,0.0,0.0,,,,,,,,,,,,,,,,,,18.45,20.1
1237,2007-05-22,0.0,0.0,,,,,,,,,,,,,,,,,,20.9,22.7
1238,2007-05-23,0.0,0.0,,,,,,,,,,,,,,,,,,24.15,24.6
1239,2007-05-24,0.4,0.0,,,,,,,,,,,,,,,,,,22.95,24.5
1240,2007-05-25,0.0,0.0,,,,,,,,,,,,,,,,,,22.3,23.7
1241,2007-05-26,0.0,0.0,,,,,,,,,,,,,,,,,,21.35,22.6
1242,2007-05-27,0.0,0.0,,,,,,,,,,,,,,,,,,18.6,20.8
1243,2007-05-28,15.8,16.0,,,,,,,,,,,,,,,,,,15.55,17.85
1244,2007-05-29,11.2,6.2,,,,,,,,,,,,,,,,,,11.55,15.2
1245,2007-05-30,0.0,0.0,,,,,,,,,,,,,,,,,,13.75,16.4
1246,2007-05-31,0.0,0.0,,,,,,,,,,,,,,,,,,14.05,16.25
1247,2007-06-01,1.0,1.2,,,,,,,,,,,,,,,,,,16.75,18.4
1248,2007-06-02,0.0,0.0,,,,,,,,,,,,,,,,,,14.7,17.1
1249,2007-06-03,17.0,15.0,,,,,,,,,,,,,,,,,,13.1,15.4
1250,2007-06-04,0.0,0.0,,,,,,,,,,,,,,,,,,18.4,19.85
1251,2007-06-05,0.4,0.0,,,,,,,,,,,,,,,,,,19.8,21.25
1252,2007-06-06,0.0,0.0,,,,,,,,,,,,,,,,,,16.6,19.05
1253,2007-06-07,0.2,0.2,,,,,,,,,,,,,,,,,,18.2,19.7
1254,2007-06-08,4.8,0.0,,,,,,,,,,,,,,,,,,18.85,20.4
1255,2007-06-09,0.0,0.0,,,,,,,,,,,,,,,,,,19.2,21.1
1256,2007-06-10,0.0,0.0,,,,,,,,,,,,,,,,,,19.95,22.2
1257,2007-06-11,0.0,0.0,,,,,,,,,,,,,,,,,,20.0,22.7
1258,2007-06-12,0.0,0.0,,,,,,,,,,,,,,,,,,20.05,21.1
1259,2007-06-13,0.0,0.0,,,,,,,,,,,,,,,,,,19.05,21.85
1260,2007-06-14,0.2,0.0,,,,,,,,,,,,,,,,,,21.7,23.5
1261,2007-06-15,0.0,0.0,,,,,,,,,,,,,,,,,,21.2,23.1
1262,2007-06-16,0.0,0.0,,,,,,,,,,,,,,,,,,19.8,22.55
1263,2007-06-17,0.0,0.0,,,,,,,,,,,,,,,,,,20.8,22.8
1264,2007-06-18,0.0,0.0,,,,,,,,,,,,,,,,,,22.65,24.35
1265,2007-06-19,0.0,0.0,,,,,,,,,,,,,,,,,,25.5,26.75
1266,2007-06-20,0.0,0.0,,,,,,,,,,,,,,,,,,24.6,26.1
1267,2007-06-21,0.0,0.0,,,,,,,,,,,,,,,,,,24.0,25.05
1268,2007-06-22,0.0,0.0,,,,,,,,,,,,,,,,,,24.0,24.9
1269,2007-06-23,0.0,0.0,,,,,,,,,,,,,,,,,,22.85,23.7
1270,2007-06-24,0.0,0.0,,,,,,,,,,,,,,,,,,23.2,24.95
1271,2007-06-25,0.0,0.0,,,,,,,,,,,,,,,,,,,
1272,2007-06-26,0.0,0.0,,,,,,,,,,,,,,,,,,22.85,24.85
1273,2007-06-27,0.0,0.0,,,,,,,,,,,,,,,,,,19.4,21.15
1274,2007-06-28,0.0,0.0,,,,,,,,,,,,,,,,,,18.6,21.3
1275,2007-06-29,0.2,0.0,,,,,,,,,,,,,,,,,,18.7,20.45
1276,2007-06-30,0.0,0.0,,,,,,,,,,,,,,,,,,20.15,22.45
1277,2007-07-01,0.0,0.0,,,,,,,,,,,,,,,,,,21.65,23.05
1278,2007-07-02,0.8,0.2,,,,,,,,,,,,,,,,,,21.15,22.65
1279,2007-07-03,0.0,0.0,,,,,,,,,,,,,,,,,,20.85,22.55
1280,2007-07-04,0.0,0.0,,,,,,,,,,,,,,,,,,19.15,21.05
1281,2007-07-05,0.0,0.0,,,,,,,,,,,,,,,,,,18.65,21.5
1282,2007-07-06,0.0,0.0,,,,,,,,,,,,,,,,,,19.6,21.65
1283,2007-07-07,0.0,0.0,,,,,,,,,,,,,,,,,,19.8,22.1
1284,2007-07-08,0.0,0.0,,,,,,,,,,,,,,,,,,20.35,22.6
1285,2007-07-09,0.0,0.0,,,,,,,,,,,,,,,,,,22.0,24.5
1286,2007-07-10,0.0,0.0,,,,,,,,,,,,,,,,,,18.9,20.75
1287,2007-07-11,1.0,0.0,,,,,,,,,,,,,,,,,,17.65,20.2
1288,2007-07-12,0.0,0.0,,,,,,,,,,,,,,,,,,19.0,21.55
1289,2007-07-13,0.0,0.0,,,,,,,,,,,,,,,,,,21.4,23.2
1290,2007-07-14,0.0,0.0,,,,,,,,,,,,,,,,,,23.5,25.1
1291,2007-07-15,0.0,0.0,,,,,,,,,,,,,,,,,,25.35,26.8
1292,2007-07-16,0.0,0.0,,,,,,,,,,,,,,,,,,,
1293,2007-07-17,0.0,0.0,,,,,,,,,,,,,,,,,,,
1294,2007-07-18,0.0,0.0,,,,,,,,,,,,,,,,,,,
1295,2007-07-19,0.0,0.0,,,,,,,,,,,,,,,,,,,
1296,2007-07-20,0.0,0.0,,,,,,,,,,,,,,,,,,,
1297,2007-07-21,0.0,0.0,,,,,,,,,,,,,,,,,,,
1298,2007-07-22,0.0,0.0,,,,,,,,,,,,,,,,,,,
1299,2007-07-23,0.0,0.0,,,,,,,,,,,,,,,,,,,
1300,2007-07-24,0.0,0.0,,,,,,,,,,,,,,,,,,,27.0
1301,2007-07-25,0.0,0.0,,,,,,,,,,,,,,,,,,23.75,26.25
1302,2007-07-26,0.0,0.0,,,,,,,,,,,,,,,,,,23.6,25.8
1303,2007-07-27,0.0,0.0,,,,,,,,,,,,,,,,,,25.55,26.6
1304,2007-07-28,0.0,0.0,,,,,,,,,,,,,,,,,,,
1305,2007-07-29,0.0,0.0,,,,,,,,,,,,,,,,,,24.25,25.25
1306,2007-07-30,0.0,0.0,,,,,,,,,,,,,,,,,,22.25,24.7
1307,2007-07-31,0.4,0.0,,,,,,,,,,,,,,,,,,22.0,24.55
1308,2007-08-01,0.0,0.0,,,,,,,,,,,,,,,,,,22.4,24.4
1309,2007-08-02,0.0,0.0,,,,,,,,,,,,,,,,,,23.25,24.95
1310,2007-08-03,0.0,0.0,,,,,,,,,,,,,,,,,,23.0,24.9
1311,2007-08-04,0.0,0.0,,,,,,,,,,,,,,,,,,22.3,24.45
1312,2007-08-05,0.0,0.0,,,,,,,,,,,,,,,,,,22.3,25.2
1313,2007-08-06,0.0,0.0,,,,,,,,,,,,,,,,,,21.4,23.9
1314,2007-08-07,0.0,0.0,,,,,,,,,,,,,,,,,,21.9,24.0
1315,2007-08-08,0.0,0.0,,,,,,,,,,,,,,,,,,22.05,23.6
1316,2007-08-09,0.0,0.0,,,,,,,,,,,,,,,,,,19.4,21.45
1317,2007-08-10,5.4,9.6,,,,,,,,,,,,,,,,,,16.4,18.75
1318,2007-08-11,0.2,0.2,,,,,,,,,,,,,,,,,,17.1,19.95
1319,2007-08-12,0.0,0.0,,,,,,,,,,,,,,,,,,20.15,22.7
1320,2007-08-13,0.2,0.0,,,,,,,,,,,,,,,,,,21.1,23.25
1321,2007-08-14,0.2,0.0,,,,,,,,,,,,,,,,,,22.15,23.75
1322,2007-08-15,0.0,0.0,,,,,,,,,,,,,,,,,,24.35,26.1
1323,2007-08-16,0.0,0.0,,,,,,,,,,,,,,,,,,23.75,25.7
1324,2007-08-17,0.0,0.0,,,,,,,,,,,,,,,,,,22.85,24.3
1325,2007-08-18,0.0,0.0,,,,,,,,,,,,,,,,,,20.95,22.55
1326,2007-08-19,0.2,0.0,,,,,,,,,,,,,,,,,,20.45,21.9
1327,2007-08-20,3.0,5.4,,,,,,,,,,,,,,,,,,20.35,21.6
1328,2007-08-21,0.2,0.2,,,,,,,,,,,,,,,,,,20.1,22.45
1329,2007-08-22,1.0,0.0,,,,,,,,,,,,,,,,,,24.1,25.85
1330,2007-08-23,0.0,0.0,,,,,,,,,,,,,,,,,,25.15,26.3
1331,2007-08-24,0.0,0.0,,,,,,,,,,,,,,,,,,,
1332,2007-08-25,0.0,0.0,,,,,,,,,,,,,,,,,,,
1333,2007-08-26,0.0,0.0,,,,,,,,,,,,,,,,,,,
1334,2007-08-27,0.0,0.0,,,,,,,,,,,,,,,,,,25.45,
1335,2007-08-28,0.0,0.0,,,,,,,,,,,,,,,,,,,26.95
1336,2007-08-29,0.0,0.0,,,,,,,,,,,,,,,,,,,26.15
1337,2007-08-30,0.0,0.0,,,,,,,,,,,,,,,,,,,26.9
1338,2007-08-31,0.0,0.4,,,,,,,,,,,,,,,,,,20.7,22.55
1339,2007-09-01,0.0,0.0,,,,,,,,,,,,,,,,,,20.7,23.25
1340,2007-09-02,0.0,0.0,,,,,,,,,,,,,,,,,,21.15,23.7
1341,2007-09-03,0.0,0.0,,,,,,,,,,,,,,,,,,21.1,23.15
1342,2007-09-04,1.6,3.8,,,,,,,,,,,,,,,,,,16.5,19.9
1343,2007-09-05,0.0,0.0,,,,,,,,,,,,,,,,,,14.7,18.1
1344,2007-09-06,1.6,1.0,,,,,,,,,,,,,,,,,,13.65,16.5
1345,2007-09-07,0.0,0.0,,,,,,,,,,,,,,,,,,15.85,19.45
1346,2007-09-08,0.0,0.0,,,,,,,,,,,,,,,,,,18.3,20.2
1347,2007-09-09,0.0,0.0,,,,,,,,,,,,,,,,,,18.45,20.45
1348,2007-09-10,0.0,0.0,,,,,,,,,,,,,,,,,,19.45,21.1
1349,2007-09-11,0.2,0.0,,,,,,,,,,,,,,,,,,19.35,21.5
1350,2007-09-12,0.0,0.0,,,,,,,,,,,,,,,,,,19.3,21.85
1351,2007-09-13,0.0,0.0,,,,,,,,,,,,,,,,,,18.15,20.45
1352,2007-09-14,0.0,0.0,,,,,,,,,,,,,,,,,,19.2,21.4
1353,2007-09-15,0.0,0.0,,,,,,,,,,,,,,,,,,20.5,22.0
1354,2007-09-16,0.0,0.0,,,,,,,,,,,,,,,,,,21.35,23.15
1355,2007-09-17,0.0,0.0,,,,,,,,,,,,,,,,,,21.25,21.6
1356,2007-09-18,3.4,7.2,,,,,,,,,,,,,,,,,,20.95,23.05
1357,2007-09-19,0.2,0.0,,,,,,,,,,,,,,,,,,18.45,20.1
1358,2007-09-20,0.0,0.0,,,,,,,,,,,,,,,,,,17.8,19.8
1359,2007-09-21,0.0,0.0,,,,,,,,,,,,,,,,,,17.45,19.95
1360,2007-09-22,0.0,0.0,,,,,,,,,,,,,,,,,,17.0,19.6
1361,2007-09-23,0.0,0.0,,,,,,,,,,,,,,,,,,18.85,20.45
1362,2007-09-24,0.0,0.0,,,,,,,,,,,,,,,,,,20.05,21.1
1363,2007-09-25,0.0,0.0,,,,,,,,,,,,,,,,,,17.7,19.75
1364,2007-09-26,2.8,2.6,,,,,,,,,,,,,,,,,,16.75,18.55
1365,2007-09-27,17.2,26.6,,,,,,,,,,,,,,,,,,14.35,16.55
1366,2007-09-28,13.6,5.8,,,,,,,,,,,,,,,,,,13.3,15.75
1367,2007-09-29,4.2,3.2,,,,,,,,,,,,,,,,,,15.8,17.5
1368,2007-09-30,0.0,0.0,,,,,,,,,,,,,,,,,,17.85,19.5
1369,2007-10-01,0.0,0.0,,,,,,,,,,,,,,,,,,19.75,21.05
1370,2007-10-02,0.0,0.0,,,,,,,,,,,,,,,,,,20.1,21.1
1371,2007-10-03,0.0,0.0,,,,,,,,,,,,,,,,,,20.5,21.1
1372,2007-10-04,0.0,0.0,,,,,,,,,,,,,,,,,,21.45,22.8
1373,2007-10-05,0.0,0.0,,,,,,,,,,,,,,,,,,21.05,22.05
1374,2007-10-06,4.6,12.6,,,,,,,,,,,,,,,,,,19.0,20.75
1375,2007-10-07,0.0,0.2,,,,,,,,,,,,,,,,,,17.65,19.95
1376,2007-10-08,0.0,0.0,,,,,,,,,,,,,,,,,,17.0,19.25
1377,2007-10-09,10.2,0.6,,,,,,,,,,,,,,,,,,16.45,18.5
1378,2007-10-10,4.2,26.0,,,,,,,,,,,,,,,,,,14.9,16.4
1379,2007-10-11,0.0,0.0,,,,,,,,,,,,,,,,,,15.5,17.4
1380,2007-10-12,3.0,0.2,,,,,,,,,,,,,,,,,,15.8,17.65
1381,2007-10-13,0.0,0.4,,,,,,,,,,,,,,,,,,15.25,17.9
1382,2007-10-14,0.0,0.0,,,,,,,,,,,,,,,,,,15.05,17.1
1383,2007-10-15,0.2,0.0,,,,,,,,,,,,,,,,,,12.95,15.65
1384,2007-10-16,0.2,0.0,,,,,,,,,,,,,,,,,,13.85,16.25
1385,2007-10-17,0.0,0.0,,,,,,,,,,,,,,,,,,16.4,18.25
1386,2007-10-18,1.4,4.2,,,,,,,,,,,,,,,,,,16.35,17.7
1387,2007-10-19,0.0,0.0,,,,,,,,,,,,,,,,,,12.3,15.6
1388,2007-10-20,0.0,0.0,,,,,,,,,,,,,,,,,,9.4,12.7
1389,2007-10-21,0.0,0.0,,,,,,,,,,,,,,,,,,7.5,11.0
1390,2007-10-22,0.0,0.0,,,,,,,,,,,,,,,,,,4.9,8.4
1391,2007-10-23,0.0,0.0,,,,,,,,,,,,,,,,,,9.1,11.55
1392,2007-10-24,0.4,,,,,,,,,,,,,,,,,,,10.2,
1393,2007-10-25,4.2,5.6,,,,,,,,,,,,,,,,,,9.95,12.7
1394,2007-10-26,0.4,,,,,,,,,,,,,,,,,,,15.1,
1395,2007-10-27,0.0,0.0,,,,,,,,,,,,,,,,,,17.0,19.15
1396,2007-10-28,0.0,,,,,,,,,,,,,,,,,,,15.2,
1397,2007-10-29,0.2,0.0,,,,,,,,,,,,,,,,,,14.65,16.0
1398,2007-10-30,4.8,4.6,,,,,,,,,,,,,,,,,,15.45,18.3
1399,2007-10-31,3.2,7.6,,,,,,,,,,,,,,,,,,13.35,16.4
1400,2007-11-01,2.6,20.8,,,,,,,,,,,,,,,,,,9.8,13.5
1401,2007-11-02,0.0,0.0,,,,,,,,,,,,,,,,,,12.65,14.95
1402,2007-11-03,0.0,0.0,,,,,,,,,,,,,,,,,,12.9,14.55
1403,2007-11-04,0.0,0.2,,,,,,,,,,,,,,,,,,12.9,14.35
1404,2007-11-05,0.0,0.0,,,,,,,,,,,,,,,,,,10.9,14.15
1405,2007-11-06,0.0,0.0,,,,,,,,,,,,,,,,,,10.15,12.45
1406,2007-11-07,0.0,0.0,,,,,,,,,,,,,,,,,,10.0,12.8
1407,2007-11-08,0.2,0.0,,,,,,,,,,,,,,,,,,10.25,12.25
1408,2007-11-09,4.0,7.4,,,,,,,,,,,,,,,,,,7.7,11.8
1409,2007-11-10,0.0,0.0,,,,,,,,,,,,,,,,,,6.0,10.9
1410,2007-11-11,2.4,5.4,,,,,,,,,,,,,,,,,,9.1,10.7
1411,2007-11-12,0.2,0.0,,,,,,,,,,,,,,,,,,10.3,14.35
1412,2007-11-13,0.2,0.0,,,,,,,,,,,,,,,,,,8.65,12.95
1413,2007-11-14,15.2,22.8,,,,,,,,,,,,,,,,,,5.7,8.25
1414,2007-11-15,3.2,2.4,,,,,,,,,,,,,,,,,,5.9,8.7
1415,2007-11-16,6.6,4.0,,,,,,,,,,,,,,,,,,4.5,7.35
1416,2007-11-17,0.8,4.4,,,,,,,,,,,,,,,,,,3.8,9.45
1417,2007-11-18,0.0,0.0,,,,,,,,,,,,,,,,,,2.6,6.3
1418,2007-11-19,0.0,0.0,,,,,,,,,,,,,,,,,,4.9,7.25
1419,2007-11-20,0.0,0.0,,,,,,,,,,,,,,,,,,7.05,9.1
1420,2007-11-21,0.0,0.2,,,,,,,,,,,,,,,,,,8.1,10.2
1421,2007-11-22,0.0,0.0,,,,,,,,,,,,,,,,,,12.55,13.4
1422,2007-11-23,0.0,0.0,,,,,,,,,,,,,,,,,,13.75,16.15
