,Date,Rainfall_Terni,Flow_Rate_Lupa
876,2011-05-27,1.63,-82.3
877,2011-05-28,1.63,-82.31
878,2011-05-29,1.63,-82.32
879,2011-05-30,1.63,-82.33
880,2011-05-31,1.63,-82.34
881,2011-06-01,1.967,-82.35
882,2011-06-02,1.967,-82.36
883,2011-06-03,1.967,-82.37
884,2011-06-04,1.967,-82.38
885,2011-06-05,1.967,-82.39
886,2011-06-06,1.967,-82.4
887,2011-06-07,1.967,-82.41
888,2011-06-08,1.967,-82.42
889,2011-06-09,1.967,-82.43
890,2011-06-10,1.967,-82.44
891,2011-06-11,1.967,-82.45
892,2011-06-12,1.967,-82.46
893,2011-06-13,1.967,-82.47
894,2011-06-14,1.967,-82.48
895,2011-06-15,1.967,-82.49
896,2011-06-16,1.967,-82.5
897,2011-06-17,1.967,-82.51
898,2011-06-18,1.967,-82.52
899,2011-06-19,1.967,-82.55
900,2011-06-20,1.967,-82.56
901,2011-06-21,1.967,-82.57
902,2011-06-22,1.967,-82.58
903,2011-06-23,1.967,-82.59
904,2011-06-24,1.967,-82.6
905,2011-06-25,1.967,-82.61
906,2011-06-26,1.967,-82.62
907,2011-06-27,1.967,-82.63
908,2011-06-28,1.967,-82.64
909,2011-06-29,1.967,-82.65
910,2011-06-30,1.967,-82.66
911,2011-07-01,2.334,-82.67
912,2011-07-02,2.334,-82.68
913,2011-07-03,2.334,-82.69
914,2011-07-04,2.334,-82.7
915,2011-07-05,2.334,-82.71
916,2011-07-06,2.334,-82.72
917,2011-07-07,2.334,-82.73
918,2011-07-08,2.334,-82.74
919,2011-07-09,2.334,-82.75
920,2011-07-10,2.334,-82.76
921,2011-07-11,2.334,
922,2011-07-12,2.334,
923,2011-07-13,2.334,-82.77
924,2011-07-14,2.334,-82.78
925,2011-07-15,2.334,-82.79
926,2011-07-16,2.334,-82.8
927,2011-07-17,2.334,-82.81
928,2011-07-18,2.334,-82.82
929,2011-07-19,2.334,-82.83
930,2011-07-20,2.334,-82.84
931,2011-07-21,2.334,-82.85
932,2011-07-22,2.334,-82.86
933,2011-07-23,2.334,-82.87
934,2011-07-24,2.334,-82.88
935,2011-07-25,2.334,-82.89
936,2011-07-26,2.334,-82.9
937,2011-07-27,2.334,-82.91
938,2011-07-28,2.334,-82.92
939,2011-07-29,2.334,-82.93
940,2011-07-30,2.334,-82.94
941,2011-07-31,2.334,-82.95
942,2011-08-01,0.368,-82.96
943,2011-08-02,0.368,-82.97
944,2011-08-03,0.368,-82.98
945,2011-08-04,0.368,-82.99
946,2011-08-05,0.368,-83.0
947,2011-08-06,0.368,-83.01
948,2011-08-07,0.368,-83.02
949,2011-08-08,0.368,-83.05
950,2011-08-09,0.368,-83.06
951,2011-08-10,0.368,-83.07
952,2011-08-11,0.368,-83.08
953,2011-08-12,0.368,-83.09
954,2011-08-13,0.368,-83.1
955,2011-08-14,0.368,-83.11
956,2011-08-15,0.368,-83.12
957,2011-08-16,0.368,-83.13
958,2011-08-17,0.368,-83.14
959,2011-08-18,0.368,-83.15
960,2011-08-19,0.368,-83.16
961,2011-08-20,0.368,-83.17
962,2011-08-21,0.368,-83.18
963,2011-08-22,0.368,-83.19
964,2011-08-23,0.368,-83.2
965,2011-08-24,0.368,-83.21
966,2011-08-25,0.368,-83.22
967,2011-08-26,0.368,-83.23
968,2011-08-27,0.368,-83.24
969,2011-08-28,0.368,-83.25
970,2011-08-29,0.368,-83.26
971,2011-08-30,0.368,-83.27
972,2011-08-31,0.368,-83.28
973,2011-09-01,1.617,
974,2011-09-02,1.617,
975,2011-09-03,1.617,-83.29
976,2011-09-04,1.617,-83.3
977,2011-09-05,1.617,-83.31
978,2011-09-06,1.617,-83.32
979,2011-09-07,1.617,-83.33
980,2011-09-08,1.617,-83.34
981,2011-09-09,1.617,-83.35
982,2011-09-10,1.617,-83.36
983,2011-09-11,1.617,-83.37
984,2011-09-12,1.617,-83.38
985,2011-09-13,1.617,-83.39
986,2011-09-14,1.617,-83.4
987,2011-09-15,1.617,-83.41
988,2011-09-16,1.617,-83.42
989,2011-09-17,1.617,-83.43
990,2011-09-18,1.617,-83.44
991,2011-09-19,1.617,-83.45
992,2011-09-20,1.617,-83.46
993,2011-09-21,1.617,-83.47
994,2011-09-22,1.617,-83.48
995,2011-09-23,1.617,-83.49
996,2011-09-24,1.617,-83.5
997,2011-09-25,1.617,-83.51
998,2011-09-26,1.617,-83.52
999,2011-09-27,1.617,-83.55
1000,2011-09-28,1.617,-83.56
1001,2011-09-29,1.617,-83.57
1002,2011-09-30,1.617,-83.58
1003,2011-10-01,2.275,-83.59
1004,2011-10-02,2.275,-83.6
1005,2011-10-03,2.275,-83.61
1006,2011-10-04,2.275,-83.62
1007,2011-10-05,2.275,-83.63
1008,2011-10-06,2.275,-83.64
1009,2011-10-07,2.275,-83.65
1010,2011-10-08,2.275,-83.66
1011,2011-10-09,2.275,-83.67
1012,2011-10-10,2.275,-83.68
1013,2011-10-11,2.275,-83.69
1014,2011-10-12,2.275,-83.7
1015,2011-10-13,2.275,-83.71
1016,2011-10-14,2.275,-83.72
1017,2011-10-15,2.275,-83.73
1018,2011-10-16,2.275,-83.74
1019,2011-10-17,2.275,-83.75
1020,2011-10-18,2.275,-83.76
1021,2011-10-19,2.275,-83.77
1022,2011-10-20,2.275,-83.78
1023,2011-10-21,2.275,-83.79
1024,2011-10-22,2.275,-83.8
1025,2011-10-23,2.275,
1026,2011-10-24,2.275,
1027,2011-10-25,2.275,-83.81
1028,2011-10-26,2.275,-83.82
1029,2011-10-27,2.275,-83.83
1030,2011-10-28,2.275,-83.84
1031,2011-10-29,2.275,-83.85
1032,2011-10-30,2.275,-83.86
1033,2011-10-31,2.275,-83.87
1034,2011-11-01,1.451,-83.88
1035,2011-11-02,1.451,-83.89
1036,2011-11-03,1.451,-83.9
1037,2011-11-04,1.451,-83.91
1038,2011-11-05,1.451,-83.92
1039,2011-11-06,1.451,-83.93
1040,2011-11-07,1.451,-83.94
1041,2011-11-08,1.451,-83.95
1042,2011-11-09,1.451,-83.96
1043,2011-11-10,1.451,-83.97
1044,2011-11-11,1.451,-83.98
1045,2011-11-12,1.451,-83.99
1046,2011-11-13,1.451,-84.0
1047,2011-11-14,1.451,-84.01
1048,2011-11-15,1.451,-84.02
1049,2011-11-16,1.451,-84.05
1050,2011-11-17,1.451,-84.06
1051,2011-11-18,1.451,-84.07
1052,2011-11-19,1.451,-84.08
1053,2011-11-20,1.451,-84.09
1054,2011-11-21,1.451,-84.1
1055,2011-11-22,1.451,-84.11
1056,2011-11-23,1.451,-84.12
1057,2011-11-24,1.451,-84.13
1058,2011-11-25,1.451,-84.14
1059,2011-11-26,1.451,-84.15
1060,2011-11-27,1.451,-84.16
1061,2011-11-28,1.451,-84.17
1062,2011-11-29,1.451,-84.18
1063,2011-11-30,1.451,-84.19
1064,2011-12-01,1.981,-84.2
1065,2011-12-02,1.981,-84.21
1066,2011-12-03,1.981,-84.22
1067,2011-12-04,1.981,-84.23
1068,2011-12-05,1.981,-84.24
1069,2011-12-06,1.981,-84.25
1070,2011-12-07,1.981,-84.26
1071,2011-12-08,1.981,-84.27
1072,2011-12-09,1.981,-84.28
1073,2011-12-10,1.981,-84.29
1074,2011-12-11,1.981,-84.3
1075,2011-12-12,1.981,-84.31
1076,2011-12-13,1.981,-84.32
1077,2011-12-14,1.981,
1078,2011-12-15,1.981,
1079,2011-12-16,1.981,-84.33
1080,2011-12-17,1.981,-84.34
1081,2011-12-18,1.981,-84.35
1082,2011-12-19,1.981,-84.36
1083,2011-12-20,1.981,-84.37
1084,2011-12-21,1.981,-84.38
1085,2011-12-22,1.981,-84.39
1086,2011-12-23,1.981,-84.4
1087,2011-12-24,1.981,-84.41
1088,2011-12-25,1.981,-84.42
1089,2011-12-26,1.981,-84.43
1090,2011-12-27,1.981,-84.44
1091,2011-12-28,1.981,-84.45
1092,2011-12-29,1.981,-84.46
1093,2011-12-30,1.981,-84.47
1094,2011-12-31,1.981,-84.48
1095,2012-01-01,0.767,-84.49
1096,2012-01-02,0.767,-84.5
1097,2012-01-03,0.767,-84.51
1098,2012-01-04,0.767,-84.52
1099,2012-01-05,0.767,-84.55
1100,2012-01-06,0.767,-84.56
1101,2012-01-07,0.767,-84.57
1102,2012-01-08,0.767,-84.58
1103,2012-01-09,0.767,-84.59
1104,2012-01-10,0.767,-84.6
1105,2012-01-11,0.767,-84.61
1106,2012-01-12,0.767,-84.62
1107,2012-01-13,0.767,-84.63
1108,2012-01-14,0.767,-84.64
1109,2012-01-15,0.767,-84.65
1110,2012-01-16,0.767,-84.66
1111,2012-01-17,0.767,-84.67
1112,2012-01-18,0.767,-84.68
1113,2012-01-19,0.767,-84.69
1114,2012-01-20,0.767,-84.7
1115,2012-01-21,0.767,-84.71
1116,2012-01-22,0.767,-84.72
1117,2012-01-23,0.767,-84.73
1118,2012-01-24,0.767,-84.74
1119,2012-01-25,0.767,-84.75
1120,2012-01-26,0.767,-84.76
1121,2012-01-27,0.767,-84.77
1122,2012-01-28,0.767,-84.78
1123,2012-01-29,0.767,-84.79
1124,2012-01-30,0.767,-84.8
1125,2012-01-31,0.767,-84.81
1126,2012-02-01,2.382,-84.82
1127,2012-02-02,2.382,-84.83
1128,2012-02-03,2.382,-84.84
1129,2012-02-04,2.382,
1130,2012-02-05,2.382,
1131,2012-02-06,2.382,-84.85
1132,2012-02-07,2.382,-84.86
1133,2012-02-08,2.382,-84.87
1134,2012-02-09,2.382,-84.88
1135,2012-02-10,2.382,-84.89
1136,2012-02-11,2.382,-84.9
1137,2012-02-12,2.382,-84.91
1138,2012-02-13,2.382,-84.92
1139,2012-02-14,2.382,-84.93
1140,2012-02-15,2.382,-84.94
1141,2012-02-16,2.382,-84.95
1142,2012-02-17,2.382,-84.96
1143,2012-02-18,2.382,-84.97
1144,2012-02-19,2.382,-84.98
1145,2012-02-20,2.382,-84.99
1146,2012-02-21,2.382,-85.0
1147,2012-02-22,2.382,-85.01
1148,2012-02-23,2.382,-85.02
1149,2012-02-24,2.382,-85.05
1150,2012-02-25,2.382,-85.06
1151,2012-02-26,2.382,-85.07
1152,2012-02-27,2.382,-85.08
1153,2012-02-28,2.382,-85.09
1154,2012-02-29,2.382,-85.1
1155,2012-03-01,0.537,-85.11
1156,2012-03-02,0.537,-85.12
1157,2012-03-03,0.537,-85.13
1158,2012-03-04,0.537,-85.14
1159,2012-03-05,0.537,-85.15
1160,2012-03-06,0.537,-85.16
1161,2012-03-07,0.537,-85.17
1162,2012-03-08,0.537,-85.18
1163,2012-03-09,0.537,-85.19
1164,2012-03-10,0.537,-85.2
1165,2012-03-11,0.537,-85.21
1166,2012-03-12,0.537,-85.22
1167,2012-03-13,0.537,-85.23
1168,2012-03-14,0.537,-85.24
1169,2012-03-15,0.537,-85.25
1170,2012-03-16,0.537,-85.26
1171,2012-03-17,0.537,-85.27
1172,2012-03-18,0.537,-85.28
1173,2012-03-19,0.537,-85.29
1174,2012-03-20,0.537,-85.3
1175,2012-03-21,0.537,-85.31
1176,2012-03-22,0.537,-85.32
1177,2012-03-23,0.537,-85.33
1178,2012-03-24,0.537,-85.34
1179,2012-03-25,0.537,-85.35
1180,2012-03-26,0.537,-85.36
1181,2012-03-27,0.537,
1182,2012-03-28,0.537,
1183,2012-03-29,0.537,-85.37
1184,2012-03-30,0.537,-85.38
1185,2012-03-31,0.537,-85.39
1186,2012-04-01,3.068,-85.4
1187,2012-04-02,3.068,-85.41
1188,2012-04-03,3.068,-85.42
1189,2012-04-04,3.068,-85.43
1190,2012-04-05,3.068,-85.44
1191,2012-04-06,3.068,-85.45
1192,2012-04-07,3.068,-85.46
1193,2012-04-08,3.068,-85.47
1194,2012-04-09,3.068,-85.48
1195,2012-04-10,3.068,-85.49
1196,2012-04-11,3.068,-85.5
1197,2012-04-12,3.068,-85.51
1198,2012-04-13,3.068,-85.52
1199,2012-04-14,3.068,-85.55
1200,2012-04-15,3.068,-85.56
1201,2012-04-16,3.068,-85.57
1202,2012-04-17,3.068,-85.58
1203,2012-04-18,3.068,-85.59
1204,2012-04-19,3.068,-85.6
1205,2012-04-20,3.068,-85.61
1206,2012-04-21,3.068,-85.62
1207,2012-04-22,3.068,-85.63
1208,2012-04-23,3.068,-85.64
1209,2012-04-24,3.068,-85.65
1210,2012-04-25,3.068,-85.66
1211,2012-04-26,3.068,-85.67
1212,2012-04-27,3.068,-85.68
1213,2012-04-28,3.068,-85.69
1214,2012-04-29,3.068,-85.7
1215,2012-04-30,3.068,-85.71
1216,2012-05-01,2.904,-85.72
1217,2012-05-02,2.904,-85.73
1218,2012-05-03,2.904,-85.74
1219,2012-05-04,2.904,-85.75
1220,2012-05-05,2.904,-85.76
1221,2012-05-06,2.904,-85.77
1222,2012-05-07,2.904,-85.78
1223,2012-05-08,2.904,-85.79
1224,2012-05-09,2.904,-85.8
1225,2012-05-10,2.904,-85.81
1226,2012-05-11,2.904,-85.82
1227,2012-05-12,2.904,-85.83
1228,2012-05-13,2.904,-85.84
1229,2012-05-14,2.904,-85.85
1230,2012-05-15,2.904,-85.86
1231,2012-05-16,2.904,-85.87
1232,2012-05-17,2.904,-85.88
1233,2012-05-18,2.904,
1234,2012-05-19,2.904,
1235,2012-05-20,2.904,-85.89
1236,2012-05-21,2.904,-85.9
1237,2012-05-22,2.904,-85.91
1238,2012-05-23,2.904,-85.92
1239,2012-05-24,2.904,-85.93
1240,2012-05-25,2.904,-85.94
1241,2012-05-26,2.904,-85.95
1242,2012-05-27,2.904,-85.96
1243,2012-05-28,2.904,-85.97
1244,2012-05-29,2.904,-85.98
1245,2012-05-30,2.904,-85.99
1246,2012-05-31,2.904,-86.0
1247,2012-06-01,0.707,-86.01
1248,2012-06-02,0.707,-86.02
1249,2012-06-03,0.707,-86.05
1250,2012-06-04,0.707,-86.06
1251,2012-06-05,0.707,-86.07
1252,2012-06-06,0.707,-86.08
1253,2012-06-07,0.707,-86.09
1254,2012-06-08,0.707,-86.1
1255,2012-06-09,0.707,-86.11
1256,2012-06-10,0.707,-86.12
1257,2012-06-11,0.707,-86.13
1258,2012-06-12,0.707,-86.14
1259,2012-06-13,0.707,-86.15
1260,2012-06-14,0.707,-86.16
1261,2012-06-15,0.707,-86.17
1262,2012-06-16,0.707,-86.18
1263,2012-06-17,0.707,-86.19
1264,2012-06-18,0.707,-86.2
1265,2012-06-19,0.707,-86.21
1266,2012-06-20,0.707,-86.22
1267,2012-06-21,0.707,-86.23
1268,2012-06-22,0.707,-86.24
1269,2012-06-23,0.707,-86.25
1270,2012-06-24,0.707,-86.26
1271,2012-06-25,0.707,-86.27
1272,2012-06-26,0.707,-86.28
1273,2012-06-27,0.707,-86.29
1274,2012-06-28,0.707,-86.3
1275,2012-06-29,0.707,-86.31
1276,2012-06-30,0.707,-86.32
1277,2012-07-01,0.631,-86.33
1278,2012-07-02,0.631,-86.34
1279,2012-07-03,0.631,-86.35
1280,2012-07-04,0.631,-86.36
1281,2012-07-05,0.631,-86.37
1282,2012-07-06,0.631,-86.38
1283,2012-07-07,0.631,-86.39
1284,2012-07-08,0.631,-86.4
1285,2012-07-09,0.631,
1286,2012-07-10,0.631,
1287,2012-07-11,0.631,-86.41
1288,2012-07-12,0.631,-86.42
1289,2012-07-13,0.631,-86.43
1290,2012-07-14,0.631,-86.44
1291,2012-07-15,0.631,-86.45
1292,2012-07-16,0.631,-86.46
1293,2012-07-17,0.631,-86.47
1294,2012-07-18,0.631,-86.48
1295,2012-07-19,0.631,-86.49
1296,2012-07-20,0.631,-86.5
1297,2012-07-21,0.631,-86.51
1298,2012-07-22,0.631,-86.52
1299,2012-07-23,0.631,-86.55
1300,2012-07-24,0.631,-86.56
1301,2012-07-25,0.631,-86.57
1302,2012-07-26,0.631,-86.58
1303,2012-07-27,0.631,-86.59
1304,2012-07-28,0.631,-86.6
1305,2012-07-29,0.631,-86.61
1306,2012-07-30,0.631,-86.62
1307,2012-07-31,0.631,-86.63
1308,2012-08-01,1.055,-86.64
1309,2012-08-02,1.055,-86.65
1310,2012-08-03,1.055,-86.66
1311,2012-08-04,1.055,-86.67
1312,2012-08-05,1.055,-86.68
1313,2012-08-06,1.055,-86.69
1314,2012-08-07,1.055,-86.7
1315,2012-08-08,1.055,-86.71
1316,2012-08-09,1.055,-86.72
1317,2012-08-10,1.055,-86.73
1318,2012-08-11,1.055,-86.74
1319,2012-08-12,1.055,-86.75
1320,2012-08-13,1.055,-86.76
1321,2012-08-14,1.055,-86.77
1322,2012-08-15,1.055,-86.78
1323,2012-08-16,1.055,-86.79
1324,2012-08-17,1.055,-86.8
1325,2012-08-18,1.055,-86.81
1326,2012-08-19,1.055,-86.82
1327,2012-08-20,1.055,-86.83
1328,2012-08-21,1.055,-86.84
1329,2012-08-22,1.055,-86.85
1330,2012-08-23,1.055,-86.86
1331,2012-08-24,1.055,-86.87
1332,2012-08-25,1.055,-86.88
1333,2012-08-26,1.055,-86.89
1334,2012-08-27,1.055,-86.9
1335,2012-08-28,1.055,-86.91
1336,2012-08-29,1.055,-86.92
1337,2012-08-30,1.055,
1338,2012-08-31,1.055,
1339,2012-09-01,3.819,-86.93
1340,2012-09-02,3.819,-86.94
1341,2012-09-03,3.819,-86.95
1342,2012-09-04,3.819,-86.96
1343,2012-09-05,3.819,-86.97
1344,2012-09-06,3.819,-86.98
1345,2012-09-07,3.819,-86.99
1346,2012-09-08,3.819,-87.0
1347,2012-09-09,3.819,-87.01
1348,2012-09-10,3.819,-87.02
1349,2012-09-11,3.819,-87.05
1350,2012-09-12,3.819,-87.06
1351,2012-09-13,3.819,-87.07
1352,2012-09-14,3.819,-87.08
1353,2012-09-15,3.819,-87.09
1354,2012-09-16,3.819,-87.1
1355,2012-09-17,3.819,-87.11
1356,2012-09-18,3.819,-87.12
1357,2012-09-19,3.819,-87.13
1358,2012-09-20,3.819,-87.14
1359,2012-09-21,3.819,-87.15
1360,2012-09-22,3.819,-87.16
1361,2012-09-23,3.819,-87.17
1362,2012-09-24,3.819,-87.18
1363,2012-09-25,3.819,-87.19
1364,2012-09-26,3.819,-87.2
1365,2012-09-27,3.819,-87.21
1366,2012-09-28,3.819,-87.22
1367,2012-09-29,3.819,-87.23
1368,2012-09-30,3.819,-87.24
1369,2012-10-01,4.386,-87.25
1370,2012-10-02,4.386,-87.26
1371,2012-10-03,4.386,-87.27
1372,2012-10-04,4.386,-87.28
1373,2012-10-05,4.386,-87.29
1374,2012-10-06,4.386,-87.3
1375,2012-10-07,4.386,-87.31
1376,2012-10-08,4.386,-87.32
1377,2012-10-09,4.386,-87.33
1378,2012-10-10,4.386,-87.34
1379,2012-10-11,4.386,-87.35
1380,2012-10-12,4.386,-87.36
1381,2012-10-13,4.386,-87.37
1382,2012-10-14,4.386,-87.38
1383,2012-10-15,4.386,-87.39
1384,2012-10-16,4.386,-87.4
1385,2012-10-17,4.386,-87.41
1386,2012-10-18,4.386,-87.42
1387,2012-10-19,4.386,-87.43
1388,2012-10-20,4.386,-87.44
1389,2012-10-21,4.386,
1390,2012-10-22,4.386,
1391,2012-10-23,4.386,-87.45
1392,2012-10-24,4.386,-87.46
1393,2012-10-25,4.386,-87.47
1394,2012-10-26,4.386,-87.48
1395,2012-10-27,4.386,-87.49
1396,2012-10-28,4.386,-87.5
1397,2012-10-29,4.386,-87.51
1398,2012-10-30,4.386,-87.52
1399,2012-10-31,4.386,-87.55
1400,2012-11-01,6.803,-87.56
1401,2012-11-02,6.803,-87.57
1402,2012-11-03,6.803,-87.58
1403,2012-11-04,6.803,-87.59
1404,2012-11-05,6.803,-87.6
1405,2012-11-06,6.803,-87.61
1406,2012-11-07,6.803,-87.62
1407,2012-11-08,6.803,-87.63
1408,2012-11-09,6.803,-87.64
1409,2012-11-10,6.803,-87.65
1410,2012-11-11,6.803,-87.66
1411,2012-11-12,6.803,-87.67
1412,2012-11-13,6.803,-87.68
1413,2012-11-14,6.803,-87.69
1414,2012-11-15,6.803,-87.7
1415,2012-11-16,6.803,-87.71
1416,2012-11-17,6.803,-87.72
1417,2012-11-18,6.803,-87.73
1418,2012-11-19,6.803,-87.74
1419,2012-11-20,6.803,-87.75
1420,2012-11-21,6.803,-87.76
1421,2012-11-22,6.803,-87.77
1422,2012-11-23,6.803,-87.78
1423,2012-11-24,6.803,-87.79
1424,2012-11-25,6.803,-87.8
1425,2012-11-26,6.803,-87.81
1426,2012-11-27,6.803,-87.82
1427,2012-11-28,6.803,-87.83
1428,2012-11-29,6.803,-87.84
1429,2012-11-30,6.803,-87.85
1430,2012-12-01,2.874,-87.86
1431,2012-12-02,2.874,-87.87
1432,2012-12-03,2.874,-87.88
1433,2012-12-04,2.874,-87.89
1434,2012-12-05,2.874,-87.9
1435,2012-12-06,2.874,-87.91
1436,2012-12-07,2.874,-87.92
1437,2012-12-08,2.874,-87.93
1438,2012-12-09,2.874,-87.94
1439,2012-12-10,2.874,-87.95
1440,2012-12-11,2.874,-87.96
1441,2012-12-12,2.874,
1442,2012-12-13,2.874,
1443,2012-12-14,2.874,-87.97
1444,2012-12-15,2.874,-87.98
1445,2012-12-16,2.874,-87.99
1446,2012-12-17,2.874,-88.0
1447,2012-12-18,2.874,-88.01
1448,2012-12-19,2.874,-88.02
1449,2012-12-20,2.874,-88.05
1450,2012-12-21,2.874,-88.06
1451,2012-12-22,2.874,-88.07
1452,2012-12-23,2.874,-88.08
1453,2012-12-24,2.874,-88.09
1454,2012-12-25,2.874,-88.1
1455,2012-12-26,2.874,-88.11
1456,2012-12-27,2.874,-88.12
1457,2012-12-28,2.874,-88.13
1458,2012-12-29,2.874,-88.14
1459,2012-12-30,2.874,-88.15
1460,2012-12-31,2.874,-88.16
1461,2013-01-01,2.937,-88.17
1462,2013-01-02,2.937,-88.18
1463,2013-01-03,2.937,-88.19
1464,2013-01-04,2.937,-88.2
1465,2013-01-05,2.937,-88.21
1466,2013-01-06,2.937,-88.22
1467,2013-01-07,2.937,-88.23
1468,2013-01-08,2.937,-88.24
1469,2013-01-09,2.937,-88.25
1470,2013-01-10,2.937,-88.26
1471,2013-01-11,2.937,-88.27
1472,2013-01-12,2.937,-88.28
1473,2013-01-13,2.937,-88.29
1474,2013-01-14,2.937,-88.3
1475,2013-01-15,2.937,-88.31
1476,2013-01-16,2.937,-88.32
1477,2013-01-17,2.937,-88.33
1478,2013-01-18,2.937,-88.34
1479,2013-01-19,2.937,-88.35
1480,2013-01-20,2.937,-88.36
1481,2013-01-21,2.937,-88.37
1482,2013-01-22,2.937,-88.38
1483,2013-01-23,2.937,-88.39
1484,2013-01-24,2.937,-88.4
1485,2013-01-25,2.937,-88.41
1486,2013-01-26,2.937,-88.42
1487,2013-01-27,2.937,-88.43
1488,2013-01-28,2.937,-88.44
1489,2013-01-29,2.937,-88.45
1490,2013-01-30,2.937,-88.46
1491,2013-01-31,2.937,-88.47
1492,2013-02-01,3.788,-88.48
1493,2013-02-02,3.788,
1494,2013-02-03,3.788,
1495,2013-02-04,3.788,-88.49
1496,2013-02-05,3.788,-88.5
1497,2013-02-06,3.788,-88.51
1498,2013-02-07,3.788,-88.52
1499,2013-02-08,3.788,-88.55
1500,2013-02-09,3.788,-88.56
1501,2013-02-10,3.788,-88.57
1502,2013-02-11,3.788,-88.58
1503,2013-02-12,3.788,-88.59
1504,2013-02-13,3.788,-88.6
1505,2013-02-14,3.788,-88.61
1506,2013-02-15,3.788,-88.62
1507,2013-02-16,3.788,-88.63
1508,2013-02-17,3.788,-88.64
1509,2013-02-18,3.788,-88.65
1510,2013-02-19,3.788,-88.66
1511,2013-02-20,3.788,-88.67
1512,2013-02-21,3.788,-88.68
1513,2013-02-22,3.788,-88.69
1514,2013-02-23,3.788,-88.7
1515,2013-02-24,3.788,-88.71
1516,2013-02-25,3.788,-88.72
1517,2013-02-26,3.788,-88.73
1518,2013-02-27,3.788,-88.74
1519,2013-02-28,3.788,-88.75
1520,2013-03-01,4.176,-88.76
1521,2013-03-02,4.176,-88.77
1522,2013-03-03,4.176,-88.78
1523,2013-03-04,4.176,-88.79
1524,2013-03-05,4.176,-88.8
1525,2013-03-06,4.176,-88.81
1526,2013-03-07,4.176,-88.82
1527,2013-03-08,4.176,-88.83
1528,2013-03-09,4.176,-88.84
1529,2013-03-10,4.176,-88.85
1530,2013-03-11,4.176,-88.86
1531,2013-03-12,4.176,-88.87
1532,2013-03-13,4.176,-88.88
1533,2013-03-14,4.176,-88.89
1534,2013-03-15,4.176,-88.9
1535,2013-03-16,4.176,-88.91
1536,2013-03-17,4.176,-88.92
1537,2013-03-18,4.176,-88.93
1538,2013-03-19,4.176,-88.94
1539,2013-03-20,4.176,-88.95
1540,2013-03-21,4.176,-88.96
1541,2013-03-22,4.176,-88.97
1542,2013-03-23,4.176,-88.98
1543,2013-03-24,4.176,-88.99
1544,2013-03-25,4.176,-89.0
1545,2013-03-26,4.176,
1546,2013-03-27,4.176,
1547,2013-03-28,4.176,-89.01
1548,2013-03-29,4.176,-89.02
1549,2013-03-30,4.176,-89.05
1550,2013-03-31,4.176,-89.06
1551,2013-04-01,2.028,-89.07
1552,2013-04-02,2.028,-89.08
1553,2013-04-03,2.028,-89.09
1554,2013-04-04,2.028,-89.1
1555,2013-04-05,2.028,-89.11
1556,2013-04-06,2.028,-89.12
1557,2013-04-07,2.028,-89.13
1558,2013-04-08,2.028,-89.14
1559,2013-04-09,2.028,-89.15
1560,2013-04-10,2.028,-89.16
1561,2013-04-11,2.028,-89.17
1562,2013-04-12,2.028,-89.18
1563,2013-04-13,2.028,-89.19
1564,2013-04-14,2.028,-89.2
1565,2013-04-15,2.028,-89.21
1566,2013-04-16,2.028,-89.22
1567,2013-04-17,2.028,-89.23
1568,2013-04-18,2.028,-89.24
1569,2013-04-19,2.028,-89.25
1570,2013-04-20,2.028,-89.26
1571,2013-04-21,2.028,-89.27
1572,2013-04-22,2.028,-89.28
1573,2013-04-23,2.028,-89.29
1574,2013-04-24,2.028,-89.3
1575,2013-04-25,2.028,-89.31
1576,2013-04-26,2.028,-89.32
1577,2013-04-27,2.028,-89.33
1578,2013-04-28,2.028,-89.34
1579,2013-04-29,2.028,-89.35
1580,2013-04-30,2.028,-89.36
1581,2013-05-01,2.996,-89.37
1582,2013-05-02,2.996,-89.38
1583,2013-05-03,2.996,-89.39
1584,2013-05-04,2.996,-89.4
1585,2013-05-05,2.996,-89.41
1586,2013-05-06,2.996,-89.42
1587,2013-05-07,2.996,-89.43
1588,2013-05-08,2.996,-89.44
1589,2013-05-09,2.996,-89.45
1590,2013-05-10,2.996,-89.46
1591,2013-05-11,2.996,-89.47
1592,2013-05-12,2.996,-89.48
1593,2013-05-13,2.996,-89.49
1594,2013-05-14,2.996,-89.5
1595,2013-05-15,2.996,-89.51
1596,2013-05-16,2.996,-89.52
1597,2013-05-17,2.996,
1598,2013-05-18,2.996,
1599,2013-05-19,2.996,-89.55
1600,2013-05-20,2.996,-89.56
1601,2013-05-21,2.996,-89.57
1602,2013-05-22,2.996,-89.58
1603,2013-05-23,2.996,-89.59
1604,2013-05-24,2.996,-89.6
1605,2013-05-25,2.996,-89.61
1606,2013-05-26,2.996,-89.62
1607,2013-05-27,2.996,-89.63
1608,2013-05-28,2.996,-89.64
1609,2013-05-29,2.996,-89.65
1610,2013-05-30,2.996,-89.66
1611,2013-05-31,2.996,-89.67
1612,2013-06-01,1.208,-89.68
1613,2013-06-02,1.208,-89.69
1614,2013-06-03,1.208,-89.7
1615,2013-06-04,1.208,-89.71
1616,2013-06-05,1.208,-89.72
1617,2013-06-06,1.208,-89.73
1618,2013-06-07,1.208,-89.74
1619,2013-06-08,1.208,-89.75
1620,2013-06-09,1.208,-89.76
1621,2013-06-10,1.208,-89.77
1622,2013-06-11,1.208,-89.78
