,Date,Rainfall_S_Piero,Rainfall_Mangona,Rainfall_S_Agata,Rainfall_Cavallina,Rainfall_Le_Croci,Temperature_Le_Croci,Lake_Level,Flow_Rate
1643,2006-12-02,0.2,0.0,0.0,0.0,0.2,8.9,246.2,2.5
1644,2006-12-03,0.0,2.0,0.2,0.0,0.2,7.65,246.16,2.5
1645,2006-12-04,8.8,16.8,12.8,7.0,16.2,9.5,246.13,2.4
1646,2006-12-05,0.0,0.6,0.0,0.0,0.4,13.0,246.12,2.4
1647,2006-12-06,2.0,7.6,1.4,2.2,5.4,13.75,246.09,2.4
1648,2006-12-07,7.6,10.6,7.0,6.0,5.8,13.95,246.08,2.4
1649,2006-12-08,2.8,0.4,2.0,0.0,0.2,13.95,246.08,2.4
1650,2006-12-09,,,,,,11.65,246.48,2.4
1651,2006-12-10,1.2,0.2,0.2,0.2,0.6,9.0,247.06,2.4
1652,2006-12-11,0.2,0.0,0.0,0.0,0.0,9.35,247.14,2.4
1653,2006-12-12,0.4,0.0,0.2,0.0,0.2,6.1,247.15,2.4
1654,2006-12-13,0.0,0.0,0.0,0.0,0.0,5.6,247.14,2.4
1655,2006-12-14,0.0,0.0,0.0,0.0,0.0,10.0,247.13,2.4
1656,2006-12-15,0.0,0.0,0.0,0.0,0.0,10.1,247.1,2.4
1657,2006-12-16,0.0,0.0,0.0,0.0,0.0,10.3,247.08,2.4
1658,2006-12-17,0.2,2.0,0.0,0.0,0.0,10.0,247.06,2.4
1659,2006-12-18,2.2,0.4,0.4,0.0,0.4,9.85,247.03,2.4
1660,2006-12-19,0.0,1.0,0.6,0.0,0.2,7.85,246.99,2.4
1661,2006-12-20,0.0,0.0,0.2,0.0,0.0,5.1,246.95,2.4
1662,2006-12-21,1.2,3.2,3.0,0.2,0.4,4.4,246.91,2.4
1663,2006-12-22,0.0,0.0,0.0,0.0,0.0,5.5,246.88,2.4
1664,2006-12-23,0.0,0.0,0.0,0.0,0.0,5.5,246.84,2.4
1665,2006-12-24,0.0,0.0,0.0,0.0,0.0,6.25,246.79,2.4
1666,2006-12-25,0.0,0.0,0.0,0.0,0.0,9.75,246.77,2.4
1667,2006-12-26,0.0,0.0,0.0,0.0,0.0,10.45,246.72,2.4
1668,2006-12-27,0.2,0.0,0.0,0.0,0.0,6.4,246.68,2.4
1669,2006-12-28,0.0,0.0,0.0,0.0,0.0,5.35,246.65,2.4
1670,2006-12-29,0.0,0.0,0.0,0.0,0.0,4.9,246.6,2.4
1671,2006-12-30,2.0,3.4,2.6,2.2,5.0,7.85,246.56,2.4
1672,2006-12-31,2.0,2.4,1.6,2.2,5.6,8.2,246.53,2.4
1673,2007-01-01,8.2,25.6,8.4,5.0,16.6,11.7,246.5,2.4
1674,2007-01-02,1.0,5.0,2.6,2.6,5.0,10.25,246.58,1.0
1675,2007-01-03,0.0,0.0,0.0,0.0,0.0,8.2,246.63,1.0
1676,2007-01-04,0.2,0.8,0.0,0.0,0.4,7.15,246.65,1.0
1677,2007-01-05,0.2,0.0,0.0,0.0,0.0,4.45,246.65,1.0
1678,2007-01-06,0.2,0.0,0.0,0.0,0.0,7.65,246.65,1.0
1679,2007-01-07,1.0,2.6,1.6,1.0,2.6,6.9,246.66,1.0
1680,2007-01-08,16.2,10.8,9.0,8.6,28.0,9.5,246.67,1.0
1681,2007-01-09,0.8,0.4,0.6,0.0,1.8,10.45,246.75,1.0
1682,2007-01-10,0.0,0.6,0.2,0.0,0.2,9.05,246.78,1.0
1683,2007-01-11,0.0,0.2,0.0,0.0,0.0,8.95,246.78,1.0
1684,2007-01-12,0.0,0.0,0.0,0.0,0.0,11.8,246.78,1.0
1685,2007-01-13,0.2,0.4,0.2,0.0,0.4,11.3,246.78,1.0
1686,2007-01-14,0.0,0.0,0.0,0.0,0.0,8.25,246.78,1.0
1687,2007-01-15,0.2,0.0,0.0,0.0,0.0,9.2,246.78,1.0
1688,2007-01-16,0.0,1.6,0.0,0.0,0.0,11.15,246.78,1.0
1689,2007-01-17,0.0,2.4,0.0,0.0,0.0,7.65,246.79,0.6
1690,2007-01-18,0.2,2.6,0.8,0.2,2.0,10.5,246.79,0.6
1691,2007-01-19,0.0,0.2,0.0,0.0,0.0,11.6,246.79,0.6
1692,2007-01-20,0.0,0.2,0.0,0.0,0.2,11.45,246.79,0.6
1693,2007-01-21,0.2,0.4,0.2,0.0,0.2,11.3,246.79,0.6
1694,2007-01-22,0.0,0.0,0.0,0.0,0.0,12.7,246.8,0.6
1695,2007-01-23,9.6,15.6,10.2,15.2,16.6,12.7,246.8,0.6
1696,2007-01-24,13.2,27.4,11.0,17.6,17.0,8.7,246.92,0.6
1697,2007-01-25,5.8,12.0,7.0,9.6,8.0,2.75,247.21,0.6
1698,2007-01-26,0.0,0.0,0.2,0.2,0.2,4.25,247.33,1.1
1699,2007-01-27,0.0,0.0,0.0,0.0,0.0,3.1,247.4,1.1
1700,2007-01-28,0.2,0.0,0.2,0.0,0.2,4.15,247.43,1.1
1701,2007-01-29,0.0,0.0,0.0,0.0,0.0,4.75,247.47,0.6
1702,2007-01-30,0.2,0.0,0.2,0.2,0.2,6.15,247.48,0.6
1703,2007-01-31,0.2,0.0,0.0,0.0,0.0,6.1,247.51,0.6
1704,2007-02-01,0.0,0.0,0.0,0.0,0.0,6.05,247.54,0.6
1705,2007-02-02,0.2,0.0,0.0,0.0,0.0,9.4,247.55,0.6
1706,2007-02-03,0.0,0.0,0.0,0.0,0.0,9.25,247.56,0.6
1707,2007-02-04,0.0,0.0,0.0,0.0,0.0,9.55,247.58,0.6
1708,2007-02-05,0.0,0.0,0.0,0.0,0.0,6.95,247.59,0.6
1709,2007-02-06,3.0,11.6,2.6,6.0,8.6,7.3,247.61,0.6
1710,2007-02-07,18.2,26.0,14.2,12.0,,8.8,247.64,0.6
1711,2007-02-08,15.4,17.0,9.0,10.6,19.0,8.5,247.85,0.6
1712,2007-02-09,9.6,9.4,8.8,9.2,15.4,10.1,248.16,0.6
1713,2007-02-10,0.0,0.0,0.0,0.0,0.0,9.4,248.4,0.6
1714,2007-02-11,0.0,0.0,0.0,0.0,0.0,10.25,248.48,0.6
1715,2007-02-12,,,,,,10.95,248.54,0.6
1716,2007-02-13,0.8,0.4,0.6,0.4,0.6,9.3,249.11,0.6
1717,2007-02-14,0.0,0.0,0.0,0.0,0.0,11.0,249.31,0.6
1718,2007-02-15,5.4,9.6,7.2,10.6,15.6,10.1,249.41,0.6
1719,2007-02-16,0.2,0.0,0.0,0.2,0.2,7.45,249.57,0.6
1720,2007-02-17,0.0,0.0,0.0,0.0,0.0,11.25,249.66,0.6
1721,2007-02-18,0.0,0.0,0.0,0.0,0.0,9.4,249.72,0.6
1722,2007-02-19,0.0,0.0,0.0,0.0,0.0,7.65,249.77,0.6
1723,2007-02-20,0.0,0.0,0.0,0.0,0.0,9.2,249.82,0.6
1724,2007-02-21,4.8,1.8,4.6,1.2,2.2,10.7,249.84,0.6
1725,2007-02-22,0.0,0.2,0.2,0.4,0.2,11.65,249.88,0.6
1726,2007-02-23,0.2,0.0,0.2,0.0,0.0,8.45,249.9,0.6
1727,2007-02-24,4.2,1.2,4.0,4.6,9.8,10.85,249.92,0.6
1728,2007-02-25,23.2,,22.6,25.4,,10.4,249.96,0.6
1729,2007-02-26,0.2,0.4,0.0,0.2,0.0,9.9,250.38,2.2
1730,2007-02-27,0.2,0.0,0.2,0.0,0.0,8.7,250.48,2.2
1731,2007-02-28,0.8,4.2,0.8,0.0,1.2,10.05,250.51,2.2
1732,2007-03-01,0.0,0.6,0.4,0.0,0.0,9.4,250.54,2.2
1733,2007-03-02,0.0,0.0,0.2,0.0,0.0,12.0,250.55,2.2
1734,2007-03-03,0.0,0.4,0.0,0.0,0.4,12.9,250.56,2.2
1735,2007-03-04,0.0,0.0,0.0,0.0,0.0,12.65,250.56,2.2
1736,2007-03-05,0.0,0.0,0.0,0.0,0.0,14.15,250.56,2.2
1737,2007-03-06,0.0,0.2,0.0,0.0,0.0,13.75,250.56,2.2
1738,2007-03-07,6.4,11.4,1.8,8.8,13.2,11.6,250.56,2.2
1739,2007-03-08,0.0,0.0,0.0,0.0,0.0,9.65,250.58,2.2
1740,2007-03-09,0.0,0.0,0.0,0.0,0.0,11.65,250.58,2.2
1741,2007-03-10,0.2,0.0,0.0,0.0,0.0,11.7,250.58,0.6
1742,2007-03-11,0.0,0.0,0.0,0.0,0.0,11.25,250.59,0.6
1743,2007-03-12,0.0,0.0,0.0,0.0,0.0,9.25,250.61,0.6
1744,2007-03-13,0.0,0.0,0.0,0.0,0.0,12.6,250.62,0.6
1745,2007-03-14,0.0,0.0,0.0,0.0,0.0,15.3,250.63,0.6
1746,2007-03-15,0.0,0.0,0.0,0.0,0.0,15.8,250.64,0.6
1747,2007-03-16,0.0,0.0,0.0,0.0,0.0,14.6,250.65,0.6
1748,2007-03-17,0.0,0.0,0.0,0.0,0.0,14.1,250.65,0.6
1749,2007-03-18,0.0,0.0,0.0,0.0,0.0,12.8,250.66,0.6
1750,2007-03-19,13.6,23.2,11.4,15.0,19.6,13.0,250.68,0.6
1751,2007-03-20,12.2,11.8,14.8,17.6,15.8,6.7,250.76,1.2
1752,2007-03-21,3.2,15.8,8.8,2.2,4.4,3.2,250.89,2.2
1753,2007-03-22,0.0,0.0,0.0,0.0,0.0,7.0,250.95,2.2
1754,2007-03-23,0.0,0.0,0.0,0.0,0.0,6.5,250.98,2.2
1755,2007-03-24,2.0,0.8,0.6,0.4,1.0,6.9,250.99,2.2
1756,2007-03-25,0.6,3.2,0.6,0.0,1.0,8.25,251.0,2.2
1757,2007-03-26,2.2,2.8,3.8,0.0,0.2,6.6,251.01,2.2
1758,2007-03-27,1.2,4.8,7.4,0.2,1.2,7.95,251.02,2.2
1759,2007-03-28,0.0,0.0,0.0,0.0,0.0,8.45,251.04,2.35
1760,2007-03-29,4.0,4.6,2.8,3.4,4.4,9.7,251.07,2.45
1761,2007-03-30,3.8,12.0,3.0,8.8,7.4,9.65,251.08,2.2
1762,2007-03-31,0.2,0.0,0.0,0.0,0.0,7.65,251.1,2.2
1763,2007-04-01,0.0,0.2,0.0,0.0,0.2,11.25,251.12,2.2
1764,2007-04-02,0.0,0.0,0.0,0.0,0.0,14.25,251.14,2.2
1765,2007-04-03,1.2,10.0,0.2,0.0,0.8,15.3,251.14,2.2
1766,2007-04-04,0.2,0.2,0.2,0.0,0.8,14.3,251.14,2.2
1767,2007-04-05,0.0,0.0,0.0,0.0,0.0,11.6,251.14,2.2
1768,2007-04-06,0.0,0.0,0.0,0.0,0.0,12.7,251.13,2.2
1769,2007-04-07,0.0,0.0,0.0,0.0,0.0,14.2,251.12,2.2
1770,2007-04-08,0.0,0.0,0.0,0.0,0.0,13.2,251.11,2.2
1771,2007-04-09,0.0,0.0,0.0,0.0,0.0,13.6,251.1,2.2
1772,2007-04-10,0.0,0.0,0.0,0.0,0.0,13.15,251.08,1.2
1773,2007-04-11,0.0,0.0,0.0,0.0,0.0,14.3,251.08,0.6
1774,2007-04-12,0.0,0.0,0.0,0.0,0.0,17.75,251.09,0.6
1775,2007-04-13,0.0,0.0,0.0,0.0,0.0,19.65,251.1,0.6
1776,2007-04-14,0.0,0.0,0.0,0.0,0.0,20.5,251.1,0.6
1777,2007-04-15,0.0,0.0,0.0,0.0,0.0,20.3,251.11,0.6
1778,2007-04-16,0.0,0.0,0.0,0.0,0.0,20.45,251.11,0.6
1779,2007-04-17,0.0,0.0,0.0,0.0,0.0,19.0,251.11,0.6
1780,2007-04-18,0.0,0.0,0.0,0.0,0.0,15.8,251.11,0.6
1781,2007-04-19,0.0,0.0,0.0,0.0,0.0,16.15,251.11,0.6
1782,2007-04-20,0.0,0.0,0.0,0.0,0.0,17.8,251.11,0.6
1783,2007-04-21,0.0,0.0,0.0,0.0,0.0,18.4,251.11,0.6
1784,2007-04-22,0.0,0.0,0.0,0.0,0.0,18.55,251.11,0.6
1785,2007-04-23,0.0,0.0,0.0,0.0,0.0,19.35,251.11,0.6
1786,2007-04-24,0.0,0.0,0.0,0.0,0.0,18.9,251.11,0.6
1787,2007-04-25,0.0,0.0,0.0,0.0,0.0,19.05,251.11,0.6
1788,2007-04-26,0.0,0.0,0.0,0.0,0.0,19.45,251.11,0.6
1789,2007-04-27,0.0,0.0,0.0,0.0,0.0,16.85,251.1,0.6
1790,2007-04-28,0.0,0.0,0.0,0.0,0.0,16.85,251.09,0.6
1791,2007-04-29,0.0,0.0,0.0,0.0,0.0,17.55,251.08,0.6
1792,2007-04-30,1.8,7.8,6.8,1.0,2.4,17.0,251.07,0.6
1793,2007-05-01,0.4,1.0,0.0,0.6,0.2,14.6,251.06,0.6
1794,2007-05-02,5.6,9.8,6.0,10.0,23.4,16.65,251.05,0.6
1795,2007-05-03,3.0,5.8,4.6,3.4,4.8,13.85,251.06,0.6
1796,2007-05-04,20.2,,21.6,23.2,24.8,14.85,251.07,0.6
1797,2007-05-05,9.2,7.2,6.2,7.0,8.4,13.45,251.11,0.6
1798,2007-05-06,4.6,1.4,0.2,0.2,0.0,14.15,251.14,0.6
1799,2007-05-07,0.0,0.0,0.0,0.0,0.2,14.0,251.15,0.6
1800,2007-05-08,0.0,0.0,0.0,0.0,0.0,16.95,251.15,0.6
1801,2007-05-09,0.0,0.0,0.0,0.0,0.0,17.7,251.15,0.6
1802,2007-05-10,0.0,0.0,0.0,0.0,0.0,17.6,251.15,0.6
1803,2007-05-11,0.0,0.0,0.0,0.0,0.0,19.5,251.15,0.6
1804,2007-05-12,0.0,0.0,0.0,0.0,0.0,18.85,251.14,0.6
1805,2007-05-13,0.0,0.0,0.0,0.0,0.0,18.45,251.13,0.6
1806,2007-05-14,0.0,0.0,0.0,0.0,0.0,20.2,251.12,0.6
1807,2007-05-15,0.0,0.0,0.0,0.0,0.0,20.4,251.11,0.6
1808,2007-05-16,0.0,0.0,0.0,0.0,0.0,15.0,251.1,0.6
1809,2007-05-17,0.0,0.0,0.0,0.0,0.0,16.25,251.09,0.6
1810,2007-05-18,0.0,0.0,0.0,0.0,0.0,16.15,251.08,0.6
1811,2007-05-19,0.0,0.0,0.0,0.0,0.0,15.8,251.07,0.6
1812,2007-05-20,0.0,0.0,0.0,0.0,0.0,18.4,251.06,0.6
1813,2007-05-21,0.0,0.0,0.0,0.0,0.0,19.85,251.05,0.6
1814,2007-05-22,0.0,0.0,0.0,0.0,0.0,21.2,251.04,0.6
1815,2007-05-23,0.0,0.0,0.0,0.0,1.4,23.7,251.03,0.6
1816,2007-05-24,0.0,0.0,0.0,0.0,0.0,25.2,251.02,0.6
1817,2007-05-25,2.4,12.2,0.8,4.0,3.6,23.9,251.01,0.6
1818,2007-05-26,0.2,0.0,0.0,0.0,0.2,23.0,251.0,0.6
1819,2007-05-27,1.6,1.8,2.0,0.4,1.6,20.95,250.99,0.6
1820,2007-05-28,19.0,17.8,13.4,21.4,27.8,18.4,250.98,0.6
1821,2007-05-29,3.0,9.8,2.4,6.0,2.6,12.95,251.01,0.6
1822,2007-05-30,0.0,0.0,0.0,0.0,0.0,14.6,251.01,0.6
1823,2007-05-31,0.0,0.2,0.4,0.0,0.0,15.85,251.0,0.6
1824,2007-06-01,10.8,8.4,9.4,11.2,13.0,17.0,250.99,0.6
1825,2007-06-02,5.4,12.2,15.0,14.4,,13.9,250.99,0.6
1826,2007-06-03,0.0,0.0,0.0,0.2,0.0,15.4,251.01,0.6
1827,2007-06-04,0.0,0.0,0.0,0.0,0.0,19.15,251.02,0.6
1828,2007-06-05,1.6,1.2,1.2,0.0,0.6,20.95,251.01,0.6
1829,2007-06-06,2.8,3.4,3.4,0.6,5.2,20.05,251.01,0.6
1830,2007-06-07,23.6,10.8,15.0,20.6,3.2,18.05,251.01,0.6
1831,2007-06-08,0.0,0.2,0.0,0.2,0.0,18.1,251.01,0.6
1832,2007-06-09,0.0,0.0,0.0,0.0,0.0,20.85,251.01,0.6
1833,2007-06-10,0.0,0.0,0.0,0.0,0.0,21.8,251.0,0.6
1834,2007-06-11,0.0,0.0,0.0,0.0,0.0,21.3,251.0,0.6
1835,2007-06-12,0.0,0.6,0.0,0.0,0.0,20.5,250.99,0.6
1836,2007-06-13,0.0,0.2,0.0,0.0,0.0,20.15,250.98,0.6
1837,2007-06-14,0.0,0.0,0.0,0.0,0.0,20.35,250.97,0.6
1838,2007-06-15,1.6,0.0,11.6,0.0,1.8,23.05,250.96,0.6
1839,2007-06-16,0.0,0.0,0.0,0.0,0.0,21.6,250.95,0.6
1840,2007-06-17,0.0,0.0,0.0,0.0,0.0,20.2,250.94,0.6
1841,2007-06-18,0.0,0.0,0.0,0.0,0.0,22.0,250.94,0.6
1842,2007-06-19,0.0,0.0,0.0,0.0,0.0,22.7,250.93,0.6
1843,2007-06-20,0.0,0.0,0.0,0.0,0.0,26.3,250.92,0.6
1844,2007-06-21,0.0,0.0,0.0,0.0,0.0,25.35,250.91,0.6
1845,2007-06-22,0.0,0.0,0.0,0.0,0.0,23.15,250.9,0.6
1846,2007-06-23,0.0,0.0,0.0,0.0,0.0,22.5,250.88,0.6
1847,2007-06-24,0.0,0.0,0.0,0.0,0.0,20.0,250.86,0.6
1848,2007-06-25,0.0,0.0,0.0,0.0,0.0,23.65,250.85,0.6
1849,2007-06-26,0.2,0.0,0.0,0.0,0.0,24.45,250.83,0.6
1850,2007-06-27,0.0,0.0,0.0,0.0,0.0,19.3,250.81,0.6
1851,2007-06-28,0.0,0.0,0.0,0.0,0.0,18.55,250.8,0.6
1852,2007-06-29,0.0,0.0,0.0,0.0,0.0,18.8,250.78,0.6
1853,2007-06-30,0.0,0.0,0.0,0.0,0.0,20.35,250.76,0.6
1854,2007-07-01,0.0,0.0,0.0,0.0,0.0,22.1,250.75,0.6
1855,2007-07-02,0.0,0.0,0.0,0.0,0.0,22.9,250.74,1.3
1856,2007-07-03,0.0,0.0,0.0,0.0,0.0,20.7,250.71,2.0
1857,2007-07-04,0.0,1.0,0.8,0.0,0.0,21.65,250.67,2.0
1858,2007-07-05,0.0,0.0,0.0,0.0,0.0,18.05,250.62,2.0
1859,2007-07-06,0.0,0.0,0.0,0.0,0.0,19.55,250.57,1.8
1860,2007-07-07,0.0,0.0,0.0,0.0,0.0,21.2,250.55,1.5
1861,2007-07-08,0.0,0.0,0.0,0.0,0.0,22.95,250.52,1.5
1862,2007-07-09,0.0,0.0,0.0,0.0,0.0,24.5,250.49,1.5
1863,2007-07-10,0.6,3.8,1.2,0.0,0.0,22.8,250.45,1.5
1864,2007-07-11,0.0,0.0,0.0,0.0,0.0,19.25,250.42,1.5
1865,2007-07-12,0.0,0.0,0.0,0.0,0.0,18.7,250.39,1.6
1866,2007-07-13,0.0,0.0,0.0,0.0,0.0,20.5,250.35,2.0
1867,2007-07-14,0.0,0.0,0.0,0.0,0.0,22.4,250.31,2.0
1868,2007-07-15,0.0,0.0,0.0,0.0,0.0,25.2,250.27,2.0
1869,2007-07-16,0.0,0.0,0.0,0.0,0.0,26.45,250.24,2.0
1870,2007-07-17,0.0,0.0,0.0,0.0,0.0,,250.2,2.0
1871,2007-07-18,0.0,0.0,0.0,0.0,0.0,,250.16,2.0
1872,2007-07-19,0.0,0.0,0.0,0.0,0.0,,250.12,2.2
1873,2007-07-20,0.0,0.0,0.0,0.0,0.0,,250.07,2.5
1874,2007-07-21,0.0,0.0,0.0,0.0,0.0,,250.02,2.5
1875,2007-07-22,0.0,0.0,0.0,0.0,0.0,25.75,249.97,2.5
1876,2007-07-23,0.0,0.0,0.0,0.0,0.0,23.3,249.93,2.5
1877,2007-07-24,0.2,0.0,0.0,0.0,0.6,26.4,249.88,2.5
1878,2007-07-25,0.0,0.0,0.0,0.0,0.0,21.55,249.83,2.5
1879,2007-07-26,0.0,0.0,0.0,0.0,0.0,25.95,249.78,2.5
1880,2007-07-27,0.0,0.0,0.0,0.0,0.0,25.65,249.73,2.5
1881,2007-07-28,0.0,0.0,0.0,0.0,0.0,24.25,249.68,2.5
1882,2007-07-29,0.0,0.0,0.0,0.0,0.0,24.9,249.63,2.5
1883,2007-07-30,0.0,0.0,0.0,0.0,0.0,26.0,249.59,2.5
1884,2007-07-31,0.0,0.0,0.0,0.0,0.0,24.75,249.53,2.5
1885,2007-08-01,0.0,0.0,0.0,0.0,0.0,21.2,249.48,2.7
1886,2007-08-02,0.0,0.0,0.0,0.0,0.0,22.8,249.42,2.8
1887,2007-08-03,1.8,4.8,1.8,1.6,1.6,24.0,249.36,2.8
1888,2007-08-04,0.0,0.0,0.0,0.0,0.0,22.2,249.29,2.8
1889,2007-08-05,0.0,0.0,0.0,0.0,0.0,22.65,249.25,2.8
1890,2007-08-06,0.0,0.0,0.0,0.0,0.0,22.7,249.2,2.8
1891,2007-08-07,0.0,0.0,0.0,0.0,0.0,24.1,249.15,2.8
1892,2007-08-08,,20.8,19.0,23.4,,23.85,249.09,2.8
1893,2007-08-09,0.0,0.2,0.2,0.0,0.2,21.0,249.07,2.8
1894,2007-08-10,1.2,0.8,1.8,4.2,5.2,19.55,249.02,2.8
1895,2007-08-11,1.4,2.0,1.4,0.8,1.0,19.45,248.95,2.8
1896,2007-08-12,0.0,0.0,0.0,0.0,0.0,21.45,248.9,2.8
1897,2007-08-13,0.2,0.0,0.0,0.0,2.0,21.55,248.86,2.8
1898,2007-08-14,0.0,0.0,0.0,0.0,0.0,21.7,248.82,2.8
1899,2007-08-15,0.0,0.0,0.0,0.0,0.0,22.25,248.76,2.8
1900,2007-08-16,0.0,0.0,0.0,0.0,0.0,22.75,248.7,2.8
1901,2007-08-17,0.0,0.0,0.0,0.0,0.0,24.0,248.64,2.8
1902,2007-08-18,0.0,0.0,0.0,0.0,0.0,21.55,248.59,2.8
1903,2007-08-19,0.0,0.0,0.0,0.0,0.0,20.5,248.55,2.8
1904,2007-08-20,16.6,17.8,20.4,21.8,19.0,20.95,248.51,2.8
1905,2007-08-21,2.6,4.8,2.2,2.2,3.6,18.25,248.48,2.8
1906,2007-08-22,0.2,1.2,0.2,0.2,0.4,19.0,248.43,2.8
1907,2007-08-23,19.2,23.4,22.6,18.0,28.0,20.9,248.37,2.8
1908,2007-08-24,0.4,0.2,0.4,0.2,0.4,17.65,248.37,2.8
1909,2007-08-25,0.2,0.0,0.0,0.0,0.0,20.95,248.32,2.8
1910,2007-08-26,0.0,0.0,0.0,0.0,0.0,25.85,248.27,2.8
1911,2007-08-27,0.0,0.0,0.0,0.0,0.0,,248.22,2.8
1912,2007-08-28,0.0,0.0,0.0,0.0,0.0,25.65,248.17,2.8
1913,2007-08-29,0.0,0.0,0.0,0.0,0.0,25.4,248.12,2.8
1914,2007-08-30,0.0,0.0,0.0,0.0,0.0,25.05,248.06,2.8
1915,2007-08-31,0.8,0.0,0.0,0.0,0.0,24.45,248.01,2.8
1916,2007-09-01,0.0,0.0,0.0,0.0,0.0,20.75,247.96,2.8
1917,2007-09-02,0.0,0.0,0.0,0.0,0.0,21.75,247.9,2.8
1918,2007-09-03,0.0,0.0,0.0,0.0,0.0,20.85,247.84,2.8
1919,2007-09-04,23.0,4.0,14.8,15.2,,18.75,247.8,2.7
1920,2007-09-05,0.0,0.0,0.0,0.0,0.0,14.05,247.77,2.7
1921,2007-09-06,0.0,0.0,0.0,0.0,0.0,14.15,247.71,2.7
1922,2007-09-07,0.0,0.0,0.0,0.0,0.0,15.8,247.66,2.7
1923,2007-09-08,0.0,0.0,0.0,0.0,0.0,17.9,247.61,2.7
1924,2007-09-09,0.0,0.0,0.0,0.0,0.0,19.4,247.56,2.7
1925,2007-09-10,0.0,0.0,0.0,0.0,0.0,19.0,247.5,2.7
1926,2007-09-11,0.0,0.0,0.0,0.0,0.0,21.15,247.45,2.7
1927,2007-09-12,0.0,0.0,0.0,0.0,0.0,19.75,247.39,2.7
1928,2007-09-13,0.0,0.0,0.0,0.0,0.0,20.0,247.33,2.7
1929,2007-09-14,0.0,0.0,0.0,0.0,0.0,19.65,247.28,2.8
1930,2007-09-15,0.0,0.0,0.0,0.0,0.0,20.2,247.22,3.2
1931,2007-09-16,0.0,0.2,0.0,0.0,3.8,20.65,247.16,3.2
1932,2007-09-17,22.8,11.4,,18.0,25.0,22.0,247.12,3.0
1933,2007-09-18,18.4,10.2,18.6,10.0,25.2,21.7,247.08,2.7
1934,2007-09-19,0.0,0.0,0.0,0.0,0.0,19.75,247.06,2.7
1935,2007-09-20,0.0,0.0,0.0,0.0,0.0,16.4,247.01,2.7
1936,2007-09-21,0.2,0.0,0.0,0.0,0.0,17.3,246.95,2.7
1937,2007-09-22,0.0,0.0,0.0,0.0,0.0,19.15,246.9,2.7
1938,2007-09-23,0.0,0.0,0.0,0.0,0.0,19.45,246.85,2.7
1939,2007-09-24,0.0,0.0,0.0,0.0,0.0,18.8,246.8,2.7
1940,2007-09-25,0.0,0.0,0.0,0.0,0.0,19.8,246.74,2.7
1941,2007-09-26,2.8,2.8,1.4,3.4,6.4,19.25,246.69,2.7
1942,2007-09-27,,,,22.4,,15.1,246.64,2.45
1943,2007-09-28,14.6,12.4,12.0,10.8,18.0,11.9,246.68,1.8
1944,2007-09-29,0.0,0.0,0.0,0.0,0.0,12.85,246.66,1.5
1945,2007-09-30,0.0,0.0,0.0,0.0,0.0,16.15,246.64,1.5
1946,2007-10-01,0.2,0.0,0.0,0.0,0.0,19.45,246.62,1.79
1947,2007-10-02,0.2,0.0,0.0,0.0,0.0,19.8,246.57,2.0
1948,2007-10-03,0.2,0.0,0.0,0.0,0.0,20.1,246.54,2.0
1949,2007-10-04,0.0,0.0,0.0,0.0,0.0,20.75,246.5,2.0
1950,2007-10-05,0.0,0.0,0.0,0.0,0.0,18.9,246.46,2.0
1951,2007-10-06,3.0,1.4,2.0,0.2,2.0,20.15,246.42,2.0
1952,2007-10-07,0.0,0.0,0.0,0.0,0.0,17.95,246.38,2.0
1953,2007-10-08,0.0,0.0,0.0,0.0,0.0,16.3,246.34,2.0
1954,2007-10-09,0.0,0.0,0.0,0.0,0.0,17.55,246.29,2.0
1955,2007-10-10,0.0,0.0,0.0,0.0,0.0,16.55,246.25,2.0
1956,2007-10-11,0.0,0.0,0.0,0.0,0.0,15.65,246.21,2.0
1957,2007-10-12,0.0,0.0,0.0,0.0,0.0,15.3,246.17,2.07
1958,2007-10-13,0.0,0.0,0.0,0.0,0.0,17.25,246.12,2.4
1959,2007-10-14,0.0,0.0,0.0,0.0,0.0,16.75,246.07,2.4
1960,2007-10-15,0.0,0.0,0.0,0.0,0.0,14.6,246.02,2.4
1961,2007-10-16,0.0,0.0,0.0,0.0,0.0,13.9,245.97,2.45
1962,2007-10-17,0.2,0.0,0.0,0.0,0.0,14.15,245.91,2.6
1963,2007-10-18,1.4,5.4,2.8,0.2,0.0,14.8,245.86,2.6
1964,2007-10-19,0.0,0.2,0.0,0.0,0.0,13.0,245.81,2.6
1965,2007-10-20,3.2,2.4,5.4,0.2,2.6,10.65,245.77,2.6
1966,2007-10-21,2.2,6.2,7.4,2.0,3.0,7.55,245.72,2.6
1967,2007-10-22,0.6,0.4,2.2,0.0,0.0,6.8,245.67,2.6
1968,2007-10-23,0.0,0.0,0.0,0.0,0.0,9.55,245.63,2.25
1969,2007-10-24,9.8,16.0,8.2,8.0,14.0,11.15,245.58,2.0
1970,2007-10-25,3.6,3.4,2.0,2.6,4.2,9.85,245.55,2.0
1971,2007-10-26,,,24.2,21.6,26.6,12.4,245.53,1.79
1972,2007-10-27,0.2,0.0,0.0,0.2,0.2,13.6,245.53,1.5
1973,2007-10-28,0.2,0.0,0.0,0.0,0.0,14.35,245.52,1.5
1974,2007-10-29,0.2,0.0,0.0,0.0,0.0,13.9,245.49,1.5
1975,2007-10-30,19.8,27.2,21.2,18.8,24.0,15.35,245.47,1.5
