,Date,Rainfall_Gallicano,Rainfall_Pontetetto,Rainfall_Monte_Serra,Rainfall_Orentano,Rainfall_Borgo_a_Mozzano,Rainfall_Piaggione,Rainfall_Calavorno,Rainfall_Croce_Arcana,Rainfall_Tereglio_Coreglia_Antelminelli,Rainfall_Fabbriche_di_Vallico,Depth_to_Groundwater_LT2,Depth_to_Groundwater_SAL,Depth_to_Groundwater_PAG,Depth_to_Groundwater_CoS,Depth_to_Groundwater_DIEC,Temperature_Orentano,Temperature_Monte_Serra,Temperature_Ponte_a_Moriano,Temperature_Lucca_Orto_Botanico,Volume_POL,Volume_CC1,Volume_CC2,Volume_CSA,Volume_CSAL,Hydrometry_Monte_S_Quirico,Hydrometry_Piaggione
3565,2007-12-08,7.8,17.0,20.6,22.0,9.2,13.4,8.8,16.4,5.4,15.0,-14.82,-6.68,,,,6.2,5.6,,8.4,-10967.74194,-15059.6129,-12332.18529,,,0.2,0.07
3566,2007-12-09,0.8,3.2,31.0,2.8,1.2,2.0,1.2,8.8,21.2,1.6,-14.8,-6.65,,,,7.0,4.25,,4.75,-10419.35484,-14306.63226,-11715.57603,,,0.27,0.12
3567,2007-12-10,24.2,32.0,0.0,,27.8,29.2,27.6,2.2,0.4,35.4,-14.8,-6.62,,,,3.45,4.45,,6.35,-10967.74194,-15059.6129,-12332.18529,,,0.3,0.1
3568,2007-12-11,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-14.86,-6.61,,,,7.05,5.95,,6.85,-10967.74194,-15059.6129,-12332.18529,,,0.25,0.07
3569,2007-12-12,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-14.91,-6.6,,,,5.9,5.3,,7.95,-10967.74194,-15059.6129,-12332.18529,,,0.23,0.06
3570,2007-12-13,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,-14.95,-6.6,,,,6.85,5.65,,7.2,-10967.74194,-15059.6129,-12332.18529,,,0.22,0.05
3571,2007-12-14,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.96,-6.6,,,,6.1,1.55,,4.1,-10967.74194,-15059.6129,-12332.18529,,,0.21,0.05
3572,2007-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,-14.95,-6.62,,,,3.95,,,,-10967.74194,-15059.6129,-12332.18529,,,0.17,0.04
3573,2007-12-16,0.2,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.2,0.0,-14.92,-6.62,,,,3.0,,,2.8,-10419.35484,-14306.63226,-11715.57603,,,0.17,0.05
3574,2007-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,-14.9,-6.61,,,,5.25,,,5.5,-10967.74194,-15059.6129,-12332.18529,,,0.18,0.05
3575,2007-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,-14.92,-6.64,,,,4.3,0.05,,4.75,-10967.74194,-15059.6129,-12332.18529,,,0.17,0.04
3576,2007-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-14.95,-6.66,,,,2.7,2.6,,4.1,-10967.74194,-15059.6129,-12332.18529,,,0.16,0.04
3577,2007-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.95,-6.67,,,,3.65,6.15,,3.35,-10967.74194,-15059.6129,-12332.18529,,,0.15,0.03
3578,2007-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-14.93,-6.7,,,,2.95,6.1,,3.1,-10967.74194,-15059.6129,-12332.18529,,,0.13,0.04
3579,2007-12-22,0.0,0.0,7.6,0.2,0.0,0.0,0.0,0.0,3.2,0.0,-14.92,-6.71,,,,4.05,4.75,,,-10967.74194,-15059.6129,-12332.18529,,,0.16,0.05
3580,2007-12-23,16.4,21.4,25.0,14.6,12.2,16.2,17.2,0.0,14.8,31.6,-14.89,-6.7,,,,3.1,4.1,,7.6,-10419.35484,-14306.63226,-11715.57603,,,0.18,0.06
3581,2007-12-24,8.4,8.4,4.2,4.8,5.6,6.2,9.2,0.0,1.2,13.6,-14.86,-6.69,,,,7.7,5.85,,7.75,-10967.74194,-15059.6129,-12332.18529,,,0.18,0.06
3582,2007-12-25,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.2,-14.84,-6.69,,,,7.55,4.45,,7.2,-10967.74194,-15059.6129,-12332.18529,,,0.15,0.05
3583,2007-12-26,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.85,-6.67,,,,7.7,3.2,,6.85,-10967.74194,-15059.6129,-12332.18529,,,0.14,0.04
3584,2007-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.86,-6.69,,,,5.45,3.45,,6.05,-10967.74194,-15059.6129,-12332.18529,,,0.16,0.04
3585,2007-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.87,-6.73,,,,4.6,3.65,,4.7,-10967.74194,-15059.6129,-12332.18529,,,0.14,0.04
3586,2007-12-29,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-14.84,-6.75,,,,4.2,5.7,,,-10967.74194,-15059.6129,-12332.18529,,,0.15,0.04
3587,2007-12-30,0.0,0.2,1.4,0.0,0.0,0.0,0.2,0.0,5.6,0.0,-14.79,-6.73,,,,,3.05,,,-10419.35484,-14306.63226,-11715.57603,,,0.15,0.05
3588,2007-12-31,1.6,7.8,0.0,1.4,7.4,9.0,7.2,3.4,0.0,6.4,-14.79,-6.73,,,,2.8,4.5,,5.65,-10967.74194,-15059.6129,-12332.18529,,,0.14,0.04
3589,2008-01-01,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-14.79,-6.73,,,,4.45,1.05,,4.7,-10170.09677,-14868.19355,-11889.09626,,,0.15,0.04
3590,2008-01-02,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-14.77,-6.72,,,,3.4,,,,-10170.09677,-14868.19355,-11889.09626,,,0.14,0.04
3591,2008-01-03,0.0,0.6,2.4,0.0,0.0,0.0,0.4,0.0,16.2,0.0,-14.73,-6.74,,,,4.15,,,3.95,-10170.09677,-14868.19355,-11889.09626,,,0.15,0.05
3592,2008-01-04,31.4,4.6,14.0,6.6,16.8,12.2,15.2,0.2,5.8,26.0,-14.76,-6.75,,,,4.6,3.65,,4.75,-10170.09677,-14868.19355,-11889.09626,,,0.19,0.06
3593,2008-01-05,13.6,11.0,19.6,6.4,5.0,8.6,7.6,3.4,22.2,12.8,-14.77,-6.74,,,,8.2,5.1,,8.15,-10170.09677,-14868.19355,-11889.09626,,,0.31,0.09
3594,2008-01-06,32.6,26.4,26.6,21.4,29.0,28.6,34.4,0.0,10.2,38.8,-14.74,-6.68,,,,8.5,6.5,,9.0,-9661.591935,-14124.78387,-11294.64145,,,0.46,0.28
3595,2008-01-07,2.8,8.2,2.6,5.4,3.8,8.4,1.8,0.0,2.4,3.8,-14.76,-6.63,,,,10.6,7.1,,10.85,-10170.09677,-14868.19355,-11889.09626,,,0.43,0.28
3596,2008-01-08,1.2,2.0,0.2,0.6,2.8,2.4,3.0,0.0,0.0,3.0,-14.78,-6.6,,,,9.65,7.8,,9.45,-10170.09677,-14868.19355,-11889.09626,,,0.33,0.1
3597,2008-01-09,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.6,0.0,-14.79,-6.58,,,,10.2,6.5,,10.5,-10170.09677,-14868.19355,-11889.09626,,,0.32,0.09
3598,2008-01-10,1.2,0.6,0.8,0.2,0.2,0.4,0.6,0.0,0.8,1.4,-14.8,-6.54,,,,8.15,5.7,,8.6,-10170.09677,-14868.19355,-11889.09626,,,0.3,0.08
3599,2008-01-11,0.6,1.0,15.6,0.6,1.6,1.8,1.8,0.0,22.0,1.2,-14.77,-6.53,,,,9.45,6.85,,9.5,-10170.09677,-14868.19355,-11889.09626,,,0.32,0.08
3600,2008-01-12,25.6,10.4,19.0,10.6,18.4,15.4,25.4,9.4,19.2,17.4,-14.69,-6.52,,,,10.95,5.25,,11.2,-10170.09677,-14868.19355,-11889.09626,,,0.57,1.05
3601,2008-01-13,27.8,17.0,1.0,9.0,12.8,13.8,13.0,3.2,0.0,29.0,-14.73,-6.48,,,,9.15,3.9,,9.0,-9661.591935,-14124.78387,-11294.64145,,,0.66,1.42
3602,2008-01-14,0.0,0.2,0.0,0.0,0.2,0.2,0.0,2.6,0.0,0.2,-14.76,-6.43,,,,7.7,3.65,,7.95,-10170.09677,-14868.19355,-11889.09626,,,0.54,0.87
3603,2008-01-15,6.6,10.6,,9.8,4.6,7.8,7.8,0.0,15.2,12.0,-14.74,-6.4,,,,6.95,3.65,,7.25,-10170.09677,-14868.19355,-11889.09626,,,0.51,0.59
3604,2008-01-16,19.4,30.6,,23.0,18.2,23.6,18.8,0.0,,29.6,-14.65,-6.24,,,,6.75,4.85,,7.1,-10170.09677,-14868.19355,-11889.09626,,,0.61,1.06
3605,2008-01-17,,,6.2,,,,,18.6,8.0,,-14.64,-6.18,,,,8.3,5.8,,8.3,-10170.09677,-14868.19355,-11889.09626,,,,
3606,2008-01-18,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,-14.67,-6.09,,,,8.55,6.4,,8.9,-10170.09677,-14868.19355,-11889.09626,,,0.62,1.25
3607,2008-01-19,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-14.69,-6.01,,,,7.25,7.7,,8.2,-10170.09677,-14868.19355,-11889.09626,,,0.48,0.48
3608,2008-01-20,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2,-14.67,-5.94,,,,7.75,6.3,,8.25,-9661.591935,-14124.78387,-11294.64145,,,0.44,0.24
3609,2008-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.64,-5.91,,,,9.15,5.0,,9.2,-10170.09677,-14868.19355,-11889.09626,,,0.38,0.18
3610,2008-01-22,0.2,0.6,2.4,0.8,0.8,3.0,0.2,0.0,0.2,1.4,-14.53,-5.91,,,,9.7,6.1,,10.0,-10170.09677,-14868.19355,-11889.09626,,,0.39,0.17
3611,2008-01-23,0.0,0.2,0.0,0.0,0.4,0.4,0.2,3.6,0.0,0.4,-14.62,-5.92,,,,9.25,2.9,,8.8,-10170.09677,-14868.19355,-11889.09626,,,0.35,0.13
3612,2008-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,-14.63,-5.93,,,,5.75,4.5,,6.1,-10170.09677,-14868.19355,-11889.09626,,,0.34,0.12
3613,2008-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.66,-5.95,,-5.1,,6.7,7.4,,7.1,-10170.09677,-14868.19355,-11889.09626,,,0.32,0.12
3614,2008-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.68,-5.98,,-5.0,,7.1,9.6,,6.9,-10170.09677,-14868.19355,-11889.09626,,,0.25,0.1
3615,2008-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.65,-5.97,,-4.98,,6.75,7.3,,8.0,-9661.591935,-14124.78387,-11294.64145,,,0.24,0.11
3616,2008-01-28,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,-14.64,-5.98,,-4.94,,4.8,13.4,,5.8,-10170.09677,-14868.19355,-11889.09626,,,0.27,0.1
3617,2008-01-29,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-14.65,-6.11,,-4.94,,8.3,9.15,,8.95,-10170.09677,-14868.19355,-11889.09626,,,0.27,0.1
3618,2008-01-30,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0,3.8,0.0,-14.62,-6.12,,-4.97,,9.15,5.25,,8.9,-10170.09677,-14868.19355,-11889.09626,,,0.28,0.1
3619,2008-01-31,3.2,9.0,7.8,4.4,4.2,4.4,2.6,0.6,2.0,4.2,-14.6,-6.12,,-4.97,,9.4,4.3,,9.0,-10170.09677,-14868.19355,-11889.09626,,,0.27,0.1
3620,2008-02-01,1.4,3.2,4.4,4.0,1.2,1.0,1.2,0.8,1.4,1.6,-14.58,-6.13,,-4.94,,6.75,4.0,8.55,7.8,-10078.37931,-15500.864,-11250.12634,,,0.27,0.09
3621,2008-02-02,17.2,2.2,7.6,1.0,5.2,5.6,7.8,0.0,17.8,12.8,-14.55,-6.14,,-4.95,,8.9,4.9,8.4,8.95,-10078.37931,-15500.864,-11250.12634,,,0.28,0.11
3622,2008-02-03,14.6,4.6,11.6,3.4,13.2,10.4,15.2,0.0,11.4,15.6,-14.6,-6.13,,-4.96,,9.2,3.85,7.45,8.3,-9574.460345,-14725.8208,-10687.62003,,,0.33,0.11
3623,2008-02-04,17.0,14.4,20.0,11.2,13.4,15.0,19.2,0.8,16.8,21.2,-14.54,-6.12,,-4.87,,8.4,4.6,11.1,8.0,-10078.37931,-15500.864,-11250.12634,,,0.38,0.13
3624,2008-02-05,18.2,6.0,2.4,7.4,12.2,5.2,10.6,1.4,0.4,16.2,-14.58,-6.12,,-4.84,,8.35,5.35,9.3,8.9,-10078.37931,-15500.864,-11250.12634,,,0.46,0.42
3625,2008-02-06,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,-14.63,-6.1,,-4.81,,7.9,5.05,8.35,8.8,-10078.37931,-15500.864,-11250.12634,,,0.44,0.19
3626,2008-02-07,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-14.64,-6.09,,-4.8,,6.75,7.55,10.45,7.35,-10078.37931,-15500.864,-11250.12634,,,0.37,0.1
3627,2008-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.67,-6.09,,-4.86,,9.55,3.35,8.1,8.85,-10078.37931,-15500.864,-11250.12634,,,0.37,0.09
3628,2008-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.66,-6.11,,-4.91,,8.15,2.75,7.45,8.5,-10078.37931,-15500.864,-11250.12634,,,0.3,0.08
3629,2008-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.65,-6.09,,-4.96,,5.3,3.7,6.5,6.75,-9574.460345,-14725.8208,-10687.62003,,,0.27,0.08
3630,2008-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.64,-6.1,,-4.94,,6.75,1.85,6.0,6.45,-10078.37931,-15500.864,-11250.12634,,,0.32,0.08
3631,2008-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-14.64,-6.15,,-4.94,,3.4,2.95,5.65,4.75,-10078.37931,-15500.864,-11250.12634,,,0.29,0.07
3632,2008-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.66,-6.14,,-4.97,,4.75,3.35,6.35,5.25,-10078.37931,-15500.864,-11250.12634,,,0.29,0.07
3633,2008-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.65,-6.15,,-5.01,,4.3,5.3,6.5,4.85,-10078.37931,-15500.864,-11250.12634,,,0.29,0.07
3634,2008-02-15,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-14.61,-6.2,,-5.03,,5.85,5.0,7.1,5.85,-10078.37931,-15500.864,-11250.12634,,,0.29,0.07
3635,2008-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.66,-6.2,,-5.13,,7.3,0.1,4.25,7.1,-10078.37931,-15500.864,-11250.12634,,,0.21,0.06
3636,2008-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.71,-6.21,,-5.19,,4.1,,,4.4,-9574.460345,-14725.8208,-10687.62003,,,0.2,0.06
3637,2008-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.65,-6.26,,-5.18,,,0.75,3.7,,-10078.37931,-15500.864,-11250.12634,,,0.22,0.06
3638,2008-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.62,-6.25,,-5.19,,4.15,3.2,4.75,4.0,-10078.37931,-15500.864,-11250.12634,,,0.24,0.07
3639,2008-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.6,-6.25,,-5.22,,5.8,3.1,7.85,6.05,-10078.37931,-15500.864,-11250.12634,,,0.24,0.07
3640,2008-02-21,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.4,-14.59,-6.26,,-5.24,,8.75,7.3,11.75,8.8,-10078.37931,-15500.864,-11250.12634,,,0.25,0.07
3641,2008-02-22,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-14.6,-6.27,,-5.3,,8.8,8.6,9.95,9.15,-10078.37931,-15500.864,-11250.12634,,,0.24,0.06
3642,2008-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.6,-6.29,,-5.33,,10.3,7.0,8.95,10.9,-10078.37931,-15500.864,-11250.12634,,,0.23,0.06
3643,2008-02-24,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-14.59,-6.28,,-5.38,,8.5,10.1,10.85,10.9,-9574.460345,-14725.8208,-10687.62003,,,0.21,0.06
3644,2008-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.57,-6.28,,-5.35,,8.55,8.5,9.6,9.75,-10078.37931,-15500.864,-11250.12634,,,0.22,0.1
3645,2008-02-26,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,1.4,0.0,-14.54,-6.29,,-5.34,,10.45,9.25,11.6,10.65,-10078.37931,-15500.864,-11250.12634,,,0.23,0.18
3646,2008-02-27,1.8,18.6,22.2,11.6,6.4,17.4,4.2,0.2,2.8,8.2,-14.52,-6.29,,-5.32,,12.75,7.65,11.45,12.85,-10078.37931,-15500.864,-11250.12634,,,0.24,0.21
3647,2008-02-28,1.2,0.2,0.2,0.2,5.2,4.2,2.0,0.0,0.0,7.2,-14.57,-6.29,,-5.34,,12.35,8.95,12.05,11.85,-10078.37931,-15500.864,-11250.12634,,,0.23,0.2
3648,2008-02-29,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.59,-6.3,,-5.37,,12.65,8.35,11.35,12.55,-10078.37931,-15500.864,-11250.12634,,,0.23,0.19
3649,2008-03-01,4.2,3.2,3.4,1.2,3.4,3.8,3.4,0.0,4.8,4.2,-14.51,-6.31,,-5.35,,13.25,7.3,12.5,14.1,-9944.290323,-15552.33548,-10905.85187,,,0.21,0.19
3650,2008-03-02,0.8,0.0,0.0,0.0,1.8,0.2,3.2,0.0,0.0,1.6,-14.51,-6.31,,-5.33,,11.15,9.95,12.4,12.4,-9447.075806,-14774.71871,-10360.55928,,,0.23,0.19
3651,2008-03-03,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-14.5,-6.31,,-5.35,,11.9,9.9,12.6,13.2,-9944.290323,-15552.33548,-10905.85187,,,0.22,0.19
3652,2008-03-04,1.2,0.0,3.2,0.0,1.2,0.2,2.2,0.0,2.8,1.6,-14.46,-6.31,,-5.3,,14.3,4.0,10.35,14.15,-9944.290323,-15552.33548,-10905.85187,,,0.22,0.19
3653,2008-03-05,11.2,3.0,0.8,3.4,4.6,7.8,2.6,,1.0,8.4,-14.5,-6.31,,-5.32,,9.75,-0.05,6.2,10.3,-9944.290323,-15552.33548,-10905.85187,,,0.22,0.19
3654,2008-03-06,0.0,0.0,0.4,0.0,0.0,0.0,0.0,,2.4,0.0,-14.52,-6.32,,-5.39,,6.1,0.25,7.5,7.2,-9944.290323,-15552.33548,-10905.85187,,,0.22,0.18
3655,2008-03-07,0.4,12.0,10.6,9.2,13.6,15.2,7.0,24.6,1.2,15.0,-14.48,-6.32,,-5.39,,6.95,0.35,5.6,8.5,-9944.290323,-15552.33548,-10905.85187,,,0.23,0.21
3656,2008-03-08,4.2,8.0,0.8,5.4,7.6,10.0,5.6,10.6,3.2,9.0,-14.51,-6.33,,-5.4,,6.0,3.15,8.6,6.55,-9944.290323,-15552.33548,-10905.85187,,,0.25,0.2
3657,2008-03-09,0.6,0.2,3.4,0.2,0.0,0.2,0.4,0.2,4.8,0.6,-14.52,-6.3,,-5.42,,8.65,4.3,8.75,9.3,-9447.075806,-14774.71871,-10360.55928,,,0.23,0.2
3658,2008-03-10,8.6,5.2,8.8,3.6,10.6,8.8,10.6,0.0,18.6,15.6,-14.48,-6.3,,-5.35,,9.35,4.8,10.15,9.5,-9944.290323,-15552.33548,-10905.85187,,,0.25,0.22
3659,2008-03-11,,16.8,9.0,13.2,37.8,,,0.0,25.4,,-14.44,-6.29,,-5.3,,9.8,6.1,10.6,10.4,-9944.290323,-15552.33548,-10905.85187,,,0.52,0.82
3660,2008-03-12,0.0,0.0,0.0,0.8,1.0,0.2,0.2,0.0,1.4,1.2,-14.51,-6.27,,-5.31,,11.4,7.15,11.2,12.2,-9944.290323,-15552.33548,-10905.85187,,,0.47,0.4
3661,2008-03-13,0.2,0.0,0.2,0.2,0.4,0.0,1.2,0.0,0.2,1.8,-14.53,-6.24,,-5.3,,9.6,8.7,11.3,10.65,-9944.290323,-15552.33548,-10905.85187,,,0.38,0.26
3662,2008-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.54,-6.23,,-5.31,,11.9,9.6,12.0,12.9,-9944.290323,-15552.33548,-10905.85187,,,0.35,0.24
3663,2008-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.56,-6.22,,-5.32,,11.75,8.55,10.9,12.6,-9944.290323,-15552.33548,-10905.85187,,,0.34,0.23
3664,2008-03-16,0.0,0.2,0.6,0.0,0.0,0.2,0.0,0.0,4.0,0.0,-14.52,-6.2,,-5.29,,12.75,7.25,12.6,13.35,-9447.075806,-14774.71871,-10360.55928,,,0.34,0.23
3665,2008-03-17,1.0,0.2,0.6,1.0,4.6,0.8,5.2,0.2,0.2,5.0,-14.5,-6.2,,-5.24,,13.8,6.4,12.55,13.65,-9944.290323,-15552.33548,-10905.85187,,,0.34,0.23
3666,2008-03-18,7.0,1.2,3.2,0.4,20.6,11.8,19.4,0.2,20.0,15.2,-14.48,-6.2,,-5.25,,12.9,6.5,11.15,14.0,-9944.290323,-15552.33548,-10905.85187,,,0.36,0.26
3667,2008-03-19,2.4,5.6,1.0,1.0,9.2,8.2,5.2,4.0,1.2,11.0,-14.5,-6.2,,-5.24,,9.5,5.75,10.4,9.45,-9944.290323,-15552.33548,-10905.85187,,,0.36,0.24
3668,2008-03-20,0.8,3.6,2.4,1.6,7.4,6.4,4.0,0.4,0.2,2.8,-14.51,-6.19,,-5.24,,10.65,3.5,8.55,11.3,-9944.290323,-15552.33548,-10905.85187,,,0.39,0.24
3669,2008-03-21,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,20.8,0.0,-14.43,-6.19,,-5.19,,6.2,3.25,5.85,7.25,-9944.290323,-15552.33548,-10905.85187,,,0.4,0.27
3670,2008-03-22,39.8,28.6,6.0,,,,36.8,0.0,20.4,,-14.34,-6.18,,-5.03,,8.2,4.2,9.65,8.9,-9944.290323,-15552.33548,-10905.85187,,,0.65,1.24
3671,2008-03-23,17.2,0.4,4.6,0.0,8.0,7.6,29.4,1.8,21.8,22.6,-14.37,-6.17,,-4.89,,9.9,2.95,7.45,10.0,-9447.075806,-14774.71871,-10360.55928,,,0.59,1.07
3672,2008-03-24,9.0,15.4,8.2,3.0,18.6,25.2,11.2,18.2,12.6,28.2,-14.39,-6.02,,-4.73,,6.3,2.5,5.75,6.75,-9944.290323,-15552.33548,-10905.85187,,,0.57,0.89
3673,2008-03-25,0.2,0.2,0.2,0.6,1.8,6.0,3.0,1.2,0.0,6.0,-14.44,-5.96,,-4.7,,5.65,4.8,7.75,5.8,-9944.290323,-15552.33548,-10905.85187,,,0.5,0.6
3674,2008-03-26,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.2,-14.48,-5.94,,-4.75,,10.2,6.95,10.15,10.1,-9944.290323,-15552.33548,-10905.85187,,,0.46,0.45
3675,2008-03-27,0.0,7.2,16.8,13.0,0.0,0.2,0.0,0.2,2.4,0.4,-14.46,-5.91,,-4.71,,11.0,4.15,9.45,11.7,-9944.290323,-15552.33548,-10905.85187,,,0.43,0.35
3676,2008-03-28,5.4,4.6,3.0,4.6,6.6,5.6,5.2,16.8,3.8,5.8,-14.51,-5.92,,-4.75,,10.65,7.05,12.3,10.05,-9944.290323,-15552.33548,-10905.85187,,,0.42,0.33
3677,2008-03-29,0.0,0.0,0.2,0.2,0.0,0.0,0.0,1.2,0.0,0.0,-14.58,-5.92,,-4.85,,9.9,9.3,11.4,12.55,-9944.290323,-15552.33548,-10905.85187,,,0.4,0.32
3678,2008-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.58,-5.9,,-4.9,,11.45,11.65,13.95,12.25,-9447.075806,-14774.71871,-10360.55928,,,0.38,0.3
3679,2008-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.54,-5.9,,-4.83,,13.3,10.9,14.25,14.4,-9944.290323,-15552.33548,-10905.85187,,,0.34,0.3
3680,2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.54,-5.92,,-4.8,,13.05,12.55,15.5,13.75,-9475.766667,-15171.14667,-10619.62933,,,0.35,0.28
3681,2008-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.53,-5.92,,-4.8,,14.55,11.45,13.05,15.95,-9475.766667,-15171.14667,-10619.62933,,,0.34,0.24
3682,2008-04-03,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.52,-5.93,,-4.79,,11.75,7.95,11.15,12.8,-9475.766667,-15171.14667,-10619.62933,,,0.35,0.25
3683,2008-04-04,0.0,1.8,0.0,2.8,0.0,0.8,0.0,6.4,0.0,0.0,-14.52,-5.93,,-4.83,,10.25,7.95,10.1,11.35,-9475.766667,-15171.14667,-10619.62933,,,0.3,0.25
3684,2008-04-05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-14.48,-5.95,,-4.83,,9.25,8.35,10.8,10.8,-9475.766667,-15171.14667,-10619.62933,,,0.3,0.25
3685,2008-04-06,0.4,0.0,0.0,0.0,0.2,0.0,0.0,1.8,1.4,0.2,-14.41,-5.94,,-4.81,,10.3,8.25,10.75,11.95,-9001.978333,-14412.58933,-10088.64787,,,0.28,0.25
3686,2008-04-07,2.0,0.0,0.0,0.0,0.8,0.4,0.4,,0.0,0.4,-14.41,-5.95,,-4.82,,12.35,9.65,11.45,12.6,-9475.766667,-15171.14667,-10619.62933,,,0.28,0.24
3687,2008-04-08,0.0,0.0,0.8,0.0,0.0,0.0,0.0,3.2,1.6,0.4,-14.42,-5.97,,-4.83,,12.65,8.65,11.9,12.65,-9475.766667,-15171.14667,-10619.62933,,,0.3,0.25
