,Date,Rainfall_Le_Croci,Rainfall_Cavallina,Rainfall_S_Agata,Rainfall_Mangona,Rainfall_S_Piero,Rainfall_Vernio,Rainfall_Stia,Rainfall_Consuma,Rainfall_Incisa,Rainfall_Montevarchi,Rainfall_S_Savino,Rainfall_Laterina,Rainfall_Bibbiena,Rainfall_Camaldoli,Temperature_Firenze,Hydrometry_Nave_di_Rosano
2119,2003-10-21,,,,,,,,,,,,,,,17.9,1.23
2120,2003-10-22,,,,,,,,,,,,,,,14.05,1.17
2121,2003-10-23,,,,,,,,,,,,,,,14.15,1.09
2122,2003-10-24,,,,,,,,,,,,,,,12.45,1.03
2123,2003-10-25,,,,,,,,,,,,,,,10.3,1.02
2124,2003-10-26,,,,,,,,,,,,,,,8.75,1.0
2125,2003-10-27,,,,,,,,,,,,,,,9.55,1.16
2126,2003-10-28,,,,,,,,,,,,,,,9.0,1.22
2127,2003-10-29,,,,,,,,,,,,,,,11.45,1.31
2128,2003-10-30,,,,,,,,,,,,,,,12.65,1.86
2129,2003-10-31,,,,,,,,,,,,,,,15.35,1.6
2130,2003-11-01,,,,,,,,,,,,,,,15.95,1.97
2131,2003-11-02,,,,,,,,,,,,,,,13.85,1.92
2132,2003-11-03,,,,,,,,,,,,,,,13.8,1.44
2133,2003-11-04,,,,,,,,,,,,,,,12.6,1.31
2134,2003-11-05,,,,,,,,,,,,,,,15.85,1.24
2135,2003-11-06,,,,,,,,,,,,,,,13.7,1.26
2136,2003-11-07,,,,,,,,,,,,,,,11.1,1.26
2137,2003-11-08,,,,,,,,,,,,,,,13.45,1.38
2138,2003-11-09,,,,,,,,,,,,,,,16.2,1.29
2139,2003-11-10,,,,,,,,,,,,,,,14.25,1.42
2140,2003-11-11,,,,,,,,,,,,,,,11.3,1.35
2141,2003-11-12,,,,,,,,,,,,,,,10.75,1.26
2142,2003-11-13,,,,,,,,,,,,,,,11.05,1.24
2143,2003-11-14,,,,,,,,,,,,,,,9.3,1.23
2144,2003-11-15,,,,,,,,,,,,,,,11.15,1.22
2145,2003-11-16,,,,,,,,,,,,,,,13.8,1.12
2146,2003-11-17,,,,,,,,,,,,,,,14.25,1.19
2147,2003-11-18,,,,,,,,,,,,,,,16.1,1.26
2148,2003-11-19,,,,,,,,,,,,,,,15.2,1.26
2149,2003-11-20,,,,,,,,,,,,,,,13.1,1.28
2150,2003-11-21,,,,,,,,,,,,,,,12.5,1.27
2151,2003-11-22,,,,,,,,,,,,,,,14.2,1.2
2152,2003-11-23,,,,,,,,,,,,,,,15.65,1.09
2153,2003-11-24,,,,,,,,,,,,,,,15.0,1.16
2154,2003-11-25,,,,,,,,,,,,,,,15.25,1.27
2155,2003-11-26,,,,,,,,,,,,,,,13.6,1.91
2156,2003-11-27,,,,,,,,,,,,,,,13.2,2.83
2157,2003-11-28,,,,,,,,,,,,,,,11.25,
2158,2003-11-29,,,,,,,,,,,,,,,9.55,2.72
2159,2003-11-30,,,,,,,,,,,,,,,7.95,2.05
2160,2003-12-01,,,,,,,,,,,,,,,9.2,1.88
2161,2003-12-02,,,,,,,,,,,,,,,12.45,1.75
2162,2003-12-03,,,,,,,,,,,,,,,15.15,1.62
2163,2003-12-04,,,,,,,,,,,,,,,11.9,1.63
2164,2003-12-05,,,,,,,,,,,,,,,14.65,1.59
2165,2003-12-06,,,,,,,,,,,,,,,12.95,1.42
2166,2003-12-07,,,,,,,,,,,,,,,9.2,1.29
2167,2003-12-08,,,,,,,,,,,,,,,6.1,1.25
2168,2003-12-09,,,,,,,,,,,,,,,6.9,1.33
2169,2003-12-10,,,,,,,,,,,,,,,7.4,1.38
2170,2003-12-11,,,,,,,,,,,,,,,10.15,1.5
2171,2003-12-12,,,,,,,,,,,,,,,11.7,1.38
2172,2003-12-13,,,,,,,,,,,,,,,10.85,1.34
2173,2003-12-14,,,,,,,,,,,,,,,6.8,1.27
2174,2003-12-15,,,,,,,,,,,,,,,9.3,1.34
2175,2003-12-16,,,,,,,,,,,,,,,5.55,1.33
2176,2003-12-17,,,,,,,,,,,,,,,3.7,1.35
2177,2003-12-18,,,,,,,,,,,,,,,5.55,1.37
2178,2003-12-19,,,,,,,,,,,,,,,5.95,1.33
2179,2003-12-20,,,,,,,,,,,,,,,8.3,1.2
2180,2003-12-21,,,,,,,,,,,,,,,9.15,1.27
2181,2003-12-22,,,,,,,,,,,,,,,9.3,1.65
2182,2003-12-23,,,,,,,,,,,,,,,5.55,1.66
2183,2003-12-24,,,,,,,,,,,,,,,4.0,1.67
2184,2003-12-25,,,,,,,,,,,,,,,5.55,1.48
2185,2003-12-26,,,,,,,,,,,,,,,4.8,1.25
2186,2003-12-27,,,,,,,,,,,,,,,3.65,1.32
2187,2003-12-28,,,,,,,,,,,,,,,8.1,1.28
2188,2003-12-29,,,,,,,,,,,,,,,10.5,1.4
2189,2003-12-30,,,,,,,,,,,,,,,10.1,1.86
2190,2003-12-31,,,,,,,,,,,,,,,9.1,2.17
2191,2004-01-01,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,8.65,1.84
2192,2004-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,7.1,1.93
2193,2004-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,5.5,1.61
2194,2004-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.35
2195,2004-01-05,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.44
2196,2004-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,4.95,1.42
2197,2004-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,5.15,1.38
2198,2004-01-08,0.0,0.0,0.0,0.8,0.0,0.6,0.0,0.0,0.0,0.8,0.2,0.6,0.0,0.0,9.05,1.37
2199,2004-01-09,7.8,5.6,3.8,5.8,4.6,7.4,3.2,5.6,3.0,3.0,5.2,2.8,1.2,5.6,8.45,1.48
2200,2004-01-10,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.8,1.4,0.8,0.6,0.6,0.2,0.2,8.85,1.45
2201,2004-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,6.5,1.24
2202,2004-01-12,3.6,3.4,1.2,1.6,1.8,1.0,1.0,2.4,1.4,1.2,0.6,1.2,0.6,1.6,9.8,1.33
2203,2004-01-13,0.6,1.2,0.8,2.6,0.4,1.8,4.0,11.8,1.2,0.2,0.0,0.0,0.6,4.2,14.7,1.41
2204,2004-01-14,0.0,0.0,0.0,0.2,0.0,0.2,0.6,7.2,0.0,0.0,0.0,0.0,2.8,10.0,15.05,1.46
2205,2004-01-15,6.0,8.8,10.0,13.0,7.0,9.6,9.6,3.2,1.8,4.4,4.8,4.0,5.2,6.0,8.8,1.53
2206,2004-01-16,4.4,5.6,4.6,11.4,3.2,12.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,4.4,5.5,1.66
2207,2004-01-17,18.2,,20.2,,19.6,,3.2,7.4,3.4,0.0,0.0,0.2,7.2,4.8,10.7,1.75
2208,2004-01-18,24.8,25.2,,,,,,,7.4,7.6,11.6,10.6,,28.0,8.85,
2209,2004-01-19,0.0,0.2,0.0,0.0,0.0,0.0,21.4,,,7.6,1.4,2.8,16.4,25.4,5.9,
2210,2004-01-20,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,5.1,2.26
2211,2004-01-21,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.2,1.2,0.0,0.0,0.0,0.6,0.0,6.4,2.02
2212,2004-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.9,1.92
2213,2004-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,5.15,1.91
2214,2004-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,,1.6
2215,2004-01-25,1.8,1.2,0.6,2.2,0.2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.44
2216,2004-01-26,0.4,0.2,0.2,0.0,0.6,0.8,1.2,0.0,1.2,1.8,0.4,1.6,0.6,0.4,,1.53
2217,2004-01-27,7.6,8.8,7.8,6.8,8.4,7.8,0.2,1.8,9.6,12.8,11.6,11.6,0.2,0.6,4.0,1.63
2218,2004-01-28,4.8,0.6,0.6,1.8,3.6,0.0,,8.4,9.8,2.2,9.4,2.8,21.0,0.0,5.85,1.7
2219,2004-01-29,0.2,0.0,0.0,0.0,0.0,3.4,2.6,0.8,0.0,0.0,0.2,0.0,0.2,0.0,,1.8
2220,2004-01-30,20.6,12.6,19.2,13.0,6.8,11.8,0.0,0.0,14.4,15.2,2.4,5.6,1.0,0.0,4.5,1.84
2221,2004-01-31,4.2,5.4,0.0,0.2,5.8,0.8,14.6,2.2,0.0,4.4,17.2,12.4,10.2,0.4,5.1,1.58
2222,2004-02-01,0.0,12.8,0.0,0.6,8.2,0.2,0.0,10.6,0.0,0.0,6.0,0.0,1.0,0.6,6.85,1.46
2223,2004-02-02,0.0,1.6,0.0,0.2,0.0,0.2,0.0,26.6,0.0,0.0,0.0,0.0,0.0,15.8,9.25,1.77
2224,2004-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,19.4,10.75,1.98
2225,2004-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,3.0,10.0,2.14
2226,2004-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,10.65,1.99
2227,2004-02-06,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,1.94
2228,2004-02-07,4.2,4.4,6.4,8.2,3.2,9.2,0.2,3.2,1.0,0.0,0.0,0.2,0.0,0.8,11.4,1.71
2229,2004-02-08,0.8,1.4,1.6,1.4,1.2,1.0,0.2,2.6,0.4,0.0,0.0,0.0,0.0,1.4,12.7,1.69
2230,2004-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,10.25,1.87
2231,2004-02-10,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.85,1.84
2232,2004-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,1.81
2233,2004-02-12,0.2,0.0,0.0,0.0,0.2,0.0,0.4,1.8,0.4,0.2,0.2,0.0,0.2,1.4,8.25,1.77
2234,2004-02-13,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,5.8,1.56
2235,2004-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,1.41
2236,2004-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.55,1.35
2237,2004-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,1.39
2238,2004-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,8.7,1.42
2239,2004-02-18,11.6,8.8,8.2,11.6,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,1.41
2240,2004-02-19,25.0,23.2,20.6,21.4,23.4,23.8,10.0,2.8,11.8,10.6,6.6,5.6,11.0,1.8,6.75,1.65
2241,2004-02-20,2.8,0.6,1.4,1.4,1.4,0.8,12.6,6.2,11.8,13.6,18.0,13.2,15.6,4.0,7.65,2.03
2242,2004-02-21,18.8,18.0,13.8,26.0,14.4,26.8,2.2,18.4,1.4,1.4,1.4,1.4,2.6,0.2,11.05,1.94
2243,2004-02-22,,25.2,16.4,27.4,14.6,25.8,14.0,20.8,7.0,9.4,20.2,8.0,17.6,,12.0,2.65
2244,2004-02-23,23.8,,21.8,29.2,13.2,,14.4,,16.4,10.8,14.6,13.2,9.8,27.2,13.55,
2245,2004-02-24,0.0,0.0,0.0,0.2,0.0,0.0,3.8,2.6,1.2,3.2,12.6,1.6,3.2,6.6,7.0,
2246,2004-02-25,5.2,3.2,2.8,3.4,3.4,3.0,0.0,0.0,0.2,0.2,0.2,2.0,0.0,1.4,4.25,2.66
2247,2004-02-26,16.2,16.6,12.8,14.8,12.4,12.2,7.2,3.2,8.2,7.6,8.8,5.8,7.0,3.4,7.0,2.47
2248,2004-02-27,2.4,3.4,1.6,2.4,2.4,1.2,9.0,12.6,3.0,7.6,11.6,10.6,12.8,14.0,8.4,2.72
2249,2004-02-28,0.6,9.0,7.2,1.4,10.6,10.4,1.4,1.0,4.8,9.4,8.2,4.8,3.2,0.0,4.85,3.01
2250,2004-02-29,17.4,17.0,7.0,13.2,4.4,7.8,6.0,0.0,18.0,13.6,17.8,11.8,8.0,0.0,4.8,2.96
2251,2004-03-01,7.6,0.4,0.0,4.6,0.0,0.0,7.2,1.6,0.6,1.4,3.4,0.6,9.4,0.2,5.0,2.53
2252,2004-03-02,0.0,0.0,0.0,0.0,0.0,0.0,3.6,2.6,0.0,0.0,0.8,1.8,0.2,0.0,4.4,2.31
2253,2004-03-03,0.0,0.0,0.0,0.0,0.0,0.0,8.2,5.0,0.0,0.0,0.0,0.0,0.0,0.8,6.5,1.99
2254,2004-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,17.2,7.35,1.94
2255,2004-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,7.0,10.75,2.03
2256,2004-03-06,20.8,16.2,9.2,13.8,11.4,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,1.77
2257,2004-03-07,11.2,6.8,6.6,7.4,5.6,8.4,9.2,10.4,10.2,9.6,16.8,9.8,8.2,5.6,5.2,2.08
2258,2004-03-08,0.4,0.2,0.6,1.8,0.2,0.0,2.4,5.0,0.2,0.4,10.2,2.8,4.2,0.0,5.05,2.56
2259,2004-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,0.4,0.2,0.0,8.2,2.15
2260,2004-03-10,2.2,2.2,1.6,4.4,1.0,3.6,0.0,4.6,0.0,0.0,0.2,0.0,0.0,9.6,7.0,2.09
2261,2004-03-11,8.6,7.8,7.6,14.4,7.2,11.4,1.0,3.6,1.8,1.8,4.8,0.8,1.2,2.0,7.8,1.96
2262,2004-03-12,0.0,0.2,0.0,0.0,0.0,0.0,8.8,5.8,6.4,6.4,10.8,6.4,9.0,0.6,9.05,2.04
2263,2004-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.4,3.4,0.0,0.0,0.0,0.0,0.0,15.4,10.05,2.04
2264,2004-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.65,1.95
2265,2004-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.45,1.95
2266,2004-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,16.1,1.81
2267,2004-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.95,1.96
2268,2004-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,1.9
2269,2004-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,1.8
2270,2004-03-20,0.6,0.2,1.2,0.4,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,14.1,1.56
2271,2004-03-21,1.2,1.8,1.4,2.2,1.0,2.8,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.4,15.45,1.43
2272,2004-03-22,0.0,0.0,0.0,0.6,0.0,0.6,3.0,4.0,0.4,0.2,0.0,0.0,0.6,2.0,14.35,1.74
2273,2004-03-23,9.0,7.2,5.0,11.0,5.6,8.8,4.6,3.6,4.0,4.6,9.4,7.0,5.4,0.2,10.2,1.69
2274,2004-03-24,1.2,0.0,0.0,0.2,0.2,0.4,5.6,1.0,9.0,4.8,0.8,3.6,5.2,9.2,10.3,1.69
2275,2004-03-25,2.6,1.0,0.4,0.4,1.6,0.2,8.2,12.4,,16.8,4.0,,11.8,5.4,10.1,2.2
2276,2004-03-26,0.4,0.0,0.0,0.2,0.0,0.2,0.6,13.2,0.8,4.8,12.0,2.0,4.6,12.4,10.3,2.02
2277,2004-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.4,0.8,0.0,0.2,0.0,1.2,1.0,9.7,1.83
2278,2004-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,11.1,1.8
2279,2004-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,1.83
2280,2004-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.35,1.71
2281,2004-03-31,10.2,8.8,8.2,8.0,8.2,4.8,0.8,1.6,1.6,1.0,1.8,2.6,0.0,0.2,11.0,1.68
2282,2004-04-01,0.0,0.0,0.0,0.0,0.0,0.0,6.8,8.0,5.8,6.6,7.0,5.4,5.6,6.4,14.7,1.69
2283,2004-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.65,1.62
2284,2004-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.35,1.41
2285,2004-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,15.8,1.33
2286,2004-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,11.8,0.0,0.0,13.9,1.54
2287,2004-04-06,0.0,0.0,0.0,1.0,0.2,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,14.65,1.74
2288,2004-04-07,23.6,17.0,11.2,12.6,13.4,9.0,5.8,7.0,0.6,0.0,0.0,1.0,0.2,2.2,11.5,1.4
2289,2004-04-08,0.2,0.0,0.0,0.4,0.2,0.0,7.0,9.8,7.8,2.0,0.2,1.0,3.6,9.8,11.2,1.61
2290,2004-04-09,10.4,8.4,8.4,7.4,7.2,7.0,0.0,0.0,0.2,0.4,0.2,0.2,0.0,0.0,10.1,1.75
2291,2004-04-10,0.2,0.0,0.0,0.4,0.2,0.4,4.8,7.6,4.2,3.2,2.2,3.2,4.4,6.6,12.2,1.41
2292,2004-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25,1.33
2293,2004-04-12,2.4,1.2,5.2,3.6,0.6,2.2,0.0,0.8,0.0,0.0,1.8,1.2,0.6,2.4,11.3,1.34
2294,2004-04-13,0.4,0.2,0.2,0.2,0.0,0.0,1.6,5.2,1.0,6.0,11.8,4.8,2.8,15.6,11.5,1.59
2295,2004-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,3.4,0.0,1.2,8.0,13.4,1.64
2296,2004-04-15,1.8,2.4,2.4,3.4,0.4,2.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,12.55,1.58
2297,2004-04-16,19.8,19.0,14.8,19.4,14.4,21.2,1.0,0.6,1.0,1.4,1.4,1.6,1.0,1.2,,1.51
2298,2004-04-17,4.2,3.2,6.4,3.6,6.2,3.0,15.2,19.6,16.0,13.8,20.0,15.6,19.8,22.8,15.05,1.76
2299,2004-04-18,5.2,2.6,2.2,4.2,2.2,3.8,1.6,2.8,4.2,9.6,8.6,8.8,2.4,1.4,13.1,2.42
2300,2004-04-19,12.6,9.6,10.4,10.6,9.4,8.6,6.2,14.4,2.0,0.4,2.0,1.0,4.4,11.4,11.6,2.54
2301,2004-04-20,0.6,0.6,1.2,0.2,0.8,0.0,20.8,,18.4,17.8,20.2,,23.0,,14.05,
2302,2004-04-21,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,15.85,2.75
2303,2004-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.45,2.45
2304,2004-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.95,2.33
2305,2004-04-24,14.0,12.4,10.8,13.8,11.2,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.75,1.87
2306,2004-04-25,0.0,0.0,0.0,0.0,0.2,0.2,,11.2,9.2,7.6,6.0,9.4,14.8,,15.0,1.96
2307,2004-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,1.86
2308,2004-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,1.91
2309,2004-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.95,1.74
2310,2004-04-29,0.6,0.2,0.4,0.2,0.4,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,15.95,1.72
2311,2004-04-30,3.2,2.6,4.0,3.8,2.6,2.8,3.2,4.6,3.6,5.4,3.6,2.6,3.0,6.4,16.55,1.76
2312,2004-05-01,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.4,4.6,0.2,0.4,2.8,4.4,9.4,17.8,1.53
2313,2004-05-02,3.6,5.2,4.4,1.8,2.8,1.4,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,16.4,1.4
2314,2004-05-03,4.6,3.4,2.8,13.8,2.4,19.8,1.8,2.0,1.0,0.6,2.0,0.4,0.4,0.6,20.05,1.57
2315,2004-05-04,,,,,,,19.4,17.6,13.8,15.4,15.0,15.4,23.6,,16.0,1.98
2316,2004-05-05,,,16.4,28.4,19.6,24.4,9.8,17.4,7.8,12.2,,5.2,,29.6,12.45,2.9
2317,2004-05-06,,19.0,11.4,13.0,14.2,14.0,17.4,,13.6,17.6,14.0,14.0,18.8,21.6,13.4,
2318,2004-05-07,6.6,7.6,9.8,8.8,8.2,8.4,10.0,9.6,,11.8,19.2,16.6,24.0,19.2,13.75,
2319,2004-05-08,14.0,16.4,17.8,23.2,11.0,29.0,18.8,15.2,12.6,8.8,,13.4,15.2,8.2,11.35,
2320,2004-05-09,0.6,0.8,0.4,1.4,0.0,1.2,1.8,17.8,0.8,0.4,0.4,0.0,0.4,16.8,12.95,
2321,2004-05-10,0.0,0.0,0.0,0.0,0.0,0.0,3.2,8.2,8.0,0.6,0.0,2.0,4.2,7.8,15.15,2.66
2322,2004-05-11,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,15.95,2.46
2323,2004-05-12,1.4,1.6,1.2,2.4,1.4,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,2.29
2324,2004-05-13,0.0,0.0,0.0,0.4,0.0,0.0,3.4,2.4,1.2,0.4,2.4,4.8,5.0,19.2,15.85,2.2
2325,2004-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.2,0.0,0.0,0.0,0.2,0.0,3.2,18.7,2.07
2326,2004-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,1.62
2327,2004-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,1.48
2328,2004-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,18.1,1.68
2329,2004-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.35,1.65
2330,2004-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,1.63
2331,2004-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,1.61
2332,2004-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,1.67
2333,2004-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,1.42
2334,2004-05-23,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.6,0.8,0.0,0.0,0.0,1.6,6.0,19.65,1.32
2335,2004-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.2,0.0,0.0,17.2,1.54
2336,2004-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,1.47
2337,2004-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.65,1.43
2338,2004-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.95,1.45
2339,2004-05-28,0.0,0.4,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.65,1.4
2340,2004-05-29,0.0,0.0,0.0,0.0,0.0,0.0,3.2,4.0,0.2,1.0,15.6,6.6,3.4,15.2,18.4,1.3
2341,2004-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,2.2,19.9,1.23
2342,2004-05-31,11.2,8.6,5.8,7.0,9.4,8.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85,1.41
2343,2004-06-01,11.6,7.4,5.8,7.2,7.8,5.0,17.8,20.0,10.2,6.4,7.0,3.4,9.0,13.0,18.65,1.49
2344,2004-06-02,0.0,2.6,2.6,7.2,1.2,3.2,0.4,2.6,0.6,1.6,3.2,1.0,1.2,3.4,21.05,1.37
2345,2004-06-03,6.8,4.8,7.2,7.0,5.6,7.4,2.8,2.8,6.2,10.2,4.2,6.2,2.2,2.0,21.0,1.54
2346,2004-06-04,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,4.0,0.0,1.4,20.75,1.57
2347,2004-06-05,0.2,0.4,2.6,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,1.53
