,Date,Rainfall_Settefrati,Temperature_Settefrati,Flow_Rate_Madonna_di_Canneto
785,2014-02-24,0.0,4.9,
786,2014-02-25,0.0,6.9,
787,2014-02-26,0.0,6.3,
788,2014-02-27,2.2,8.75,
789,2014-02-28,5.6,5.6,
790,2014-03-01,,2.95,
791,2014-03-02,6.4,3.55,
792,2014-03-03,0.6,5.3,
793,2014-03-04,21.2,4.3,
794,2014-03-05,0.0,6.2,
795,2014-03-06,0.0,8.4,
796,2014-03-07,0.0,9.3,
797,2014-03-08,0.0,6.75,
798,2014-03-09,0.0,8.4,
799,2014-03-10,0.0,6.25,
800,2014-03-11,0.0,5.25,
801,2014-03-12,0.0,7.6,
802,2014-03-13,0.0,10.2,
803,2014-03-14,0.0,10.4,
804,2014-03-15,0.0,10.45,
805,2014-03-16,0.0,11.2,
806,2014-03-17,0.0,13.2,
807,2014-03-18,0.0,12.25,
808,2014-03-19,0.0,10.5,
809,2014-03-20,0.0,13.75,
810,2014-03-21,0.0,13.45,
811,2014-03-22,3.4,10.05,
812,2014-03-23,7.6,7.55,
813,2014-03-24,14.8,3.0,
814,2014-03-25,2.0,5.35,
815,2014-03-26,1.6,6.05,
816,2014-03-27,13.8,6.3,
817,2014-03-28,0.4,7.9,
818,2014-03-29,0.0,11.2,
819,2014-03-30,0.0,12.0,
820,2014-03-31,0.0,11.85,
821,2014-04-01,0.0,11.4,
822,2014-04-02,0.0,11.4,
823,2014-04-03,0.0,12.95,
824,2014-04-04,,10.85,
825,2014-04-05,2.0,11.1,
826,2014-04-06,0.0,12.4,
827,2014-04-07,0.0,14.15,
828,2014-04-08,0.2,14.7,
829,2014-04-09,3.9,11.0,
830,2014-04-10,0.2,10.0,
831,2014-04-11,,12.45,
832,2014-04-12,2.4,10.65,
833,2014-04-13,1.2,12.05,
834,2014-04-14,0.0,11.65,
835,2014-04-15,25.2,8.9,
836,2014-04-16,3.4,6.25,
837,2014-04-17,2.6,6.05,
838,2014-04-18,0.0,8.1,
839,2014-04-19,13.0,7.85,
840,2014-04-20,12.6,13.05,
841,2014-04-21,0.0,14.05,
842,2014-04-22,0.4,13.45,
843,2014-04-23,4.4,12.1,
844,2014-04-24,0.0,12.35,
845,2014-04-25,0.0,14.3,
846,2014-04-26,1.6,13.3,
847,2014-04-27,,10.25,
848,2014-04-28,9.0,9.3,
849,2014-04-29,4.0,8.85,
850,2014-04-30,8.2,10.85,
851,2014-05-01,8.8,11.75,
852,2014-05-02,27.4,10.25,
853,2014-05-03,13.2,10.65,
854,2014-05-04,0.2,10.45,
855,2014-05-05,0.0,10.65,
856,2014-05-06,0.0,13.4,
857,2014-05-07,0.0,13.8,
858,2014-05-08,0.0,14.7,
859,2014-05-09,0.0,15.65,
860,2014-05-10,0.0,16.85,
861,2014-05-11,0.0,16.3,
862,2014-05-12,0.0,15.95,
863,2014-05-13,0.8,14.25,
864,2014-05-14,4.1,9.8,
865,2014-05-15,1.0,11.95,
866,2014-05-16,0.8,9.75,
867,2014-05-17,3.0,11.15,
868,2014-05-18,0.2,13.2,
869,2014-05-19,0.2,14.85,
870,2014-05-20,0.0,15.9,
871,2014-05-21,0.0,17.35,
872,2014-05-22,0.0,19.5,
873,2014-05-23,2.4,17.9,
874,2014-05-24,0.4,18.55,
875,2014-05-25,7.5,18.9,
876,2014-05-26,5.4,17.45,
877,2014-05-27,0.0,14.15,
878,2014-05-28,3.8,14.85,
879,2014-05-29,2.0,14.1,
880,2014-05-30,,14.55,
881,2014-05-31,17.6,13.35,
882,2014-06-01,0.0,12.55,
883,2014-06-02,0.0,14.5,
884,2014-06-03,0.0,15.7,
885,2014-06-04,0.2,16.7,
886,2014-06-05,0.0,17.75,
887,2014-06-06,0.0,19.35,
888,2014-06-07,0.0,21.05,
889,2014-06-08,0.0,23.0,
890,2014-06-09,0.0,22.9,
891,2014-06-10,0.0,23.25,
892,2014-06-11,12.1,23.75,
893,2014-06-12,6.7,23.5,
894,2014-06-13,15.2,22.3,
895,2014-06-14,8.4,19.3,
896,2014-06-15,10.1,17.8,
897,2014-06-16,29.4,15.55,
898,2014-06-17,3.0,17.5,
899,2014-06-18,8.9,15.75,
900,2014-06-19,31.1,15.95,
901,2014-06-20,0.0,16.25,
902,2014-06-21,0.0,18.65,
903,2014-06-22,0.0,19.7,
904,2014-06-23,0.2,21.65,
905,2014-06-24,0.0,22.25,
906,2014-06-25,9.2,19.7,
907,2014-06-26,3.2,17.85,
908,2014-06-27,3.9,18.9,
909,2014-06-28,0.2,20.65,
910,2014-06-29,0.0,20.6,
911,2014-06-30,4.9,20.3,
912,2014-07-01,0.0,20.15,
913,2014-07-02,0.0,20.1,
914,2014-07-03,0.0,21.5,
915,2014-07-04,0.0,23.6,
916,2014-07-05,0.0,22.35,
917,2014-07-06,0.0,22.2,
918,2014-07-07,0.0,22.5,
919,2014-07-08,0.0,20.8,
920,2014-07-09,0.0,17.4,
921,2014-07-10,30.0,13.25,
922,2014-07-11,3.7,15.85,
923,2014-07-12,1.8,18.15,
924,2014-07-13,1.8,16.2,
925,2014-07-14,0.0,18.05,
926,2014-07-15,0.4,18.15,
927,2014-07-16,1.8,20.7,
928,2014-07-17,15.8,21.95,
929,2014-07-18,0.2,21.4,
930,2014-07-19,0.0,22.2,
931,2014-07-20,0.0,23.7,
932,2014-07-21,7.2,19.1,
933,2014-07-22,1.6,18.3,
934,2014-07-23,0.0,18.6,
935,2014-07-24,10.4,19.95,
936,2014-07-25,0.2,20.3,
937,2014-07-26,7.2,19.7,
938,2014-07-27,10.5,19.95,
939,2014-07-28,0.0,19.25,
940,2014-07-29,0.0,20.15,
941,2014-07-30,25.3,16.15,
942,2014-07-31,0.2,17.0,
943,2014-08-01,0.6,20.25,
944,2014-08-02,0.2,21.7,
945,2014-08-03,1.0,21.9,
946,2014-08-04,0.0,22.6,
947,2014-08-05,0.0,21.95,
948,2014-08-06,0.0,21.4,
949,2014-08-07,1.0,20.5,
950,2014-08-08,1.2,21.55,
951,2014-08-09,0.2,22.7,
952,2014-08-10,0.0,23.75,
953,2014-08-11,0.0,24.35,
954,2014-08-12,0.0,23.9,
955,2014-08-13,0.0,23.85,
956,2014-08-14,0.0,20.4,
957,2014-08-15,0.0,18.2,
958,2014-08-16,0.0,18.7,
959,2014-08-17,0.0,19.2,
960,2014-08-18,0.0,19.45,
961,2014-08-19,0.0,19.85,
962,2014-08-20,0.2,21.65,
963,2014-08-21,0.0,22.9,
964,2014-08-22,0.0,22.35,
965,2014-08-23,0.0,21.7,
966,2014-08-24,0.0,19.9,
967,2014-08-25,0.0,19.7,
968,2014-08-26,0.0,20.1,
969,2014-08-27,0.0,21.3,
970,2014-08-28,0.0,23.1,
971,2014-08-29,30.7,22.9,
972,2014-08-30,1.2,22.1,
973,2014-08-31,0.4,21.7,
974,2014-09-01,29.6,15.4,
975,2014-09-02,3.0,17.7,
976,2014-09-03,13.2,16.7,
977,2014-09-04,32.5,17.35,
978,2014-09-05,,18.95,
979,2014-09-06,14.0,18.85,
980,2014-09-07,8.4,19.0,
981,2014-09-08,4.0,20.15,
982,2014-09-09,0.2,19.9,
983,2014-09-10,7.9,20.05,
984,2014-09-11,16.9,16.55,
985,2014-09-12,4.7,17.75,
986,2014-09-13,4.0,17.95,
987,2014-09-14,0.2,17.4,
988,2014-09-15,0.0,18.0,
989,2014-09-16,5.0,17.75,
990,2014-09-17,0.2,18.15,
991,2014-09-18,0.0,18.75,
992,2014-09-19,0.0,21.1,
993,2014-09-20,0.0,22.4,
994,2014-09-21,0.0,21.2,
995,2014-09-22,0.0,20.5,
996,2014-09-23,0.0,17.05,
997,2014-09-24,0.0,16.35,
998,2014-09-25,1.0,17.4,
999,2014-09-26,0.2,16.55,
1000,2014-09-27,0.0,16.45,
1001,2014-09-28,0.0,16.05,
1002,2014-09-29,0.0,16.7,
1003,2014-09-30,0.0,16.95,
1004,2014-10-01,0.0,17.45,
1005,2014-10-02,5.0,17.05,
1006,2014-10-03,0.2,16.3,
1007,2014-10-04,5.2,16.3,
1008,2014-10-05,0.2,16.15,
1009,2014-10-06,0.0,15.95,
1010,2014-10-07,0.0,16.15,
1011,2014-10-08,0.0,16.9,
1012,2014-10-09,0.0,18.45,
1013,2014-10-10,0.0,19.6,
1014,2014-10-11,0.0,19.35,
1015,2014-10-12,0.0,18.05,
1016,2014-10-13,0.0,18.95,
1017,2014-10-14,0.0,19.7,
1018,2014-10-15,0.6,20.0,
1019,2014-10-16,1.2,18.45,
1020,2014-10-17,1.0,18.1,
1021,2014-10-18,0.0,18.1,
1022,2014-10-19,0.0,19.05,
1023,2014-10-20,0.2,18.05,
1024,2014-10-21,0.0,16.65,
1025,2014-10-22,0.8,13.05,
1026,2014-10-23,0.2,7.4,
1027,2014-10-24,0.4,9.0,
1028,2014-10-25,0.0,10.95,
1029,2014-10-26,0.0,10.85,
1030,2014-10-27,0.0,9.6,
1031,2014-10-28,0.0,9.2,
1032,2014-10-29,0.0,10.95,
1033,2014-10-30,0.2,11.6,
1034,2014-10-31,0.0,11.4,
1035,2014-11-01,0.0,11.4,
1036,2014-11-02,0.0,11.55,
1037,2014-11-03,0.0,11.55,
1038,2014-11-04,,10.3,
1039,2014-11-05,,13.1,
1040,2014-11-06,28.6,14.1,
1041,2014-11-07,17.2,13.3,
1042,2014-11-08,0.0,13.3,
1043,2014-11-09,0.0,12.6,
1044,2014-11-10,0.0,13.25,
1045,2014-11-11,0.0,13.1,
1046,2014-11-12,8.8,11.9,
1047,2014-11-13,3.0,10.35,
1048,2014-11-14,0.4,11.6,
1049,2014-11-15,12.3,11.1,
1050,2014-11-16,18.2,10.8,
1051,2014-11-17,21.7,10.45,
1052,2014-11-18,10.0,9.9,
1053,2014-11-19,6.7,9.85,
1054,2014-11-20,0.0,9.2,
1055,2014-11-21,0.0,9.05,
1056,2014-11-22,0.0,10.15,
1057,2014-11-23,0.0,11.35,
1058,2014-11-24,0.0,11.65,
1059,2014-11-25,0.0,11.95,
1060,2014-11-26,1.4,10.6,
1061,2014-11-27,1.2,11.1,
1062,2014-11-28,0.0,12.85,
1063,2014-11-29,15.7,13.9,
1064,2014-11-30,0.4,15.8,
1065,2014-12-01,23.8,12.75,
1066,2014-12-02,21.8,8.3,
1067,2014-12-03,25.3,9.95,
1068,2014-12-04,12.4,9.7,
1069,2014-12-05,4.8,8.15,
1070,2014-12-06,0.8,8.6,
1071,2014-12-07,2.0,7.45,
1072,2014-12-08,0.2,7.15,
1073,2014-12-09,0.0,10.7,
1074,2014-12-10,0.0,10.7,
1075,2014-12-11,0.0,5.2,
1076,2014-12-12,0.0,6.35,
1077,2014-12-13,0.0,7.4,
1078,2014-12-14,0.0,9.2,
1079,2014-12-15,0.0,8.55,
1080,2014-12-16,21.8,7.45,
1081,2014-12-17,2.2,7.5,
1082,2014-12-18,0.0,8.4,
1083,2014-12-19,0.0,8.3,
1084,2014-12-20,0.0,13.1,
1085,2014-12-21,0.0,13.6,
1086,2014-12-22,0.0,10.9,
1087,2014-12-23,0.0,6.1,
1088,2014-12-24,0.0,4.95,
1089,2014-12-25,0.0,6.0,
1090,2014-12-26,0.0,,
1091,2014-12-27,11.7,,
1092,2014-12-28,10.2,1.95,
1093,2014-12-29,0.4,,
1094,2014-12-30,0.2,,
1095,2014-12-31,0.6,,
1096,2015-01-01,5.2,,
1097,2015-01-02,1.8,3.6,
1098,2015-01-03,0.0,6.05,
1099,2015-01-04,0.4,8.35,
1100,2015-01-05,0.0,3.0,
1101,2015-01-06,0.0,4.15,
1102,2015-01-07,0.0,,
1103,2015-01-08,0.0,5.7,
1104,2015-01-09,0.0,6.25,
1105,2015-01-10,0.0,6.8,
1106,2015-01-11,0.8,8.05,
1107,2015-01-12,0.2,5.05,
1108,2015-01-13,0.0,5.85,
1109,2015-01-14,0.0,6.55,
1110,2015-01-15,0.0,6.35,
1111,2015-01-16,0.0,7.15,
1112,2015-01-17,2.0,8.5,
1113,2015-01-18,8.8,5.9,
1114,2015-01-19,5.2,5.55,
1115,2015-01-20,12.0,5.65,
1116,2015-01-21,12.6,6.65,
1117,2015-01-22,21.2,4.65,
1118,2015-01-23,12.4,5.0,
1119,2015-01-24,0.2,6.45,
1120,2015-01-25,0.0,3.9,
1121,2015-01-26,0.0,4.3,
1122,2015-01-27,0.0,2.7,
1123,2015-01-28,0.2,2.45,
1124,2015-01-29,18.0,,
1125,2015-01-30,,2.85,
1126,2015-01-31,24.0,2.6,
1127,2015-02-01,6.8,1.85,
1128,2015-02-02,3.6,2.0,
1129,2015-02-03,15.8,2.4,
1130,2015-02-04,25.2,4.15,
1131,2015-02-05,29.4,4.7,
1132,2015-02-06,9.2,4.45,
1133,2015-02-07,5.0,2.9,
1134,2015-02-08,2.6,2.45,
1135,2015-02-09,2.4,,
1136,2015-02-10,5.2,3.15,
1137,2015-02-11,0.2,6.2,
1138,2015-02-12,0.0,5.0,
1139,2015-02-13,0.0,4.35,
1140,2015-02-14,0.0,5.35,
1141,2015-02-15,1.4,5.0,
1142,2015-02-16,0.4,7.0,
1143,2015-02-17,0.2,7.55,
1144,2015-02-18,0.0,5.45,
1145,2015-02-19,0.0,3.9,
1146,2015-02-20,0.0,5.15,
1147,2015-02-21,3.4,4.2,
1148,2015-02-22,,7.05,
1149,2015-02-23,13.3,8.15,
1150,2015-02-24,14.2,6.0,
1151,2015-02-25,19.2,4.95,
1152,2015-02-26,1.2,6.8,
1153,2015-02-27,0.0,5.75,
1154,2015-02-28,0.0,7.35,
1155,2015-03-01,0.0,6.8,
1156,2015-03-02,5.0,5.1,
1157,2015-03-03,0.2,10.6,
1158,2015-03-04,16.2,10.2,
1159,2015-03-05,25.4,3.4,
1160,2015-03-06,0.4,4.45,
1161,2015-03-07,0.0,2.95,
1162,2015-03-08,0.0,5.9,
1163,2015-03-09,0.0,6.65,
1164,2015-03-10,0.0,5.05,
1165,2015-03-11,0.0,7.5,
1166,2015-03-12,2.4,4.6,
1167,2015-03-13,0.0,5.7,255.956525
1168,2015-03-14,5.8,7.1,289.5455614
1169,2015-03-15,7.4,4.9,289.9186152
1170,2015-03-16,8.6,7.5,290.0828956
1171,2015-03-17,7.6,7.55,290.6887766
1172,2015-03-18,0.0,8.4,285.417723
1173,2015-03-19,0.0,9.75,282.2443597
1174,2015-03-20,0.0,8.7,283.4899183
1175,2015-03-21,0.0,7.95,283.9203937
1176,2015-03-22,0.8,6.55,284.3272472
1177,2015-03-23,0.0,9.15,284.5879713
1178,2015-03-24,0.0,12.15,284.1688699
1179,2015-03-25,,10.25,282.4008892
1180,2015-03-26,6.0,13.35,275.9375031
1181,2015-03-27,10.8,12.0,273.9198491
1182,2015-03-28,0.0,9.5,273.939755
1183,2015-03-29,0.0,9.6,273.6624202
1184,2015-03-30,0.0,10.6,278.0547162
1185,2015-03-31,0.0,13.35,276.8946238
1186,2015-04-01,0.0,12.05,275.0547686
1187,2015-04-02,0.0,11.0,273.9272583
1188,2015-04-03,0.0,9.45,273.877707
1189,2015-04-04,12.3,7.65,273.9227575
1190,2015-04-05,9.2,5.85,273.5561175
1191,2015-04-06,0.0,5.3,273.8512721
1192,2015-04-07,0.0,3.9,273.6301476
1193,2015-04-08,0.0,5.8,273.4032263
1194,2015-04-09,0.0,9.35,261.8903418
1195,2015-04-10,0.0,10.8,277.0050769
1196,2015-04-11,0.0,10.45,276.7164202
1197,2015-04-12,0.0,11.7,276.891222
1198,2015-04-13,0.0,13.75,276.8846717
1199,2015-04-14,0.4,14.6,274.9528374
1200,2015-04-15,0.0,15.25,273.6325181
1201,2015-04-16,0.0,14.9,273.6284511
1202,2015-04-17,0.2,14.35,273.8138785
1203,2015-04-18,0.0,12.8,273.90091
1204,2015-04-19,1.4,13.25,274.1168694
1205,2015-04-20,0.2,11.8,274.1432099
1206,2015-04-21,0.0,12.5,273.9929837
1207,2015-04-22,0.0,14.6,274.1490757
1208,2015-04-23,0.0,14.1,274.2687412
1209,2015-04-24,0.2,14.9,274.1271984
1210,2015-04-25,0.6,14.15,274.2048533
1211,2015-04-26,0.0,14.95,274.2385741
1212,2015-04-27,14.0,11.95,274.2566337
1213,2015-04-28,8.2,10.2,274.1222673
1214,2015-04-29,8.2,12.1,274.3879241
1215,2015-04-30,18.8,11.4,274.4474021
1216,2015-05-01,0.0,12.4,274.5162938
1217,2015-05-02,0.0,14.5,274.5120852
1218,2015-05-03,0.0,15.7,274.5641337
1219,2015-05-04,0.0,19.6,274.6890818
1220,2015-05-05,0.0,21.8,274.6811391
1221,2015-05-06,0.2,22.85,274.6076082
1222,2015-05-07,0.0,21.1,274.6448834
1223,2015-05-08,0.0,18.9,274.7271288
1224,2015-05-09,8.5,17.55,274.739544
1225,2015-05-10,0.0,17.6,274.8317938
1226,2015-05-11,0.0,17.6,274.695843
1227,2015-05-12,0.0,17.2,274.8093921
1228,2015-05-13,0.0,18.35,274.7552104
1229,2015-05-14,0.0,17.45,274.8586989
1230,2015-05-15,0.0,17.3,274.7366045
1231,2015-05-16,9.2,15.5,274.5748902
1232,2015-05-17,0.0,20.2,274.5263104
1233,2015-05-18,0.0,20.75,274.6188995
1234,2015-05-19,0.0,19.9,275.1666475
1235,2015-05-20,0.0,18.3,274.3945231
1236,2015-05-21,5.0,12.0,274.4671458
1237,2015-05-22,2.8,11.7,274.3421156
1238,2015-05-23,1.8,10.85,274.1636538
1239,2015-05-24,2.0,11.3,274.0833288
1240,2015-05-25,0.0,12.9,273.9533986
1241,2015-05-26,16.8,13.85,273.7992286
1242,2015-05-27,8.8,13.2,273.7222372
1243,2015-05-28,0.2,13.1,273.8666574
1244,2015-05-29,0.0,14.95,273.6717064
1245,2015-05-30,0.0,17.05,273.6753212
1246,2015-05-31,13.3,17.65,273.7554743
1247,2015-06-01,2.2,18.45,273.6683519
1248,2015-06-02,3.4,19.05,273.6685172
1249,2015-06-03,0.0,20.55,273.6884255
1250,2015-06-04,0.0,21.7,273.6998817
1251,2015-06-05,0.0,22.45,273.6648734
1252,2015-06-06,0.0,22.2,273.741792
1253,2015-06-07,0.0,21.25,273.8530483
1254,2015-06-08,2.6,20.45,273.7789352
1255,2015-06-09,1.4,19.15,
1256,2015-06-10,3.2,19.85,274.1147766
1257,2015-06-11,8.8,20.75,
1258,2015-06-12,0.0,20.85,
1259,2015-06-13,0.0,22.25,
1260,2015-06-14,0.0,20.25,
1261,2015-06-15,0.6,17.25,
1262,2015-06-16,0.8,19.65,
1263,2015-06-17,15.8,17.7,
1264,2015-06-18,0.2,16.75,274.3496109
1265,2015-06-19,21.9,18.2,273.9063992
1266,2015-06-20,,18.2,
1267,2015-06-21,2.6,17.15,
1268,2015-06-22,0.0,17.5,
1269,2015-06-23,0.0,18.5,
1270,2015-06-24,3.6,19.8,
1271,2015-06-25,0.0,19.0,
1272,2015-06-26,0.0,18.8,
1273,2015-06-27,0.0,19.3,
1274,2015-06-28,0.0,21.1,
1275,2015-06-29,0.0,21.1,
1276,2015-06-30,0.0,22.1,
1277,2015-07-01,0.0,22.45,
1278,2015-07-02,0.0,23.05,
1279,2015-07-03,0.0,25.0,
1280,2015-07-04,0.0,24.5,
1281,2015-07-05,0.0,24.4,
1282,2015-07-06,0.0,25.15,
1283,2015-07-07,1.4,,
1284,2015-07-08,0.0,24.8,
1285,2015-07-09,0.0,24.45,
1286,2015-07-10,0.0,24.45,
1287,2015-07-11,0.0,24.05,
1288,2015-07-12,0.0,24.65,
1289,2015-07-13,0.0,24.5,
1290,2015-07-14,0.0,24.75,
1291,2015-07-15,1.8,,
1292,2015-07-16,0.0,,
1293,2015-07-17,0.0,,
1294,2015-07-18,0.0,,
1295,2015-07-19,0.0,,
1296,2015-07-20,0.0,,
1297,2015-07-21,6.7,,
1298,2015-07-22,5.6,,
1299,2015-07-23,0.4,25.05,
1300,2015-07-24,4.2,23.95,
1301,2015-07-25,,22.85,
1302,2015-07-26,0.2,23.3,
1303,2015-07-27,0.0,22.0,
1304,2015-07-28,0.0,23.35,
1305,2015-07-29,0.0,23.0,
1306,2015-07-30,0.0,24.15,
1307,2015-07-31,0.0,25.4,
1308,2015-08-01,0.0,,
1309,2015-08-02,0.0,25.75,
1310,2015-08-03,9.6,25.05,
1311,2015-08-04,0.0,25.4,
1312,2015-08-05,0.0,,
1313,2015-08-06,0.0,,
1314,2015-08-07,0.8,,
1315,2015-08-08,0.0,,
1316,2015-08-09,6.2,25.55,
1317,2015-08-10,5.2,22.55,
1318,2015-08-11,22.3,20.0,
1319,2015-08-12,0.2,23.6,
1320,2015-08-13,0.0,25.4,
1321,2015-08-14,1.6,25.9,
1322,2015-08-15,0.0,22.8,
1323,2015-08-16,10.6,17.45,
1324,2015-08-17,0.2,18.5,
1325,2015-08-18,0.0,19.85,
1326,2015-08-19,12.7,18.3,
1327,2015-08-20,0.0,18.9,
1328,2015-08-21,9.0,19.1,
1329,2015-08-22,4.2,19.05,
1330,2015-08-23,0.0,19.8,
1331,2015-08-24,0.0,20.6,
1332,2015-08-25,0.0,22.4,
1333,2015-08-26,0.0,21.45,
1334,2015-08-27,0.0,23.25,
1335,2015-08-28,0.0,23.65,
1336,2015-08-29,0.0,25.25,
1337,2015-08-30,0.0,26.0,
1338,2015-08-31,0.0,25.8,
1339,2015-09-01,0.0,24.45,
1340,2015-09-02,0.0,23.25,
1341,2015-09-03,0.0,22.15,
1342,2015-09-04,2.7,21.9,
1343,2015-09-05,13.8,19.45,
1344,2015-09-06,0.0,17.6,
1345,2015-09-07,0.0,18.35,
1346,2015-09-08,0.0,18.25,
1347,2015-09-09,0.0,16.25,
1348,2015-09-10,0.0,17.65,
1349,2015-09-11,4.0,17.5,
1350,2015-09-12,0.0,18.1,
1351,2015-09-13,0.0,20.25,
1352,2015-09-14,2.2,20.4,
1353,2015-09-15,0.0,22.2,
1354,2015-09-16,0.0,23.2,
1355,2015-09-17,0.0,25.4,
1356,2015-09-18,0.0,25.95,
1357,2015-09-19,0.4,24.45,
1358,2015-09-20,1.2,19.45,
1359,2015-09-21,0.0,19.15,
1360,2015-09-22,0.0,17.35,
1361,2015-09-23,14.6,16.65,
1362,2015-09-24,1.0,15.2,
1363,2015-09-25,0.0,14.75,
1364,2015-09-26,0.0,14.45,
1365,2015-09-27,0.0,15.4,
1366,2015-09-28,0.0,14.2,
1367,2015-09-29,0.0,13.9,
1368,2015-09-30,0.0,13.95,227.6734397
1369,2015-10-01,8.2,12.95,
1370,2015-10-02,15.9,16.5,224.941935
1371,2015-10-03,0.2,16.0,
1372,2015-10-04,0.0,16.0,227.1598042
1373,2015-10-05,3.4,16.0,225.6479256
1374,2015-10-06,0.6,17.3,223.0236674
1375,2015-10-07,5.6,16.3,
1376,2015-10-08,0.0,15.4,
1377,2015-10-09,2.0,14.6,
1378,2015-10-10,,14.5,
1379,2015-10-11,18.1,10.9,
1380,2015-10-12,0.2,12.95,
1381,2015-10-13,12.8,12.65,
1382,2015-10-14,31.2,17.2,
1383,2015-10-15,9.3,12.65,
1384,2015-10-16,0.0,12.1,
1385,2015-10-17,1.6,12.6,
1386,2015-10-18,0.4,11.8,
1387,2015-10-19,15.0,15.95,
1388,2015-10-20,0.2,14.15,
1389,2015-10-21,2.2,11.8,
1390,2015-10-22,11.4,8.5,
1391,2015-10-23,0.0,10.4,
1392,2015-10-24,0.0,11.95,
1393,2015-10-25,0.0,13.25,
1394,2015-10-26,0.0,12.65,
1395,2015-10-27,0.0,14.7,
1396,2015-10-28,6.4,12.65,
1397,2015-10-29,11.6,13.15,
1398,2015-10-30,10.6,10.7,
1399,2015-10-31,0.0,12.95,
1400,2015-11-01,0.0,12.4,
1401,2015-11-02,0.0,11.75,
1402,2015-11-03,0.0,13.2,
1403,2015-11-04,0.0,13.85,
1404,2015-11-05,0.0,14.25,
1405,2015-11-06,0.0,14.2,
1406,2015-11-07,0.0,14.25,
1407,2015-11-08,0.0,15.3,
1408,2015-11-09,0.0,15.1,
1409,2015-11-10,0.0,12.1,
1410,2015-11-11,0.0,14.4,
1411,2015-11-12,0.0,9.6,
1412,2015-11-13,0.0,11.75,
1413,2015-11-14,0.0,12.1,
1414,2015-11-15,0.0,11.25,
1415,2015-11-16,0.0,12.05,
1416,2015-11-17,0.0,11.1,
1417,2015-11-18,0.0,10.8,
1418,2015-11-19,0.0,10.9,
1419,2015-11-20,1.8,9.85,
1420,2015-11-21,,9.4,
1421,2015-11-22,7.2,5.6,
1422,2015-11-23,6.0,5.9,
1423,2015-11-24,0.8,7.05,
1424,2015-11-25,0.0,6.2,
1425,2015-11-26,2.8,4.95,
1426,2015-11-27,7.2,6.5,
1427,2015-11-28,0.0,5.45,
1428,2015-11-29,0.0,5.7,
1429,2015-11-30,0.0,6.75,
1430,2015-12-01,0.0,8.9,
1431,2015-12-02,0.0,9.3,
1432,2015-12-03,0.0,8.35,
1433,2015-12-04,0.0,7.4,
1434,2015-12-05,0.0,8.2,
1435,2015-12-06,0.0,8.25,
1436,2015-12-07,0.0,9.3,
1437,2015-12-08,0.0,9.75,
1438,2015-12-09,0.0,8.8,
1439,2015-12-10,0.0,7.6,
1440,2015-12-11,0.0,5.75,
1441,2015-12-12,0.0,6.8,
1442,2015-12-13,0.0,5.85,
1443,2015-12-14,0.0,5.9,
1444,2015-12-15,0.0,6.3,
1445,2015-12-16,0.0,7.25,
1446,2015-12-17,0.0,6.65,
1447,2015-12-18,0.0,7.3,
1448,2015-12-19,0.0,7.5,
1449,2015-12-20,0.0,8.4,
1450,2015-12-21,0.0,8.15,
1451,2015-12-22,0.0,7.75,
1452,2015-12-23,0.0,8.35,
1453,2015-12-24,0.0,6.95,
1454,2015-12-25,0.0,8.15,
1455,2015-12-26,0.0,9.2,
1456,2015-12-27,0.0,9.3,
1457,2015-12-28,0.0,10.25,
1458,2015-12-29,0.0,7.0,
1459,2015-12-30,0.0,5.2,
1460,2015-12-31,0.0,3.85,
1461,2016-01-01,0.0,3.8,
1462,2016-01-02,7.4,4.6,
1463,2016-01-03,16.3,5.4,
1464,2016-01-04,13.6,4.85,
1465,2016-01-05,8.6,7.65,
1466,2016-01-06,14.0,4.4,
1467,2016-01-07,0.6,4.1,
1468,2016-01-08,1.2,8.0,
1469,2016-01-09,0.2,11.25,
1470,2016-01-10,9.6,10.85,
1471,2016-01-11,8.1,9.75,
1472,2016-01-12,5.1,7.3,
1473,2016-01-13,3.6,5.45,
1474,2016-01-14,17.6,3.1,
1475,2016-01-15,26.8,5.9,
1476,2016-01-16,0.0,3.4,
1477,2016-01-17,0.0,,
1478,2016-01-18,0.0,,
1479,2016-01-19,0.0,,
1480,2016-01-20,0.0,,
1481,2016-01-21,6.2,5.0,
1482,2016-01-22,0.0,3.7,
1483,2016-01-23,0.0,2.9,
1484,2016-01-24,0.0,5.0,
1485,2016-01-25,0.0,5.6,
1486,2016-01-26,0.0,7.05,
1487,2016-01-27,0.0,6.85,
1488,2016-01-28,0.0,8.1,
1489,2016-01-29,0.0,8.1,
1490,2016-01-30,0.0,7.8,
1491,2016-01-31,0.8,7.3,
1492,2016-02-01,16.0,9.5,
1493,2016-02-02,0.2,9.3,
1494,2016-02-03,2.8,8.3,
1495,2016-02-04,1.2,4.9,
1496,2016-02-05,0.0,5.05,
1497,2016-02-06,0.0,6.15,
1498,2016-02-07,0.2,5.0,
1499,2016-02-08,3.8,7.6,
1500,2016-02-09,6.8,8.35,
1501,2016-02-10,9.2,5.5,
1502,2016-02-11,6.6,4.9,
1503,2016-02-12,10.6,5.45,
1504,2016-02-13,20.8,9.3,
1505,2016-02-14,,8.0,
1506,2016-02-15,16.6,9.3,
1507,2016-02-16,1.2,12.75,
1508,2016-02-17,0.0,10.05,
1509,2016-02-18,0.8,6.4,
1510,2016-02-19,0.8,5.55,
1511,2016-02-20,0.4,6.0,
