,Date,Rainfall_Bastia_Umbra,Depth_to_Groundwater_P24,Depth_to_Groundwater_P25,Temperature_Bastia_Umbra,Temperature_Petrignano,Volume_C10_Petrignano,Hydrometry_Fiume_Chiascio_Petrignano
1197,2009-06-23,0.0,-28.3,-27.59,16.1,15.9,-29637.792,2.0
1198,2009-06-24,0.0,-28.25,-27.57,18.6,18.2,-29886.624,2.0
1199,2009-06-25,0.0,-28.36,-27.65,21.0,20.2,-30101.76,2.0
1200,2009-06-26,0.0,-28.37,-27.68,20.0,19.1,-30630.528,2.1
1201,2009-06-27,0.0,-28.09,-27.52,18.3,17.7,-26386.56,2.1
1202,2009-06-28,0.0,-27.75,-27.32,20.9,20.0,,2.1
1203,2009-06-29,0.0,-28.01,-27.44,22.4,21.6,-25818.912,2.1
1204,2009-06-30,0.0,-28.12,-27.44,23.2,22.8,-26946.432,2.1
1205,2009-07-01,0.0,-28.21,-27.5,23.4,22.9,-30447.36,2.1
1206,2009-07-02,0.0,-28.18,-27.53,21.9,21.3,-29782.08,2.1
1207,2009-07-03,0.0,-27.96,-27.4,23.4,22.9,-27918.432,2.1
1208,2009-07-04,0.0,-27.99,-27.39,23.8,22.8,-28571.616,2.1
1209,2009-07-05,0.5,-27.82,-27.32,22.5,21.8,-27768.096,2.1
1210,2009-07-06,0.0,-27.69,-27.24,23.9,23.1,-29214.432,2.1
1211,2009-07-07,0.0,-28.0,-27.34,25.6,24.7,-34172.064,2.1
1212,2009-07-08,0.0,-28.08,-27.42,25.0,24.1,-35798.112,2.2
1213,2009-07-09,0.0,-27.81,-27.36,23.1,21.6,-27018.144,2.4
1214,2009-07-10,0.0,-28.06,-27.43,22.8,21.6,-31210.272,2.4
1215,2009-07-11,0.0,-28.11,-27.48,21.3,20.7,-30891.456,2.3
1216,2009-07-12,0.0,-28.11,-27.5,22.8,22.0,-30033.504,2.2
1217,2009-07-13,0.0,-28.19,-27.54,25.2,23.5,-32832.0,2.0
1218,2009-07-14,0.0,-28.37,-27.66,27.1,25.6,-35405.856,2.0
1219,2009-07-15,0.0,-28.44,-27.72,27.3,25.9,-34732.8,2.0
1220,2009-07-16,0.0,-28.51,-27.79,28.2,26.9,-36070.272,2.0
1221,2009-07-17,0.0,-28.54,-27.81,28.3,27.1,-36928.224,2.0
1222,2009-07-18,1.3,-28.44,-27.77,23.3,22.5,-33789.312,2.0
1223,2009-07-19,0.0,-28.22,-27.67,23.0,21.7,-26523.936,2.0
1224,2009-07-20,0.0,-28.32,-27.76,24.0,22.3,-30224.448,2.0
1225,2009-07-21,0.0,-28.56,-27.85,24.1,22.7,-33954.336,2.0
1226,2009-07-22,0.0,-28.57,-27.89,26.7,25.0,-32545.152,2.0
1227,2009-07-23,0.0,-28.72,-27.96,28.4,26.8,-35135.424,2.0
1228,2009-07-24,0.0,-28.84,-28.03,,,-37614.24,2.0
1229,2009-07-25,0.0,-28.92,-28.11,27.7,26.4,-35068.032,2.0
1230,2009-07-26,0.0,-28.76,-28.07,26.1,25.7,-28933.632,2.0
1231,2009-07-27,0.0,-28.77,-28.05,26.5,25.7,-29835.648,1.9
1232,2009-07-28,0.0,-28.9,-28.12,27.4,25.6,-34833.888,1.9
1233,2009-07-29,0.0,-29.01,-28.19,26.9,26.1,-33927.552,1.9
1234,2009-07-30,0.0,-28.97,-28.21,28.1,27.0,-31152.384,1.9
1235,2009-07-31,0.0,-29.07,-28.26,28.3,27.1,-32915.808,2.0
1236,2009-08-01,0.0,-29.12,-28.3,28.0,26.5,-33610.464,2.0
1237,2009-08-02,0.0,-29.01,-28.29,27.2,25.7,-30353.184,2.0
1238,2009-08-03,3.4,-28.88,-28.23,21.6,20.8,-27946.944,2.0
1239,2009-08-04,,-28.3,-28.0,21.0,20.6,-23658.048,2.1
1240,2009-08-05,0.0,-28.54,-28.01,22.7,22.3,-27252.288,2.0
1241,2009-08-06,0.0,-28.6,-27.97,23.9,23.4,-26917.92,2.1
1242,2009-08-07,0.0,-28.66,-28.02,24.9,24.5,-29763.072,2.1
1243,2009-08-08,0.0,-28.71,-28.03,25.2,25.2,-29871.072,2.0
1244,2009-08-09,0.1,-28.48,-28.03,23.9,23.1,-25907.04,2.0
1245,2009-08-10,0.0,-28.39,-27.96,23.9,23.2,-27028.512,2.0
1246,2009-08-11,0.0,-28.31,-27.9,25.1,24.5,-26040.096,2.0
1247,2009-08-12,0.0,-28.4,-27.92,25.6,25.1,-28872.288,2.1
1248,2009-08-13,0.0,-28.6,-28.0,25.2,24.4,-30657.312,2.2
1249,2009-08-14,0.0,-28.63,-28.04,25.9,25.4,-31202.496,2.1
1250,2009-08-15,0.0,-28.47,-28.03,27.0,26.3,-28127.52,2.0
1251,2009-08-16,0.0,-28.51,-28.01,27.7,26.7,-29150.496,2.1
1252,2009-08-17,0.0,-28.64,-28.06,25.9,24.8,-31790.016,2.2
1253,2009-08-18,0.0,-28.77,-28.17,26.8,26.6,-31699.296,2.2
1254,2009-08-19,0.0,-28.88,-28.21,27.3,27.0,-31979.232,2.1
1255,2009-08-20,0.0,-29.04,-28.25,27.6,27.0,-34706.88,2.0
1256,2009-08-21,0.0,-29.15,-28.32,28.1,27.1,-35823.168,2.0
1257,2009-08-22,0.0,-29.19,-28.36,28.0,27.0,-37257.408,2.0
1258,2009-08-23,0.0,-29.26,-28.42,26.5,25.8,-38312.352,2.0
1259,2009-08-24,0.0,-29.29,-28.43,26.2,26.3,-37975.392,2.0
1260,2009-08-25,0.0,-29.19,-28.38,26.1,25.4,,2.0
1261,2009-08-26,0.0,-29.19,-28.41,27.5,26.8,-35919.936,2.0
1262,2009-08-27,0.0,-29.17,-28.41,26.8,26.2,-35485.344,2.0
1263,2009-08-28,0.0,-29.08,-28.35,27.1,26.3,-32427.648,2.0
1264,2009-08-29,0.0,-29.02,-28.32,26.6,25.4,-33238.944,2.0
1265,2009-08-30,0.0,-28.88,-28.3,24.9,24.3,-30521.664,2.0
1266,2009-08-31,0.0,-29.04,-28.32,25.0,25.1,-34213.536,2.0
1267,2009-09-01,0.0,-29.18,-28.42,26.1,25.6,-36434.88,2.0
1268,2009-09-02,0.0,-29.2,-28.43,26.5,25.6,-36428.832,2.0
1269,2009-09-03,0.0,-29.15,-28.42,26.2,25.5,-35246.016,2.0
1270,2009-09-04,0.0,-29.17,-28.42,26.9,26.2,-34475.328,2.0
1271,2009-09-05,0.0,-29.18,-28.44,25.0,25.0,-34810.56,2.0
1272,2009-09-06,0.0,-29.11,-28.44,21.5,21.3,-30799.008,2.0
1273,2009-09-07,0.0,-29.05,-28.41,19.7,19.4,-31395.168,2.0
1274,2009-09-08,0.0,-29.2,-28.45,19.9,19.6,-33964.704,2.0
1275,2009-09-09,0.0,-29.19,-28.45,20.2,19.7,-33697.728,2.0
1276,2009-09-10,0.0,-29.22,-28.47,18.9,18.8,-34410.528,2.0
1277,2009-09-11,0.0,-29.19,-28.45,20.5,20.0,-33999.264,2.0
1278,2009-09-12,0.0,-29.2,-28.45,20.6,20.2,-34445.952,2.0
1279,2009-09-13,0.0,-29.0,-28.39,19.7,19.3,-30416.256,2.0
1280,2009-09-14,0.0,-29.13,-28.39,18.7,17.5,-32690.304,2.0
1281,2009-09-15,0.0,-29.07,-28.43,18.8,18.3,-34436.448,2.0
1282,2009-09-16,0.0,-28.86,-28.33,20.2,19.8,-30934.656,2.0
1283,2009-09-17,0.0,-28.81,-28.32,19.9,19.6,-31421.952,2.0
1284,2009-09-18,0.0,-28.83,-28.34,19.5,18.8,-31551.552,2.0
1285,2009-09-19,0.4,-29.02,-28.38,20.0,19.6,-34141.824,2.0
1286,2009-09-20,13.2,-28.98,-28.42,18.5,18.3,-32908.896,2.1
1287,2009-09-21,0.0,-28.73,-28.3,19.6,19.3,-29136.672,2.0
1288,2009-09-22,0.0,-28.9,-28.35,21.6,21.1,-31655.232,2.0
1289,2009-09-23,0.0,-28.97,-28.38,19.8,20.3,-32765.472,2.0
1290,2009-09-24,0.0,-28.99,-28.37,20.0,21.1,-34190.208,2.0
1291,2009-09-25,0.0,-29.27,-28.48,21.5,20.7,-37068.192,2.0
1292,2009-09-26,0.0,-29.34,-28.56,21.5,21.4,-36998.208,2.0
1293,2009-09-27,0.0,-29.3,-28.57,20.7,21.8,-35356.608,2.0
1294,2009-09-28,0.0,-29.32,-28.58,20.4,20.4,-35594.208,2.1
1295,2009-09-29,0.0,-29.34,-28.6,19.9,19.0,-35855.136,1.9
1296,2009-09-30,0.0,-29.36,-28.61,19.5,18.5,-36109.152,1.9
1297,2009-10-01,0.0,-29.33,-28.61,19.0,18.0,-36187.776,1.9
1298,2009-10-02,0.0,-29.35,-28.57,18.7,18.3,-36263.808,1.9
1299,2009-10-03,0.0,-29.44,-28.66,18.0,17.5,-36478.944,1.9
1300,2009-10-04,0.0,-29.37,-28.66,17.1,16.7,-35506.944,1.9
1301,2009-10-05,0.0,-29.24,-28.67,19.5,18.7,-35087.04,1.9
1302,2009-10-06,0.0,-29.46,-28.74,19.2,18.4,-36681.984,1.9
1303,2009-10-07,0.0,-29.48,-28.74,19.3,18.6,-37385.28,1.9
1304,2009-10-08,0.0,-29.51,-28.75,19.6,19.0,-37374.912,1.9
1305,2009-10-09,0.0,-29.52,-28.76,20.6,20.1,-38091.168,1.9
1306,2009-10-10,0.0,-29.43,-28.72,18.5,17.9,-34591.968,2.0
1307,2009-10-11,0.1,-29.28,-28.66,18.3,18.1,-33645.024,2.0
1308,2009-10-12,10.6,-29.31,-28.61,13.8,13.2,-33960.384,2.0
1309,2009-10-13,0.0,-29.32,-28.7,10.7,10.7,-32513.184,2.0
1310,2009-10-14,0.0,-29.28,-28.69,8.8,8.4,-31650.048,2.0
1311,2009-10-15,0.0,-29.31,-28.67,7.4,8.6,-33220.8,1.9
1312,2009-10-16,0.0,-29.4,-28.73,9.0,9.0,-35017.056,1.9
1313,2009-10-17,0.0,-29.42,-28.73,8.7,8.7,-36504.864,1.9
1314,2009-10-18,0.0,-29.38,-28.71,10.2,10.3,-34008.768,1.9
1315,2009-10-19,0.0,-29.37,-28.74,8.7,8.5,-34739.712,1.9
1316,2009-10-20,0.0,-29.46,-28.75,7.4,7.2,-35222.688,1.9
1317,2009-10-21,0.0,-29.37,-28.73,12.5,12.1,-33907.68,1.9
1318,2009-10-22,0.0,-29.24,-28.65,15.6,15.0,-33602.688,2.0
1319,2009-10-23,0.0,-29.36,-28.67,13.3,13.8,-33815.232,2.0
1320,2009-10-24,0.0,-29.56,-28.77,13.7,13.5,-35671.968,2.0
1321,2009-10-25,0.0,-29.7,-28.9,14.3,14.6,-37029.312,2.0
1322,2009-10-26,0.0,-29.61,-28.9,13.0,13.8,-35036.064,2.0
1323,2009-10-27,0.0,-29.69,-28.96,13.0,13.0,-36735.552,2.0
1324,2009-10-28,0.0,-29.68,-28.94,12.9,13.4,-36198.144,2.0
1325,2009-10-29,0.0,-29.72,-28.98,10.5,10.5,-36804.672,1.9
1326,2009-10-30,0.0,-29.76,-29.01,11.3,11.5,-37310.112,2.0
1327,2009-10-31,0.0,-29.79,-29.03,9.8,9.3,-37404.288,2.0
1328,2009-11-01,0.0,-29.66,-28.98,7.5,7.1,-34892.64,2.0
1329,2009-11-02,0.0,-29.6,-28.89,7.0,6.5,-33908.544,2.0
1330,2009-11-03,0.0,-29.59,-28.82,10.0,9.6,-35786.016,2.0
1331,2009-11-04,7.1,-29.68,-28.93,8.9,8.5,-37169.28,2.0
1332,2009-11-05,0.1,-29.76,-28.99,11.2,10.9,-37692.0,2.0
1333,2009-11-06,0.0,-29.69,-28.98,9.9,9.6,-35909.568,2.0
1334,2009-11-07,0.0,-29.75,-29.03,9.7,9.5,-37268.64,2.0
1335,2009-11-08,10.8,-29.7,-28.97,8.7,8.2,-36380.448,2.0
1336,2009-11-09,4.4,-29.61,-28.99,9.5,9.6,-34445.088,2.1
1337,2009-11-10,0.0,-29.62,-28.98,8.9,9.2,-33810.048,2.1
1338,2009-11-11,0.0,-29.71,-29.04,7.7,7.9,-35766.144,2.0
1339,2009-11-12,0.0,-29.74,-29.1,5.9,5.7,-34731.072,2.0
1340,2009-11-13,0.0,-29.67,-29.08,6.9,6.8,-32858.784,2.0
1341,2009-11-14,0.0,-29.65,-29.03,10.4,10.2,-33280.416,2.0
1342,2009-11-15,0.0,-29.57,-28.97,13.0,12.5,-31205.952,2.0
1343,2009-11-16,0.0,-29.59,-28.96,13.5,13.0,-32047.488,2.0
1344,2009-11-17,0.0,-29.61,-28.98,12.0,12.0,-32050.944,2.0
1345,2009-11-18,0.0,-29.7,-29.05,9.8,10.3,-33141.312,2.0
1346,2009-11-19,0.0,-29.73,-29.07,9.0,9.6,-33681.312,2.0
1347,2009-11-20,0.0,-29.83,-29.12,9.0,9.4,-34930.656,2.0
1348,2009-11-21,0.0,-29.84,-29.11,8.2,8.7,-34130.592,2.0
1349,2009-11-22,0.0,-29.81,-29.09,6.5,6.2,-32762.88,2.0
1350,2009-11-23,0.0,-29.88,-29.11,11.9,11.6,-32515.776,2.0
1351,2009-11-24,0.0,-29.9,-29.13,11.4,10.8,-33146.496,2.0
1352,2009-11-25,0.1,-29.87,-29.15,7.0,6.8,-33603.552,2.0
1353,2009-11-26,0.0,-29.85,-29.12,10.4,10.5,-33071.328,1.9
1354,2009-11-27,0.0,-29.84,-29.1,10.9,10.5,-33219.072,2.0
1355,2009-11-28,12.8,-29.87,-29.13,11.1,11.0,-33843.744,2.1
1356,2009-11-29,0.0,-29.84,-29.11,9.5,9.8,-33837.696,2.2
1357,2009-11-30,7.5,-29.83,-29.06,13.9,13.6,-33449.76,2.1
1358,2009-12-01,0.0,-29.9,-29.14,8.9,8.8,-33773.76,2.3
1359,2009-12-02,0.0,-29.95,-29.22,4.4,4.2,-33702.048,2.2
1360,2009-12-03,0.1,-29.97,-29.21,2.4,1.8,-32612.544,2.2
1361,2009-12-04,14.3,-29.84,-29.11,5.5,5.4,-32899.392,2.2
1362,2009-12-05,0.1,-29.93,-29.19,6.1,6.9,-33506.784,2.3
1363,2009-12-06,0.0,-29.93,-29.23,4.0,3.7,-31852.224,2.3
1364,2009-12-07,0.0,-29.88,-29.19,8.2,8.0,-32782.752,2.2
1365,2009-12-08,0.0,-29.78,-29.12,11.3,11.0,-30176.064,2.2
1366,2009-12-09,0.0,-29.88,-29.17,7.9,7.5,-32862.24,2.2
1367,2009-12-10,0.0,-29.95,-29.22,7.2,6.9,-34104.672,2.2
1368,2009-12-11,0.0,-30.05,-29.25,4.6,4.9,-36398.592,2.2
1369,2009-12-12,0.0,-30.03,-29.25,5.0,4.9,-35502.624,2.2
1370,2009-12-13,2.7,-30.09,-29.29,4.8,5.9,-36114.336,2.2
1371,2009-12-14,0.0,-30.01,-29.26,5.8,5.5,-34744.896,2.3
1372,2009-12-15,0.0,-29.98,-29.23,4.6,4.2,-33023.808,2.3
1373,2009-12-16,0.0,-29.91,-29.21,3.5,3.3,-31383.072,2.3
1374,2009-12-17,0.0,-29.91,-29.21,2.6,2.7,-32595.264,2.3
1375,2009-12-18,0.0,-29.99,-29.25,2.2,2.2,-33486.912,2.3
1376,2009-12-19,11.9,-29.98,-29.22,,0.5,-33278.688,2.3
1377,2009-12-20,0.0,-30.08,-29.36,,,-33933.6,2.3
1378,2009-12-21,0.0,-30.13,-29.41,,0.4,-34980.768,2.3
1379,2009-12-22,0.0,-30.1,-29.33,11.5,11.6,-35103.456,2.6
1380,2009-12-23,0.0,-30.21,-29.39,13.8,13.8,,2.8
1381,2009-12-24,0.0,-30.15,-29.37,14.9,15.1,-35526.816,2.7
1382,2009-12-25,7.7,-29.72,-29.27,14.2,14.0,-26374.464,2.8
1383,2009-12-26,0.0,-29.83,-29.25,7.2,6.8,-27611.712,2.8
1384,2009-12-27,0.0,-29.84,-29.21,6.3,6.1,-28548.288,2.8
1385,2009-12-28,5.1,-29.88,-29.25,6.9,6.8,-30116.448,2.7
1386,2009-12-29,0.0,-29.76,-29.15,10.6,10.1,-26333.856,2.7
1387,2009-12-30,0.8,-29.7,-29.1,14.3,13.9,-26269.92,2.7
1388,2009-12-31,3.0,-29.82,-29.1,14.7,14.2,-30064.608,2.6
1389,2010-01-01,,-29.78,-29.08,8.3,7.9,-25730.784,3.1
1390,2010-01-02,0.0,-29.84,-29.14,8.0,8.0,-29223.072,3.3
1391,2010-01-03,0.0,-29.94,-29.28,3.2,3.4,-29715.552,2.9
1392,2010-01-04,0.0,-29.77,-29.16,2.1,2.0,-27174.528,2.7
1393,2010-01-05,,-29.58,-29.03,4.7,4.5,-25946.784,3.1
1394,2010-01-06,0.0,-29.68,-29.04,8.8,8.7,-27055.296,
1395,2010-01-07,0.0,-29.64,-29.06,7.9,8.0,-26687.232,
1396,2010-01-08,0.0,-29.59,-28.96,7.9,7.9,-26373.6,
1397,2010-01-09,3.6,-29.66,-28.99,7.5,7.5,-28149.12,
1398,2010-01-10,0.0,-29.69,-29.03,5.4,5.6,-27006.912,3.1
1399,2010-01-11,0.0,-29.62,-29.02,3.4,3.4,-26182.656,2.9
1400,2010-01-12,0.1,-29.65,-28.99,,0.4,-27181.44,2.8
1401,2010-01-13,0.0,-29.56,-28.9,3.2,3.4,-27298.944,2.7
1402,2010-01-14,0.0,-29.53,-28.9,3.8,5.5,-27240.192,2.6
1403,2010-01-15,0.0,-29.54,-28.91,5.2,5.8,-27903.744,2.6
1404,2010-01-16,0.0,-29.55,-28.94,4.7,4.8,-27692.928,2.6
1405,2010-01-17,0.0,-29.51,-28.86,1.7,1.8,-25844.832,2.5
1406,2010-01-18,0.1,-29.4,-28.8,4.5,4.7,-25982.208,2.5
1407,2010-01-19,0.0,-29.37,-28.75,2.3,3.3,-26390.016,2.5
1408,2010-01-20,0.0,-29.39,-28.73,,1.8,-28549.152,2.4
1409,2010-01-21,0.0,-29.44,-28.74,2.6,3.6,-30546.72,2.4
1410,2010-01-22,0.0,-29.47,-28.78,,2.2,-29787.264,2.4
1411,2010-01-23,0.0,-29.46,-28.77,2.8,2.7,-30443.04,2.4
1412,2010-01-24,0.0,-29.37,-28.73,,0.9,-29510.784,2.4
1413,2010-01-25,0.0,-29.34,-28.69,4.1,4.3,-29325.888,2.4
1414,2010-01-26,12.7,-29.22,-28.6,3.7,3.5,-26953.344,2.4
1415,2010-01-27,0.0,-29.21,-28.55,4.1,3.4,-27984.96,2.5
1416,2010-01-28,0.0,-28.96,-28.43,,0.6,-26308.8,2.4
1417,2010-01-29,0.0,-29.09,-28.41,,1.6,-28707.264,2.4
1418,2010-01-30,0.0,-29.09,-28.36,6.2,5.9,-28721.952,2.4
1419,2010-01-31,0.0,-29.13,-28.44,3.3,3.1,-28084.32,2.6
1420,2010-02-01,0.0,-29.19,-28.5,,0.2,-27634.176,2.5
1421,2010-02-02,0.0,-29.14,-28.52,,0.0,-28485.216,2.5
1422,2010-02-03,0.0,-29.14,-28.5,3.7,3.4,-29073.6,2.5
1423,2010-02-04,0.0,-29.1,-28.51,6.6,6.1,-28097.28,2.4
1424,2010-02-05,,-28.97,-28.41,5.3,5.2,-27845.856,2.5
1425,2010-02-06,0.0,-29.01,-28.37,4.3,4.1,-30117.312,2.9
1426,2010-02-07,0.0,-28.66,-28.3,4.8,4.6,-27258.336,2.8
1427,2010-02-08,0.0,-28.99,-28.35,2.9,2.6,-29261.088,2.7
1428,2010-02-09,3.3,-28.95,-28.3,2.7,3.0,-28789.344,2.6
1429,2010-02-10,0.0,-28.84,-28.23,4.0,4.1,-28385.856,2.7
1430,2010-02-11,0.0,-28.87,-28.26,3.2,3.1,-27807.84,2.7
1431,2010-02-12,0.6,-28.89,-28.29,1.9,1.7,-28737.504,2.7
1432,2010-02-13,0.0,-29.04,-28.37,2.4,2.1,-30690.144,2.6
1433,2010-02-14,0.0,-28.88,-28.28,3.9,4.2,-29611.872,2.6
1434,2010-02-15,0.0,-28.83,-28.26,6.5,6.8,-29280.096,2.6
1435,2010-02-16,0.0,-28.76,-28.22,6.4,6.4,-28899.072,2.6
1436,2010-02-17,0.0,-28.74,-28.15,8.7,8.8,-29039.04,2.5
1437,2010-02-18,1.2,-28.65,-28.14,12.0,11.8,-28455.84,2.7
1438,2010-02-19,0.0,-28.7,-28.05,11.0,10.7,-28434.24,2.9
1439,2010-02-20,0.0,-28.68,-28.05,8.3,8.0,-28166.4,3.1
1440,2010-02-21,0.5,-28.67,-28.1,7.7,7.4,-27768.96,3.2
1441,2010-02-22,0.0,-28.61,-28.03,7.9,7.5,-28289.952,3.0
1442,2010-02-23,0.0,-28.52,-27.96,12.3,11.8,-28180.224,3.2
1443,2010-02-24,0.0,-28.59,-27.97,10.5,10.3,-28575.072,3.3
1444,2010-02-25,0.0,-28.39,-27.91,10.3,10.1,-26650.944,3.1
1445,2010-02-26,0.3,-28.39,-27.83,12.1,11.9,-27958.176,3.0
1446,2010-02-27,0.0,-28.49,-27.9,10.2,9.7,-28399.68,2.9
1447,2010-02-28,0.0,-28.2,-27.77,12.9,12.5,-25144.992,2.8
1448,2010-03-01,7.0,-28.16,-27.7,12.7,12.8,-25276.32,2.7
1449,2010-03-02,0.0,-28.39,-27.8,10.4,10.1,-27832.896,2.8
1450,2010-03-03,0.1,-28.25,-27.65,8.3,8.4,-26872.128,2.7
1451,2010-03-04,0.0,-28.24,-27.56,8.2,8.1,-27307.584,2.7
1452,2010-03-05,0.0,-28.27,-27.62,5.2,4.8,-28559.52,2.7
1453,2010-03-06,0.0,-28.31,-27.62,4.0,3.7,-28823.904,2.6
1454,2010-03-07,0.0,-28.19,-27.56,3.5,3.4,-28828.224,2.6
1455,2010-03-08,0.0,-28.11,-27.48,3.7,3.1,-28755.648,2.6
1456,2010-03-09,6.0,-27.96,-27.39,3.3,2.7,-28407.456,2.6
1457,2010-03-10,0.0,-28.08,-27.37,4.8,4.4,-29382.048,2.7
1458,2010-03-11,0.0,-28.06,-27.37,3.5,3.5,-30672.864,2.7
1459,2010-03-12,0.8,-27.95,-27.37,6.4,6.3,-29093.472,2.7
1460,2010-03-13,0.0,-28.0,-27.35,6.3,6.1,-30240.864,2.7
1461,2010-03-14,0.0,-27.95,-27.29,6.2,6.5,-29772.576,2.7
1462,2010-03-15,0.0,-27.88,-27.26,7.6,7.4,-29472.768,2.6
1463,2010-03-16,0.0,-27.92,-27.27,7.1,6.7,-30235.68,2.6
1464,2010-03-17,0.0,-27.88,-27.27,7.9,7.4,-29597.184,2.6
1465,2010-03-18,0.0,-27.85,-27.22,8.5,7.8,-30076.704,2.6
1466,2010-03-19,0.0,-27.8,-27.16,9.6,9.0,-29795.04,2.5
1467,2010-03-20,0.0,-27.74,-27.08,11.0,10.4,-29649.888,2.5
1468,2010-03-21,0.0,-27.46,-26.95,11.5,10.9,-27330.048,2.5
1469,2010-03-22,0.0,-27.62,-26.94,11.9,11.6,-30145.824,2.5
1470,2010-03-23,0.0,-27.61,-26.9,13.3,13.0,-29899.584,2.5
1471,2010-03-24,0.0,-27.59,-26.88,13.0,12.9,-30392.928,2.5
1472,2010-03-25,0.0,-27.45,-26.85,13.0,12.5,-29750.976,2.4
1473,2010-03-26,0.0,-27.35,-26.78,13.9,13.3,-30524.256,2.4
1474,2010-03-27,0.0,-27.31,-26.71,12.2,12.0,-30421.44,2.4
1475,2010-03-28,0.0,-26.98,-26.64,12.7,12.0,-28461.024,2.4
1476,2010-03-29,0.0,-27.12,-26.63,12.4,11.4,-29742.336,2.4
1477,2010-03-30,0.0,-27.07,-26.55,13.6,13.0,-30382.56,2.4
1478,2010-03-31,0.0,-27.14,-26.56,13.1,12.5,-30345.408,2.4
1479,2010-04-01,0.0,-27.12,-26.58,10.9,10.0,-30392.064,2.3
1480,2010-04-02,0.0,-27.07,-26.56,11.3,10.8,-30416.256,2.3
1481,2010-04-03,0.0,-27.08,-26.58,10.8,10.2,-31186.08,2.3
1482,2010-04-04,0.0,-26.91,-26.51,7.6,7.3,-27911.52,2.4
1483,2010-04-05,4.5,-26.78,-26.34,9.0,8.5,-23087.808,2.7
1484,2010-04-06,0.0,-26.63,-26.35,9.8,9.3,-26806.464,2.6
1485,2010-04-07,0.0,-26.87,-26.38,12.1,11.7,-30120.768,2.5
1486,2010-04-08,0.0,-26.71,-26.33,12.0,11.6,-27752.544,2.5
1487,2010-04-09,0.0,-26.86,-26.35,12.7,12.8,-29311.2,2.4
1488,2010-04-10,0.0,-26.88,-26.34,13.6,12.7,-31201.632,2.4
1489,2010-04-11,0.0,-26.72,-26.21,7.5,6.9,-27103.68,2.5
1490,2010-04-12,0.9,-26.79,-26.2,9.3,9.6,-29438.208,2.5
1491,2010-04-13,0.0,-26.68,-26.17,9.8,9.4,-27343.008,2.2
1492,2010-04-14,0.0,-26.57,-26.11,10.9,10.3,-26569.728,2.1
1493,2010-04-15,0.0,-26.79,-26.17,12.9,12.5,-29223.936,2.1
1494,2010-04-16,0.0,-26.81,-26.16,11.8,11.8,-28342.656,2.2
1495,2010-04-17,0.0,-26.77,-26.15,11.5,11.4,-27753.408,2.4
1496,2010-04-18,0.0,-26.66,-26.09,12.2,12.0,-27562.464,2.5
1497,2010-04-19,0.0,-26.7,-26.1,12.2,11.4,-28880.064,2.5
1498,2010-04-20,0.0,-26.52,-26.1,13.4,12.6,-28311.552,2.5
1499,2010-04-21,0.0,-26.63,-26.1,14.9,14.2,-29424.384,2.4
1500,2010-04-22,0.0,-26.55,-26.05,16.1,15.5,-29222.208,2.3
1501,2010-04-23,0.0,-26.61,-26.04,13.0,12.7,-28227.744,2.3
1502,2010-04-24,0.0,-26.47,-25.98,14.8,14.3,-29229.12,2.4
1503,2010-04-25,0.0,-26.36,-25.98,16.5,16.6,-27742.176,2.4
1504,2010-04-26,0.0,-26.52,-25.98,18.5,17.9,-29704.32,2.3
1505,2010-04-27,0.0,-26.58,-26.03,16.8,16.2,-31035.744,2.3
1506,2010-04-28,0.0,-26.5,-26.01,17.4,17.1,-29166.912,2.2
1507,2010-04-29,0.0,-26.55,-26.0,16.9,16.7,-30972.672,2.1
1508,2010-04-30,0.0,-26.53,-25.99,17.2,16.5,-30746.304,2.1
1509,2010-05-01,0.0,-26.53,-25.97,17.3,16.3,-30464.64,2.2
1510,2010-05-02,0.0,-26.05,-25.79,16.3,15.6,-23686.56,2.4
1511,2010-05-03,6.5,-26.03,-25.69,17.5,16.5,-25918.272,2.5
1512,2010-05-04,0.0,-26.03,-25.65,16.6,16.0,-26576.64,2.5
1513,2010-05-05,0.3,-26.31,-25.73,14.4,14.2,-29960.064,2.4
1514,2010-05-06,0.0,-26.29,-25.76,10.9,10.4,-28631.232,2.3
1515,2010-05-07,0.0,-26.31,-25.78,13.2,12.6,-29571.264,2.3
1516,2010-05-08,0.0,-26.32,-25.78,14.0,13.3,-29838.24,2.3
1517,2010-05-09,0.0,-26.01,-25.69,14.7,13.9,-26657.856,2.3
1518,2010-05-10,0.0,-26.07,-25.66,16.3,15.9,-27371.52,2.3
1519,2010-05-11,0.0,-25.96,-25.61,16.4,16.0,-26873.856,2.4
1520,2010-05-12,16.1,-26.15,-25.65,16.0,15.4,-27857.088,2.4
1521,2010-05-13,0.0,-26.08,-25.63,14.3,13.5,-28105.056,2.5
1522,2010-05-14,,-26.04,-25.6,13.2,12.7,-28744.416,2.9
1523,2010-05-15,,-25.94,-25.49,11.6,11.4,-27272.16,
1524,2010-05-16,0.0,-25.88,-25.51,12.6,12.2,-25475.904,3.3
1525,2010-05-17,0.0,-25.86,-25.53,14.3,13.6,-26365.824,3.0
1526,2010-05-18,3.7,-26.03,-25.55,15.0,14.4,-27584.064,2.9
1527,2010-05-19,0.0,-25.94,-25.5,13.7,12.8,-27372.384,2.8
1528,2010-05-20,0.0,-26.07,-25.52,14.4,14.0,-28449.792,2.7
