,Date,Rainfall_Simignano,Rainfall_Siena_Poggio_al_Vento,Rainfall_Mensano,Rainfall_Montalcinello,Rainfall_Monticiano_la_Pineta,Rainfall_Sovicille,Rainfall_Ponte_Orgia,Rainfall_Scorgiano,Rainfall_Pentolina,Rainfall_Monteroni_Arbia_Biena,Depth_to_Groundwater_Podere_Casetta,Depth_to_Groundwater_Pozzo_1,Depth_to_Groundwater_Pozzo_3,Depth_to_Groundwater_Pozzo_4,Temperature_Siena_Poggio_al_Vento,Temperature_Mensano,Temperature_Pentolina,Temperature_Monteroni_Arbia_Biena,Volume_Pozzo_1,Volume_Pozzo_3,Volume_Pozzo_4
2968,2008-02-16,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,2.55,3.35,,,
2969,2008-02-17,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,0.55,0.85,,,
2970,2008-02-18,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,1.8,1.0,,,
2971,2008-02-19,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,6.05,4.8,,,
2972,2008-02-20,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,5.45,5.65,,,
2973,2008-02-21,0.0,,,0.0,,0.0,,,,,-8.6,,,,0.0,0.0,8.7,7.9,,,
2974,2008-02-22,0.0,,,0.2,,0.0,,,,,-8.6,,,,0.0,0.0,9.35,7.0,,,
2975,2008-02-23,0.2,,,0.0,,0.0,,,,,-8.6,,,,0.0,0.0,8.6,6.8,,,
2976,2008-02-24,0.2,,,0.4,,0.0,,,,,-8.6,,,,0.0,0.0,9.85,9.4,,,
2977,2008-02-25,0.0,,,0.2,,0.0,,,,,-8.6,,,,0.0,0.0,9.55,7.15,,,
2978,2008-02-26,0.0,,,0.2,,0.4,,,,,-8.6,,,,0.0,0.0,9.3,8.3,,,
2979,2008-02-27,3.4,,,4.8,,1.8,,,,,-8.6,,,,0.0,0.0,9.85,11.3,,,
2980,2008-02-28,0.0,,,2.2,,0.0,,,,,-8.6,,,,0.0,0.0,11.6,13.15,,,
2981,2008-02-29,0.0,,,0.0,,0.0,,,,,-8.6,,,,0.0,0.0,9.9,12.4,,,
2982,2008-03-01,0.0,,,0.0,,0.0,,,,,-8.6,,,,0.0,0.0,10.5,10.3,,,
2983,2008-03-02,0.2,,,0.2,,0.0,,,,,-8.6,,,,0.0,0.0,12.05,10.55,,,
2984,2008-03-03,0.0,,,0.0,,0.0,,,,,-8.6,,,,0.0,0.0,12.2,11.95,,,
2985,2008-03-04,0.0,,,0.0,,0.0,,,,,-8.6,,,,0.0,0.0,8.75,9.35,,,
2986,2008-03-05,5.6,,,3.8,,3.4,,,,,-8.6,,,,0.0,0.0,2.9,5.95,,,
2987,2008-03-06,1.0,,,2.8,,5.6,,,,,-8.7,,,,0.0,0.0,2.7,4.5,,,
2988,2008-03-07,8.8,,,19.8,,7.6,,,,,-8.7,,,,0.0,0.0,1.55,3.55,,,
2989,2008-03-08,12.4,,,0.2,,0.0,,,,,-8.7,,,,0.0,0.0,5.05,6.8,,,
2990,2008-03-09,0.4,,,2.4,,0.0,,,,,-8.7,,,,0.0,0.0,7.1,7.35,,,
2991,2008-03-10,4.2,,,7.0,,5.8,,,,,-8.6,,,,0.0,0.0,8.25,9.1,,,
2992,2008-03-11,7.6,,,1.4,,1.0,,,,,-8.6,,,,0.0,0.0,8.85,10.35,,,
2993,2008-03-12,0.2,,,0.0,,0.0,,,,,-8.6,,,,0.0,0.0,11.55,12.75,,,
2994,2008-03-13,0.0,,,0.0,,0.0,,,,,-8.7,,,,0.0,0.0,12.35,12.2,,,
2995,2008-03-14,0.0,,,0.2,,0.0,,,,,-8.7,,,,0.0,0.0,11.2,10.0,,,
2996,2008-03-15,0.2,,,0.0,,0.0,,,,,-8.7,,,,0.0,0.0,11.0,12.7,,,
2997,2008-03-16,0.0,,,0.0,,0.0,,,,,-8.7,,,,0.0,0.0,10.85,9.65,,,
2998,2008-03-17,0.0,,,0.0,,0.0,,,,,-8.7,,,,0.0,0.0,10.45,10.25,,,
2999,2008-03-18,0.0,,,0.0,,0.0,,,,,-8.6,,,,0.0,0.0,10.3,9.4,,,
3000,2008-03-19,0.0,,,0.0,,0.0,,,,,-8.7,,,,0.0,0.0,9.4,10.25,,,
3001,2008-03-20,2.6,,,7.0,,2.8,,,,,-8.7,,,,0.0,0.0,4.9,3.9,,,
3002,2008-03-21,3.8,,,17.0,,10.8,,,,,-8.7,,,,0.0,0.0,4.8,3.85,,,
3003,2008-03-22,,,,8.0,,10.2,,,,,-8.6,,,,0.0,0.0,7.15,7.5,,,
3004,2008-03-23,0.0,,,19.6,,12.6,,,,,-8.6,,,,0.0,0.0,3.45,3.3,,,
3005,2008-03-24,,,,2.6,,1.4,,,,,-8.6,,,,0.0,0.0,4.35,5.0,,,
3006,2008-03-25,1.6,,,1.4,,0.0,,,,,-8.6,,,,0.0,0.0,5.85,6.2,,,
3007,2008-03-26,1.2,,,1.0,,1.4,,,,,-8.6,,,,0.0,0.0,8.35,8.65,,,
3008,2008-03-27,0.0,,,8.6,,8.4,,,,,-8.6,,,,0.0,0.0,8.6,9.15,,,
3009,2008-03-28,7.2,,,2.6,,1.6,,,,,-8.6,,,,0.0,0.0,9.35,9.95,,,
3010,2008-03-29,0.2,,,0.0,,0.0,,,,,-8.6,,,,0.0,0.0,10.7,9.5,,,
3011,2008-03-30,0.0,,,0.0,,0.0,,,,,-8.6,,,,0.0,0.0,12.45,11.15,,,
3012,2008-03-31,0.0,,,0.0,,0.0,,,,,-8.6,,,,0.0,0.0,11.75,10.85,,,
3013,2008-04-01,0.0,,,0.0,,0.0,,,,,-8.6,,,,0.0,0.0,14.3,11.5,,,
3014,2008-04-02,0.0,,,0.0,,0.0,,,,,-8.6,,,,0.0,0.0,13.55,11.75,,,
3015,2008-04-03,0.0,,,2.4,,0.6,,,,,-8.6,,,,0.0,0.0,10.2,8.25,,,
3016,2008-04-04,3.6,,,0.0,,0.0,,,,,-8.6,,,,0.0,0.0,8.9,8.35,,,
3017,2008-04-05,0.0,,,0.0,,0.0,,,,,-8.6,,,,0.0,0.0,10.05,8.0,,,
3018,2008-04-06,0.0,,,0.0,,0.0,,,,,-8.6,,,,0.0,0.0,10.15,8.9,,,
3019,2008-04-07,0.0,,,0.0,,0.0,,,,,-8.6,,,,0.0,0.0,11.45,13.25,,,
3020,2008-04-08,0.0,,,0.0,,0.2,,,,,-8.6,,,,0.0,0.0,11.5,11.7,,,
3021,2008-04-09,1.6,,,0.4,,0.2,,,,,-8.7,,,,0.0,0.0,11.4,11.5,,,
3022,2008-04-10,0.6,,,0.2,,0.0,,,,,-8.7,,,,0.0,0.0,14.55,17.15,,,
3023,2008-04-11,0.0,,,0.0,,0.0,,,,,-8.7,,,,0.0,0.0,14.05,16.25,,,
3024,2008-04-12,7.6,,,5.8,,5.0,,,,,-8.7,,,,0.0,0.0,10.05,11.65,,,
3025,2008-04-13,2.6,,,1.2,,4.2,,,,,-8.7,,,,0.0,0.0,10.55,10.45,,,
3026,2008-04-14,4.6,,,3.8,,4.8,,,,,-8.7,,,,0.0,0.0,10.25,9.65,,,
3027,2008-04-15,8.0,,,13.0,,7.0,,,,,-8.7,,,,0.0,0.0,7.7,7.85,,,
3028,2008-04-16,8.4,,,0.2,,0.0,,,,,-8.7,,,,0.0,0.0,10.4,10.65,,,
3029,2008-04-17,0.0,,,0.8,,0.0,,,,,-8.7,,,,0.0,0.0,10.55,11.65,,,
3030,2008-04-18,9.4,,,14.8,,5.0,,,,,-8.7,,,,0.0,0.0,11.0,12.75,,,
3031,2008-04-19,0.0,,,0.0,,0.0,,,,,-8.7,,,,0.0,0.0,13.75,13.1,,,
3032,2008-04-20,0.2,,,0.0,,0.0,,,,,-8.7,,,,0.0,0.0,13.1,12.85,,,
3033,2008-04-21,9.0,,,10.0,,9.6,,,,,-8.7,,,,0.0,0.0,11.2,12.35,,,
3034,2008-04-22,1.2,,,0.2,,0.0,,,,,-8.7,,,,0.0,0.0,10.3,11.05,,,
3035,2008-04-23,0.0,,,0.2,,0.0,,,,,-8.7,,,,0.0,0.0,13.3,13.15,,,
3036,2008-04-24,0.0,,,0.2,,13.8,,,,,-8.7,,,,0.0,0.0,13.55,13.5,,,
3037,2008-04-25,1.2,,,0.2,,0.0,,,,,-8.7,,,,0.0,0.0,14.7,13.95,,,
3038,2008-04-26,0.0,,,0.0,,0.0,,,,,-8.7,,,,0.0,0.0,13.7,12.15,,,
3039,2008-04-27,0.0,,,0.0,,0.0,,,,,-8.7,,,,0.0,0.0,14.2,12.4,,,
3040,2008-04-28,0.0,,,0.0,,0.0,,,,,-8.7,,,,0.0,0.0,13.85,12.45,,,
3041,2008-04-29,3.8,,,2.0,,3.2,,,,,-8.7,,,,0.0,0.0,11.6,13.0,,,
3042,2008-04-30,0.6,,,0.2,,0.0,,,,,-8.7,,,,0.0,0.0,12.75,13.5,,,
3043,2008-05-01,0.0,,,0.0,,0.0,,,,,-8.7,,,,0.0,0.0,14.45,12.95,,,
3044,2008-05-02,0.0,,,0.0,,0.0,,,,,-8.7,,,,0.0,0.0,14.35,13.05,,,
3045,2008-05-03,0.0,,,0.0,,0.0,,,,,-8.7,,,,0.0,0.0,17.7,14.9,,,
3046,2008-05-04,0.0,,,0.0,,0.0,,,,,-8.7,,,,0.0,0.0,18.55,15.35,,,
3047,2008-05-05,0.0,,,0.6,,3.4,,,,,-8.7,,,,0.0,0.0,13.45,12.1,,,
3048,2008-05-06,4.8,,,0.0,,0.0,,,,,-8.8,,,,0.0,0.0,12.95,12.15,,,
3049,2008-05-07,0.0,,,0.0,,0.0,,,,,-8.8,,,,0.0,0.0,15.7,14.0,,,
3050,2008-05-08,0.0,,,0.0,,0.0,,,,,-8.8,,,,0.0,0.0,15.75,14.35,,,
3051,2008-05-09,0.0,,,0.0,,0.0,,,,,-8.8,,,,0.0,0.0,16.25,14.95,,,
3052,2008-05-10,0.0,,,0.0,,0.0,,,,,-8.8,,,,0.0,0.0,16.95,14.4,,,
3053,2008-05-11,0.0,,,0.0,,0.0,,,,,-8.8,,,,0.0,0.0,16.65,14.85,,,
3054,2008-05-12,0.0,,,1.6,,0.0,,,,,-8.8,,,,0.0,0.0,14.7,15.7,,,
3055,2008-05-13,0.8,,,8.8,,4.2,,,,,-8.8,,,,0.0,0.0,15.1,15.6,,,
3056,2008-05-14,0.4,,,0.0,,0.0,,,,,-8.8,,,,0.0,0.0,16.15,16.9,,,
3057,2008-05-15,0.0,,,0.0,,0.0,,,,,-8.8,,,,0.0,0.0,14.8,15.6,,,
3058,2008-05-16,0.6,,,0.0,,0.0,,,,,-8.8,,,,0.0,0.0,15.25,15.8,,,
3059,2008-05-17,1.0,,,0.6,,1.2,,,,,-8.8,,,,0.0,0.0,16.55,19.15,,,
3060,2008-05-18,11.2,,,9.2,,14.0,,,,,-8.8,,,,0.0,0.0,15.75,16.8,,,
3061,2008-05-19,2.0,,,3.2,,1.4,,,,,-8.8,,,,0.0,0.0,14.55,15.65,,,
3062,2008-05-20,6.8,,,7.4,,6.0,,,,,-8.8,,,,0.0,0.0,12.0,15.05,,,
3063,2008-05-21,12.2,,,3.2,,0.0,,,,,-8.8,,,,0.0,0.0,15.4,16.35,,,
3064,2008-05-22,1.4,,,0.0,,0.0,,,,,-8.8,,,,0.0,0.0,15.3,15.65,,,
3065,2008-05-23,0.0,,,0.2,,0.0,,,,,-8.8,,,,0.0,0.0,14.85,14.25,,,
3066,2008-05-24,0.2,,,0.0,,0.0,,,,,-8.8,,,,0.0,0.0,16.4,16.95,,,
3067,2008-05-25,0.0,,,0.0,,0.0,,,,,-8.8,,,,0.0,0.0,17.6,18.9,,,
3068,2008-05-26,0.0,,,0.0,,0.0,,,,,-8.8,,,,0.0,0.0,20.2,19.95,,,
3069,2008-05-27,0.0,,,0.0,,0.0,,,,,-8.9,,,,0.0,0.0,23.1,21.8,,,
3070,2008-05-28,0.0,,,0.0,,0.0,,,,,-8.9,,,,0.0,0.0,22.3,21.55,,,
3071,2008-05-29,0.0,,,2.4,,2.8,,,,,-8.9,,,,0.0,0.0,18.2,18.95,,,
3072,2008-05-30,6.2,,,5.6,,10.4,,,,,-8.9,,,,0.0,0.0,14.8,16.5,,,
3073,2008-05-31,13.4,,,0.2,,0.2,,,,,-8.9,,,,0.0,0.0,17.4,19.45,,,
3074,2008-06-01,0.0,,,0.0,,0.0,,,,,-8.9,,,,0.0,0.0,17.9,18.45,,,
3075,2008-06-02,0.0,,,0.4,,1.0,,,,,-8.9,,,,0.0,0.0,16.0,16.6,,,
3076,2008-06-03,1.2,,,4.2,,2.2,,,,,-8.9,,,,0.0,0.0,16.35,16.25,,,
3077,2008-06-04,3.2,,,0.0,,0.6,,,,,-8.9,,,,0.0,0.0,16.1,16.8,,,
3078,2008-06-05,0.0,,,0.6,,2.8,,,,,-8.9,,,,0.0,0.0,15.5,17.8,,,
3079,2008-06-06,2.8,,,2.2,,0.4,,,,,-8.9,,,,0.0,0.0,16.2,17.3,,,
3080,2008-06-07,0.4,,,1.2,,1.2,,,,,-8.9,,,,0.0,0.0,15.45,16.75,,,
3081,2008-06-08,0.8,,,6.2,,1.6,,,,,-8.9,,,,0.0,0.0,16.85,18.1,,,
3082,2008-06-09,5.0,,,0.4,,18.2,,,,,-8.9,,,,0.0,0.0,18.2,19.15,,,
3083,2008-06-10,2.6,,,0.0,,0.0,,,,,-8.9,,,,0.0,0.0,18.95,19.5,,,
3084,2008-06-11,0.0,,,0.0,,0.0,,,,,-8.9,,,,0.0,0.0,18.55,19.05,,,
3085,2008-06-12,0.0,,,13.4,,4.6,,,,,-8.9,,,,0.0,0.0,16.0,17.6,,,
3086,2008-06-13,22.8,,,0.2,,14.0,,,,,-8.9,,,,0.0,0.0,16.75,19.3,,,
3087,2008-06-14,13.2,,,0.2,,0.4,,,,,-8.9,,,,0.0,0.0,15.8,15.95,,,
3088,2008-06-15,0.2,,,0.0,,0.0,,,,,-8.9,,,,0.0,0.0,14.95,15.05,,,
3089,2008-06-16,0.4,,,0.0,,0.2,,,,,-8.9,,,,0.0,0.0,17.2,18.35,,,
3090,2008-06-17,0.0,,,19.4,,14.0,,,,,-8.9,,,,0.0,0.0,18.1,18.25,,,
3091,2008-06-18,15.0,,,0.4,,0.8,,,,,-8.9,,,,0.0,0.0,18.85,20.75,,,
3092,2008-06-19,0.0,,,0.0,,0.0,,,,,-8.9,,,,0.0,0.0,19.8,20.8,,,
3093,2008-06-20,0.0,,,0.2,,0.0,,,,,-8.9,,,,0.0,0.0,21.25,23.95,,,
3094,2008-06-21,0.0,,,0.0,,0.0,,,,,-8.9,,,,0.0,0.0,23.6,,,,
3095,2008-06-22,0.0,,,0.0,,0.0,,,,,-8.9,,,,0.0,0.0,24.5,,,,
3096,2008-06-23,0.0,,,0.0,,0.0,,,,,-8.9,,,,0.0,0.0,23.65,25.7,,,
3097,2008-06-24,0.0,,,0.0,,0.0,,,,,-8.9,,,,0.0,0.0,22.85,25.35,,,
3098,2008-06-25,0.0,,,0.0,,0.0,,,,,-9.0,,,,0.0,0.0,23.3,25.55,,,
3099,2008-06-26,0.0,,,0.0,,0.0,,,,,-9.0,,,,0.0,0.0,23.45,,,,
3100,2008-06-27,0.0,,,0.0,,0.0,,,,,-9.0,,,,0.0,0.0,23.35,25.4,,,
3101,2008-06-28,0.0,,,0.0,,0.0,,,,,-9.0,,,,0.0,0.0,24.65,,,,
3102,2008-06-29,0.0,,,0.0,,0.0,,,,,-9.0,,,,0.0,0.0,25.2,,,,
3103,2008-06-30,0.0,,,0.0,,8.0,,,,,-9.0,,,,0.0,0.0,24.5,,,,
3104,2008-07-01,0.0,,,0.0,,0.0,,,,,-9.0,,,,0.0,0.0,24.75,,,,
3105,2008-07-02,0.0,,,0.0,,0.0,,,,,-9.1,,,,0.0,0.0,24.65,,,,
3106,2008-07-03,0.0,,,0.0,,0.0,,,,,-9.1,,,,0.0,0.0,23.0,25.2,,,
3107,2008-07-04,0.0,,,0.0,,0.0,,,,,-9.1,,,,0.0,0.0,22.85,25.1,,,
3108,2008-07-05,0.0,,,0.0,,0.0,,,,,-9.1,,,,0.0,0.0,21.6,23.45,,,
3109,2008-07-06,0.0,,,0.0,,0.0,,,,,-9.1,,,,0.0,0.0,22.25,24.45,,,
3110,2008-07-07,0.0,,,0.0,,0.0,,,,,-9.1,,,,0.0,0.0,23.4,25.0,,,
3111,2008-07-08,0.0,,,0.0,,0.0,,,,,-9.2,,,,0.0,0.0,19.9,22.2,,,
3112,2008-07-09,0.0,,,0.0,,0.0,,,,,-9.1,,,,0.0,0.0,20.4,22.1,,,
3113,2008-07-10,0.0,,,0.0,,0.0,,,,,-9.2,,,,0.0,0.0,21.2,23.4,,,
3114,2008-07-11,0.0,,,0.0,,0.0,,,,,-9.2,,,,0.0,0.0,21.55,24.2,,,
3115,2008-07-12,0.0,,,0.0,,0.0,,,,,-9.2,,,,0.0,0.0,22.95,24.9,,,
3116,2008-07-13,0.0,,,0.0,,0.0,,,,,-9.2,,,,0.0,0.0,21.55,22.9,,,
3117,2008-07-14,0.4,,,0.0,,0.0,,,,,-9.2,,,,0.0,0.0,19.25,22.2,,,
3118,2008-07-15,0.0,,,0.0,,0.0,,,,,-9.2,,,,0.0,0.0,20.65,22.5,,,
3119,2008-07-16,0.0,,,0.0,,0.0,,,,,-9.2,,,,0.0,0.0,21.25,23.45,,,
3120,2008-07-17,0.0,,,0.0,,0.0,,,,,-9.2,,,,0.0,0.0,20.5,22.3,,,
3121,2008-07-18,0.0,,,0.0,,0.0,,,,,-9.2,,,,0.0,0.0,22.0,24.0,,,
3122,2008-07-19,0.0,,,0.0,,0.0,,,,,-9.2,,,,0.0,0.0,21.85,24.1,,,
3123,2008-07-20,0.0,,,0.0,,0.0,,,,,-9.2,,,,0.0,0.0,22.4,24.25,,,
3124,2008-07-21,0.0,,,0.0,,0.0,,,,,-9.2,,,,0.0,0.0,22.95,24.95,,,
3125,2008-07-22,1.0,,,0.0,,0.0,,,,,-9.3,,,,0.0,0.0,20.2,22.05,,,
3126,2008-07-23,0.0,,,0.0,,0.0,,,,,-9.3,,,,0.0,0.0,18.9,20.65,,,
3127,2008-07-24,0.0,,,0.0,,0.0,,,,,-9.3,,,,0.0,0.0,20.6,22.5,,,
3128,2008-07-25,0.0,,,0.0,,0.0,,,,,-9.3,,,,0.0,0.0,20.95,22.55,,,
3129,2008-07-26,0.0,,,0.0,,0.0,,,,,-9.3,,,,0.0,0.0,21.65,23.95,,,
3130,2008-07-27,0.0,,,1.6,,13.6,,,,,-9.3,,,,0.0,0.0,23.45,25.25,,,
3131,2008-07-28,0.2,,,3.0,,2.2,,,,,-9.3,,,,0.0,0.0,24.1,,,,
3132,2008-07-29,2.8,,,0.0,,0.0,,,,,-9.3,,,,0.0,0.0,24.5,,,,
3133,2008-07-30,0.0,,,0.0,,0.0,,,,,-9.3,,,,0.0,0.0,25.35,,,,
3134,2008-07-31,0.0,,,0.0,,0.0,,,,,-9.3,,,,0.0,0.0,25.4,25.05,,,
3135,2008-08-01,0.0,,,0.0,,0.0,,,,,-9.3,,,,0.0,0.0,25.7,25.0,,,
3136,2008-08-02,0.0,,,0.0,,0.0,,,,,-9.3,,,,0.0,0.0,25.65,24.9,,,
3137,2008-08-03,0.0,,,0.0,,0.0,,,,,-9.4,,,,0.0,0.0,25.5,25.6,,,
3138,2008-08-04,0.0,,,0.0,,0.0,,,,,-9.4,,,,0.0,0.0,24.1,24.65,,,
3139,2008-08-05,0.0,,,0.0,,0.0,,,,,-9.4,,,,0.0,0.0,25.15,25.5,,,
3140,2008-08-06,0.0,,,0.0,,0.0,,,,,-9.4,,,,0.0,0.0,25.7,,,,
3141,2008-08-07,0.0,,,0.0,,0.0,,,,,-9.4,,,,0.0,0.0,25.55,,,,
3142,2008-08-08,0.0,,,0.0,,0.0,,,,,-9.4,,,,0.0,0.0,25.3,,,,
3143,2008-08-09,0.0,,,0.0,,0.0,,,,,-9.4,,,,0.0,0.0,24.45,24.45,,,
3144,2008-08-10,0.0,,,0.0,,0.0,,,,,-9.4,,,,0.0,0.0,23.55,22.45,,,
3145,2008-08-11,0.0,,,0.0,,0.0,,,,,-9.4,,,,0.0,0.0,22.85,23.05,,,
3146,2008-08-12,0.0,,,0.0,,0.0,,,,,-9.4,,,,0.0,0.0,22.65,23.05,,,
3147,2008-08-13,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,24.4,24.0,,,
3148,2008-08-14,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,25.25,,,,
3149,2008-08-15,10.0,,,13.2,,19.6,,,,,,,,,0.0,0.0,18.85,21.8,,,
3150,2008-08-16,19.2,,,0.2,,0.0,,,,,,,,,0.0,0.0,19.05,21.0,,,
3151,2008-08-17,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,18.35,19.9,,,
3152,2008-08-18,0.2,,,0.0,,0.0,,,,,,,,,0.0,0.0,20.7,21.0,,,
3153,2008-08-19,0.0,,,0.0,,0.0,,,,,-9.4,,,,0.0,0.0,21.7,22.3,,,
3154,2008-08-20,0.0,,,0.0,,0.0,,,,,-9.4,,,,0.0,0.0,23.5,23.55,,,
3155,2008-08-21,0.0,,,0.0,,0.0,,,,,-9.4,,,,0.0,0.0,23.4,23.3,,,
3156,2008-08-22,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,22.8,22.9,,,
3157,2008-08-23,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,21.95,22.45,,,
3158,2008-08-24,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,21.45,22.0,,,
3159,2008-08-25,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,22.1,21.85,,,
3160,2008-08-26,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,23.45,23.15,,,
3161,2008-08-27,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,23.55,21.65,,,
3162,2008-08-28,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,23.1,22.3,,,
3163,2008-08-29,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,24.05,22.55,,,
3164,2008-08-30,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,23.7,23.15,,,
3165,2008-08-31,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,23.6,23.1,,,
3166,2008-09-01,0.0,,,0.0,,1.0,,,,,,,,,0.0,0.0,23.1,22.8,,,
3167,2008-09-02,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,21.95,22.65,,,
3168,2008-09-03,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,21.45,21.9,,,
3169,2008-09-04,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,21.95,21.75,,,
3170,2008-09-05,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,24.0,,,,
3171,2008-09-06,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,25.25,25.65,,,
3172,2008-09-07,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,22.6,24.55,,,
3173,2008-09-08,7.8,,,0.0,,0.0,,,,,,,,,0.0,0.0,20.8,21.15,,,
3174,2008-09-09,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,21.1,20.95,,,
3175,2008-09-10,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,25.3,24.4,,,
3176,2008-09-11,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,
3177,2008-09-12,0.0,,,4.2,,8.6,,,,,,,,,0.0,0.0,22.9,24.7,,,
3178,2008-09-13,8.4,,,,,,,,,,,,,,0.0,0.0,15.35,18.65,,,
3179,2008-09-14,,,,23.8,,,,,,,,,,,0.0,0.0,14.2,16.5,,,
3180,2008-09-15,3.0,,,8.6,,6.2,,,,,,,,,0.0,0.0,13.0,14.25,,,
3181,2008-09-16,5.8,,,0.2,,0.2,,,,,,,,,0.0,0.0,13.3,14.5,,,
3182,2008-09-17,0.0,,,0.2,,0.0,,,,,,,,,0.0,0.0,14.2,14.75,,,
3183,2008-09-18,0.2,,,0.0,,0.0,,,,,,,,,0.0,0.0,16.3,16.65,,,
3184,2008-09-19,5.6,,,12.6,,13.4,,,,,,,,,0.0,0.0,13.1,14.1,,,
3185,2008-09-20,8.8,,,0.0,,0.0,,,,,,,,,0.0,0.0,13.45,14.45,,,
3186,2008-09-21,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,13.05,14.15,,,
3187,2008-09-22,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,12.85,14.05,,,
3188,2008-09-23,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,12.9,13.35,,,
3189,2008-09-24,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,13.8,13.2,,,
3190,2008-09-25,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,13.45,13.5,,,
3191,2008-09-26,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,12.95,12.25,,,
3192,2008-09-27,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,12.95,13.75,,,
3193,2008-09-28,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,12.45,12.1,,,
3194,2008-09-29,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,12.45,12.05,,,
3195,2008-09-30,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,13.2,12.95,,,
3196,2008-10-01,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,14.55,14.4,,,
3197,2008-10-02,0.0,,,0.0,,0.2,,,,,,,,,0.0,0.0,17.0,16.7,,,
3198,2008-10-03,0.0,,,0.4,,1.2,,,,,,,,,0.0,0.0,14.15,16.15,,,
3199,2008-10-04,6.0,,,0.0,,2.0,,,,,,,,,0.0,0.0,10.9,11.15,,,
3200,2008-10-05,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,11.0,10.6,,,
3201,2008-10-06,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,14.25,15.4,,,
3202,2008-10-07,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,16.7,18.8,,,
3203,2008-10-08,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,16.15,16.95,,,
3204,2008-10-09,0.2,,,0.2,,0.0,,,,,,,,,0.0,0.0,16.7,16.95,,,
3205,2008-10-10,0.0,,,0.2,,0.0,,,,,,,,,0.0,0.0,17.9,16.7,,,
3206,2008-10-11,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,17.75,16.75,,,
3207,2008-10-12,0.0,,,0.2,,0.0,,,,,,,,,0.0,0.0,17.65,16.5,,,
3208,2008-10-13,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,16.6,15.4,,,
3209,2008-10-14,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,17.2,17.4,,,
3210,2008-10-15,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,18.2,18.4,,,
3211,2008-10-16,0.0,,,0.2,,0.0,,,,,,,,,0.0,0.0,16.95,17.65,,,
3212,2008-10-17,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,17.9,19.05,,,
3213,2008-10-18,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,16.85,16.3,,,
3214,2008-10-19,0.0,,,0.0,,0.0,,,,,,,,,0.0,0.0,15.6,15.65,,,
3215,2008-10-20,0.0,,,0.4,,0.0,,,,,,,,,0.0,0.0,15.85,15.35,,,
3216,2008-10-21,0.0,,,0.2,,0.0,,,,,,,,,0.0,0.0,15.95,16.3,,,
3217,2008-10-22,0.0,,,0.2,,0.2,,,,,,,,,0.0,0.0,16.7,16.9,,,
