,Date,Rainfall_Castel_del_Piano,Rainfall_Abbadia_S_Salvatore,Rainfall_S_Fiora,Rainfall_Laghetto_Verde,Rainfall_Vetta_Amiata,Depth_to_Groundwater_S_Fiora_8,Depth_to_Groundwater_S_Fiora_11bis,Depth_to_Groundwater_David_Lazzaretti,Temperature_Abbadia_S_Salvatore,Temperature_S_Fiora,Temperature_Laghetto_Verde,Flow_Rate_Bugnano,Flow_Rate_Arbure,Flow_Rate_Ermicciolo,Flow_Rate_Galleria_Alta
2481,2006-10-17,0.0,,,,,,,,,10.6,,,,,
2482,2006-10-18,0.0,,,,,,,,,10.45,,,,,
2483,2006-10-19,0.0,,,,,,,,,10.3,,,,,
2484,2006-10-20,23.8,,,,,,,,,12.55,,,,,
2485,2006-10-21,9.4,,,,,,,,,13.15,,,,,
2486,2006-10-22,5.0,,,,,,,,,13.8,,,,,
2487,2006-10-23,0.2,,,,,,,,,14.95,,,,,
2488,2006-10-24,0.0,,,,,,,,,14.8,,,,,
2489,2006-10-25,0.0,,,,,,,,,14.4,,,,,
2490,2006-10-26,0.0,,,,,,,,,16.8,,,,,
2491,2006-10-27,0.0,,,,,,,,,18.5,,,,,
2492,2006-10-28,0.0,,,,,,,,,16.45,,,,,
2493,2006-10-29,0.0,,,,,,,,,17.95,,,,,
2494,2006-10-30,0.0,,,,,,,,,13.7,,,,,
2495,2006-10-31,0.0,,,,,,,,,11.9,,,,,
2496,2006-11-01,1.0,,,,,,,,,12.45,,,,,
2497,2006-11-02,0.2,,,,,,,,,7.0,,,,,
2498,2006-11-03,0.0,,,,,,,,,2.65,,,,,
2499,2006-11-04,0.0,,,,,,,,,3.9,,,,,
2500,2006-11-05,0.0,,,,,,,,,6.15,,,,,
2501,2006-11-06,0.0,,,,,,,,,9.3,,,,,
2502,2006-11-07,0.0,,,,,,,,,10.0,,,,,
2503,2006-11-08,0.2,,,,,,,,,9.55,,,,,
2504,2006-11-09,0.0,,,,,,,,,12.0,,,,,
2505,2006-11-10,0.0,,,,,,,,,9.95,,,,,
2506,2006-11-11,0.0,,,,,,,,,7.5,,,,,
2507,2006-11-12,0.0,,,,,,,,,10.35,,,,,
2508,2006-11-13,0.0,,,,,,,,,9.9,,,,,
2509,2006-11-14,0.0,,,,,,,,,10.05,,,,,
2510,2006-11-15,0.0,,,,,,,,,10.2,,,,,
2511,2006-11-16,0.0,,,,,,,,,9.9,,,,,
2512,2006-11-17,0.0,,,,,,,,,11.6,,,,,
2513,2006-11-18,0.2,,,,,,,,,10.75,,,,,
2514,2006-11-19,11.6,,,,,,,,,10.0,,,,,
2515,2006-11-20,0.0,,,,,,,,,11.5,,,,,
2516,2006-11-21,0.0,,,,,,,,,8.65,,,,,
2517,2006-11-22,8.2,,,,,,,,,6.75,,,,,
2518,2006-11-23,1.0,,,,,,,,,7.5,,,,,
2519,2006-11-24,0.0,,,,,,,,,8.8,,,,,
2520,2006-11-25,0.4,,,,,,,,,10.55,,,,,
2521,2006-11-26,0.0,,,,,,,,,11.55,,,,,
2522,2006-11-27,0.0,,,,,,,,,10.5,,,,,
2523,2006-11-28,0.2,,,,,,,,,9.35,,,,,
2524,2006-11-29,0.0,,,,,,,,,8.45,,,,,
2525,2006-11-30,0.2,,,,,,,,,8.2,,,,,
2526,2006-12-01,0.0,,,,,,,,,7.75,,,,,
2527,2006-12-02,0.2,,,,,,,,,7.05,,,,,
2528,2006-12-03,0.0,,,,,,,,,7.75,,,,,
2529,2006-12-04,0.0,,,,,,,,,9.95,,,,,
2530,2006-12-05,0.0,,,,,,,,,11.55,,,,,
2531,2006-12-06,0.0,,,,,,,,,5.55,,,,,
2532,2006-12-07,0.4,,,,,,,,,10.75,,,,,
2533,2006-12-08,0.4,,,,,,,,,4.35,,,,,
2534,2006-12-09,,,,,,,,,,7.0,,,,,
2535,2006-12-10,4.0,,,,,,,,,6.05,,,,,
2536,2006-12-11,0.0,,,,,,,,,4.55,,,,,
2537,2006-12-12,0.0,,,,,,,,,3.8,,,,,
2538,2006-12-13,0.0,,,,,,,,,5.85,,,,,
2539,2006-12-14,0.0,,,,,,,,,7.5,,,,,
2540,2006-12-15,0.0,,,,,,,,,10.95,,,,,
2541,2006-12-16,0.0,,,,,,,,,10.1,,,,,
2542,2006-12-17,21.0,,,,,,,,,8.4,,,,,
2543,2006-12-18,16.2,,,,,,,,,2.55,,,,,
2544,2006-12-19,3.2,,,,,,,,,2.95,,,,,
2545,2006-12-20,0.8,,,,,,,,,2.0,,,,,
2546,2006-12-21,0.0,,,,,,,,,1.85,,,,,
2547,2006-12-22,0.0,,,,,,,,,4.1,,,,,
2548,2006-12-23,0.0,,,,,,,,,4.95,,,,,
2549,2006-12-24,0.0,,,,,,,,,6.95,,,,,
2550,2006-12-25,0.0,,,,,,,,,7.35,,,,,
2551,2006-12-26,0.0,,,,,,,,,6.65,,,,,
2552,2006-12-27,0.0,,,,,,,,,5.05,,,,,
2553,2006-12-28,0.0,,,,,,,,,3.65,,,,,
2554,2006-12-29,0.0,,,,,,,,,5.5,,,,,
2555,2006-12-30,0.0,,,,,,,,,7.4,,,,,
2556,2006-12-31,0.0,,,,,,,,,7.15,,,,,
2557,2007-01-01,0.0,,,,,,,,,7.7,,,,,
2558,2007-01-02,0.2,,,,,,,,,6.15,,,,,
2559,2007-01-03,0.0,,,,,,,,,3.85,,,,,
2560,2007-01-04,0.0,,,,,,,,,4.1,,,,,
2561,2007-01-05,0.0,,,,,,,,,6.25,,,,,
2562,2007-01-06,0.0,,,,,,,,,7.1,,,,,
2563,2007-01-07,0.0,,,,,,,,,6.45,,,,,
2564,2007-01-08,0.0,,,,,,,,,6.15,,,,,
2565,2007-01-09,8.4,,,,,,,,,7.5,,,,,
2566,2007-01-10,0.0,,,,,,,,,8.55,,,,,
2567,2007-01-11,0.0,,,,,,,,,3.4,,,,,
2568,2007-01-12,0.0,,,,,,,,,7.85,,,,,
2569,2007-01-13,0.0,,,,,,,,,11.5,,,,,
2570,2007-01-14,0.0,,,,,,,,,6.55,,,,,
2571,2007-01-15,0.0,,,,,,,,,6.35,,,,,
2572,2007-01-16,0.0,,,,,,,,,6.75,,,,,
2573,2007-01-17,0.2,,,,,,,,,7.2,,,,,
2574,2007-01-18,1.2,,,,,,,,,8.2,,,,,
2575,2007-01-19,0.0,,,,,,,,,9.75,,,,,
2576,2007-01-20,0.0,,,,,,,,,10.45,,,,,
2577,2007-01-21,0.0,,,,,,,,,8.15,,,,,
2578,2007-01-22,0.0,,,,,,,,,8.4,,,,,
2579,2007-01-23,3.2,,,,,,,,,5.45,,,,,
2580,2007-01-24,19.8,,,,,,,,,1.1,,,,,
2581,2007-01-25,12.2,,,,,,,,,1.5,,,,,
2582,2007-01-26,0.8,,,,,,,,,-0.15,,,,,
2583,2007-01-27,5.6,,,,,,,,,-0.55,,,,,
2584,2007-01-28,3.0,,,,,,,,,3.15,,,,,
2585,2007-01-29,0.0,,,,,,,,,3.9,,,,,
2586,2007-01-30,0.0,,,,,,,,,-0.25,,,,,
2587,2007-01-31,0.0,,,,,,,,,5.05,,,,,
2588,2007-02-01,0.2,,,,,,,,,7.55,,,,,
2589,2007-02-02,0.0,,,,,,,,,7.65,,,,,
2590,2007-02-03,0.0,,,,,,,,,6.4,,,,,
2591,2007-02-04,0.0,,,,,,,,,5.3,,,,,
2592,2007-02-05,0.0,,,,,,,,,4.6,,,,,
2593,2007-02-06,0.0,,,,,,,,,3.65,,,,,
2594,2007-02-07,0.4,,,,,,,,,6.25,,,,,
2595,2007-02-08,4.0,,,,,,,,,2.0,,,,,
2596,2007-02-09,16.0,,,,,,,,,6.5,,,,,
2597,2007-02-10,3.8,,,,,,,,,7.2,,,,,
2598,2007-02-11,0.2,,,,,,,,,1.95,,,,,
2599,2007-02-12,0.0,,,,,,,,,6.85,,,,,
2600,2007-02-13,18.4,,,,,,,,,7.3,,,,,
2601,2007-02-14,0.0,,,,,,,,,6.05,,,,,
2602,2007-02-15,5.0,,,,,,,,,6.95,,,,,
2603,2007-02-16,0.4,,,,,,,,,7.55,,,,,
2604,2007-02-17,0.0,,,,,,,,,0.4,,,,,
2605,2007-02-18,0.0,,,,,,,,,3.45,,,,,
2606,2007-02-19,0.8,,,,,,,,,4.05,,,,,
2607,2007-02-20,0.2,,,,,,,,,7.1,,,,,
2608,2007-02-21,0.0,,,,,,,,,2.5,,,,,
2609,2007-02-22,13.2,,,,,,,,,1.05,,,,,
2610,2007-02-23,0.2,,,,,,,,,6.35,,,,,
2611,2007-02-24,0.0,,,,,,,,,7.35,,,,,
2612,2007-02-25,0.4,,,,,,,,,6.9,,,,,
2613,2007-02-26,14.0,,,,,,,,,7.45,,,,,
2614,2007-02-27,1.6,,,,,,,,,7.15,,,,,
2615,2007-02-28,0.0,,,,,,,,,2.2,,,,,
2616,2007-03-01,0.0,,,,,,,,,9.3,,,,,
2617,2007-03-02,0.0,,,,,,,,,9.15,,,,,
2618,2007-03-03,0.0,,,,,,,,,8.25,,,,,
2619,2007-03-04,0.0,,,,,,,,,11.65,,,,,
2620,2007-03-05,0.0,,,,,,,,,11.4,,,,,
2621,2007-03-06,0.0,,,,,,,,,9.3,,,,,
2622,2007-03-07,4.0,,,,,,,,,6.9,,,,,
2623,2007-03-08,5.4,,,,,,,,,8.15,,,,,
2624,2007-03-09,0.0,,,,,,,,,7.7,,,,,
2625,2007-03-10,0.0,,,,,,,,,5.35,,,,,
2626,2007-03-11,0.0,,,,,,,,,6.35,,,,,
2627,2007-03-12,0.0,,,,,,,,,8.05,,,,,
2628,2007-03-13,0.0,,,,,,,,,9.9,,,,,
2629,2007-03-14,0.0,,,,,,,,,9.85,,,,,
2630,2007-03-15,0.0,,,,,,,,,11.3,,,,,
2631,2007-03-16,0.0,,,,,,,,,11.35,,,,,
2632,2007-03-17,0.0,,,,,,,,,10.65,,,,,
2633,2007-03-18,0.0,,,,,,,,,8.25,,,,,
2634,2007-03-19,0.0,,,,,,,,,4.85,,,,,
2635,2007-03-20,,,,,,,,,,1.4,,,,,
2636,2007-03-21,10.2,,,,,,,,,0.85,,,,,
2637,2007-03-22,0.2,,,,,,,,,2.85,,,,,
2638,2007-03-23,0.0,,,,,,,,,3.45,,,,,
2639,2007-03-24,0.0,,,,,,,,,2.7,,,,,
2640,2007-03-25,8.4,,,,,,,,,2.7,,,,,
2641,2007-03-26,3.4,,,,,,,,,5.75,,,,,
2642,2007-03-27,1.6,,,,,,,,,5.2,,,,,
2643,2007-03-28,0.0,,,,,,,,,5.15,,,,,
2644,2007-03-29,0.0,,,,,,,,,6.6,,,,,
2645,2007-03-30,0.0,,,,,,,,,8.15,,,,,
2646,2007-03-31,10.0,,,,,,,,,7.6,,,,,
2647,2007-04-01,0.0,,,,,,,,,10.35,,,,,
2648,2007-04-02,0.0,,,,,,,,,10.45,,,,,
2649,2007-04-03,0.0,,,,,,,,,9.4,,,,,
2650,2007-04-04,3.2,,,,,,,,,8.05,,,,,
2651,2007-04-05,0.6,,,,,,,,,9.55,,,,,
2652,2007-04-06,0.0,,,,,,,,,9.55,,,,,
2653,2007-04-07,0.0,,,,,,,,,10.35,,,,,
2654,2007-04-08,0.0,,,,,,,,,9.3,,,,,
2655,2007-04-09,0.0,,,,,,,,,11.15,,,,,
2656,2007-04-10,0.0,,,,,,,,,11.2,,,,,
2657,2007-04-11,0.0,,,,,,,,,12.3,,,,,
2658,2007-04-12,0.0,,,,,,,,,15.1,,,,,
2659,2007-04-13,0.0,,,,,,,,,15.95,,,,,
2660,2007-04-14,0.0,,,,,,,,,12.3,,,,,
2661,2007-04-15,0.0,,,,,,,,,13.35,,,,,
2662,2007-04-16,0.0,,,,,,,,,16.4,,,,,
2663,2007-04-17,0.0,,,,,,,,,12.7,,,,,
2664,2007-04-18,0.0,,,,,,,,,13.0,,,,,
2665,2007-04-19,0.0,,,,,,,,,13.65,,,,,
2666,2007-04-20,0.0,,,,,,,,,14.9,,,,,
2667,2007-04-21,0.0,,,,,,,,,16.0,,,,,
2668,2007-04-22,0.0,,,,,,,,,16.45,,,,,
2669,2007-04-23,0.0,,,,,,,,,16.3,,,,,
2670,2007-04-24,0.0,,,,,,,,,15.95,,,,,
2671,2007-04-25,0.0,,,,,,,,,16.0,,,,,
2672,2007-04-26,0.0,,,,,,,,,13.8,,,,,
2673,2007-04-27,0.0,,,,,,,,,13.95,,,,,
2674,2007-04-28,0.0,,,,,,,,,9.4,,,,,
2675,2007-04-29,0.0,,,,,,,,,12.55,,,,,
2676,2007-04-30,0.4,,,,,,,,,10.3,,,,,
2677,2007-05-01,0.2,,,,,,,,,12.6,,,,,
2678,2007-05-02,9.0,,,,,,,,,11.15,,,,,
2679,2007-05-03,1.4,,,,,,,,,10.45,,,,,
2680,2007-05-04,9.0,,,,,,,,,11.45,,,,,
2681,2007-05-05,0.6,,,,,,,,,10.7,,,,,
2682,2007-05-06,0.6,,,,,,,,,10.7,,,,,
2683,2007-05-07,4.0,,,,,,,,,12.85,,,,,
2684,2007-05-08,1.6,,,,,,,,,14.75,,,,,
2685,2007-05-09,0.0,,,,,,,,,13.75,,,,,
2686,2007-05-10,0.0,,,,,,,,,15.85,,,,,
2687,2007-05-11,0.2,,,,,,,,,10.4,,,,,
2688,2007-05-12,0.0,,,,,,,,,15.95,,,,,
2689,2007-05-13,0.0,,,,,,,,,16.7,,,,,
2690,2007-05-14,0.0,,,,,,,,,16.6,,,,,
2691,2007-05-15,0.0,,,,,,,,,13.6,,,,,
2692,2007-05-16,0.0,,,,,,,,,11.3,,,,,
2693,2007-05-17,0.0,,,,,,,,,11.25,,,,,
2694,2007-05-18,0.0,,,,,,,,,12.9,,,,,
2695,2007-05-19,0.0,,,,,,,,,13.2,,,,,
2696,2007-05-20,0.0,,,,,,,,,14.6,,,,,
2697,2007-05-21,0.0,,,,,,,,,16.6,,,,,
2698,2007-05-22,0.0,,,,,,,,,19.7,,,,,
2699,2007-05-23,0.0,,,,,,,,,20.3,,,,,
2700,2007-05-24,0.2,,,,,,,,,20.65,,,,,
2701,2007-05-25,0.0,,,,,,,,,20.85,,,,,
2702,2007-05-26,0.0,,,,,,,,,18.75,,,,,
2703,2007-05-27,0.0,,,,,,,,,16.2,,,,,
2704,2007-05-28,0.2,,,,,,,,,10.8,,,,,
2705,2007-05-29,,,,,,,,,,9.05,,,,,
2706,2007-05-30,6.4,,,,,,,,,12.55,,,,,
2707,2007-05-31,0.0,,,,,,,,,12.45,,,,,
2708,2007-06-01,0.0,,,,,,,,,11.3,,,,,
2709,2007-06-02,13.6,,,,,,,,,11.4,,,,,
2710,2007-06-03,0.6,,,,,,,,,13.5,,,,,
2711,2007-06-04,0.8,,,,,,,,,15.9,,,,,
2712,2007-06-05,11.8,,,,,,,,,15.05,,,,,
2713,2007-06-06,0.2,,,,,,,,,15.15,,,,,
2714,2007-06-07,12.8,,,,,,,,,16.35,,,,,
2715,2007-06-08,0.0,,,,,,,,,17.2,,,,,
2716,2007-06-09,0.0,,,,,,,,,17.45,,,,,
2717,2007-06-10,1.6,,,,,,,,,18.45,,,,,
2718,2007-06-11,1.4,,,,,,,,,18.15,,,,,
2719,2007-06-12,0.0,,,,,,,,,17.05,,,,,
2720,2007-06-13,0.0,,,,,,,,,17.0,,,,,
2721,2007-06-14,15.4,,,,,,,,,18.35,,,,,
2722,2007-06-15,0.0,,,,,,,,,17.6,,,,,
2723,2007-06-16,0.0,,,,,,,,,17.35,,,,,
2724,2007-06-17,0.0,,,,,,,,,18.55,,,,,
2725,2007-06-18,0.0,,,,,,,,,20.0,,,,,
2726,2007-06-19,0.0,,,,,,,,,22.35,,,,,
2727,2007-06-20,0.0,,,,,,,,,22.6,,,,,
2728,2007-06-21,0.0,,,,,,,,,21.15,,,,,
2729,2007-06-22,0.0,,,,,,,,,19.65,,,,,
2730,2007-06-23,0.0,,,,,,,,,19.4,,,,,
2731,2007-06-24,0.0,,,,,,,,,19.75,,,,,
2732,2007-06-25,0.0,,,,,,,,,22.5,,,,,
2733,2007-06-26,0.0,,,,,,,,,17.65,,,,,
2734,2007-06-27,0.0,,,,,,,,,16.05,,,,,
2735,2007-06-28,0.0,,,,,,,,,17.4,,,,,
2736,2007-06-29,0.0,,,,,,,,,16.95,,,,,
2737,2007-06-30,0.0,,,,,,,,,19.35,,,,,
2738,2007-07-01,0.0,,,,,,,,,19.9,,,,,
2739,2007-07-02,0.0,,,,,,,,,18.85,,,,,
2740,2007-07-03,0.0,,,,,,,,,18.65,,,,,
2741,2007-07-04,0.0,,,,,,,,,16.65,,,,,
2742,2007-07-05,0.0,,,,,,,,,17.0,,,,,
2743,2007-07-06,0.0,,,,,,,,,17.95,,,,,
2744,2007-07-07,0.0,,,,,,,,,18.05,,,,,
2745,2007-07-08,0.0,,,,,,,,,19.65,,,,,
2746,2007-07-09,0.0,,,,,,,,,21.1,,,,,
2747,2007-07-10,0.0,,,,,,,,,16.75,,,,,
2748,2007-07-11,0.0,,,,,,,,,16.3,,,,,
2749,2007-07-12,0.0,,,,,,,,,16.75,,,,,
2750,2007-07-13,0.0,,,,,,,,,18.65,,,,,
2751,2007-07-14,0.0,,,,,,,,,20.5,,,,,
2752,2007-07-15,0.0,,,,,,,,,23.5,,,,,
2753,2007-07-16,0.0,,,,,,,,,,,,,,
2754,2007-07-17,0.0,,,,,,,,,,,,,,
2755,2007-07-18,0.0,,,,,,,,,,,,,,
2756,2007-07-19,0.0,,,,,,,,,,,,,,
2757,2007-07-20,0.0,,,,,,,,,,,,,,
2758,2007-07-21,0.0,,,,,,,,,,,,,,
2759,2007-07-22,0.0,,,,,,,,,22.55,,,,,
2760,2007-07-23,0.0,,,,,,,,,,,,,,
2761,2007-07-24,0.0,,,,,,,,,22.4,,,,,
2762,2007-07-25,0.0,,,,,,,,,22.45,,,,,
2763,2007-07-26,0.0,,,,,,,,,23.0,,,,,
2764,2007-07-27,0.0,,,,,,,,,23.0,,,,,
2765,2007-07-28,0.0,,,,,,,,,,,,,,
2766,2007-07-29,0.0,,,,,,,,,,,,,,
2767,2007-07-30,0.0,,,,,,,,,22.4,,,,,
2768,2007-07-31,0.0,,,,,,,,,19.1,,,,,
2769,2007-08-01,0.0,,,,,,,,,19.8,,,,,
2770,2007-08-02,0.0,,,,,,,,,21.0,,,,,
2771,2007-08-03,0.0,,,,,,,,,20.1,,,,,
2772,2007-08-04,0.0,,,,,,,,,19.3,,,,,
2773,2007-08-05,0.0,,,,,,,,,18.85,,,,,
2774,2007-08-06,0.0,,,,,,,,,19.0,,,,,
2775,2007-08-07,0.0,,,,,,,,,20.7,,,,,
2776,2007-08-08,0.0,,,,,,,,,19.8,,,,,
2777,2007-08-09,11.0,,,,,,,,,17.3,,,,,
2778,2007-08-10,0.0,,,,,,,,,14.95,,,,,
2779,2007-08-11,14.4,,,,,,,,,17.05,,,,,
2780,2007-08-12,0.0,,,,,,,,,18.05,,,,,
2781,2007-08-13,0.0,,,,,,,,,19.4,,,,,
2782,2007-08-14,0.0,,,,,,,,,19.2,,,,,
2783,2007-08-15,0.0,,,,,,,,,21.4,,,,,
2784,2007-08-16,0.0,,,,,,,,,22.1,,,,,
2785,2007-08-17,0.0,,,,,,,,,20.9,,,,,
2786,2007-08-18,0.0,,,,,,,,,19.5,,,,,
2787,2007-08-19,0.0,,,,,,,,,19.2,,,,,
2788,2007-08-20,2.2,,,,,,,,,18.2,,,,,
2789,2007-08-21,0.0,,,,,,,,,16.5,,,,,
2790,2007-08-22,15.0,,,,,,,,,18.75,,,,,
2791,2007-08-23,3.8,,,,,,,,,18.75,,,,,
2792,2007-08-24,11.4,,,,,,,,,20.45,,,,,
2793,2007-08-25,0.0,,,,,,,,,,,,,,
2794,2007-08-26,0.0,,,,,,,,,,,,,,
2795,2007-08-27,0.0,,,,,,,,,,,,,,
2796,2007-08-28,0.0,,,,,,,,,23.3,,,,,
2797,2007-08-29,0.0,,,,,,,,,22.75,,,,,
2798,2007-08-30,0.0,,,,,,,,,22.2,,,,,
2799,2007-08-31,0.0,,,,,,,,,18.45,,,,,
2800,2007-09-01,13.8,,,,,,,,,16.3,,,,,
2801,2007-09-02,0.0,,,,,,,,,18.35,,,,,
2802,2007-09-03,0.0,,,,,,,,,17.65,,,,,
2803,2007-09-04,0.0,,,,,,,,,14.4,,,,,
2804,2007-09-05,6.0,,,,,,,,,11.45,,,,,
2805,2007-09-06,0.0,,,,,,,,,11.7,,,,,
2806,2007-09-07,0.0,,,,,,,,,14.0,,,,,
2807,2007-09-08,0.0,,,,,,,,,16.5,,,,,
2808,2007-09-09,0.0,,,,,,,,,16.25,,,,,
2809,2007-09-10,0.0,,,,,,,,,17.7,,,,,
2810,2007-09-11,0.0,,,,,,,,,17.9,,,,,
2811,2007-09-12,0.0,,,,,,,,,16.9,,,,,
2812,2007-09-13,0.0,,,,,,,,,16.45,,,,,
2813,2007-09-14,0.0,,,,,,,,,17.35,,,,,
2814,2007-09-15,0.0,,,,,,,,,18.4,,,,,
2815,2007-09-16,0.0,,,,,,,,,18.25,,,,,
2816,2007-09-17,0.0,,,,,,,,,19.35,,,,,
2817,2007-09-18,0.0,,,,,,,,,16.95,,,,,
2818,2007-09-19,0.0,,,,,,,,,15.25,,,,,
2819,2007-09-20,0.0,,,,,,,,,12.25,,,,,
2820,2007-09-21,0.0,,,,,,,,,13.2,,,,,
2821,2007-09-22,0.0,,,,,,,,,14.85,,,,,
2822,2007-09-23,0.0,,,,,,,,,15.5,,,,,
2823,2007-09-24,0.0,,,,,,,,,16.7,,,,,
2824,2007-09-25,0.0,,,,,,,,,16.4,,,,,
2825,2007-09-26,0.0,,,,,,,,,13.65,,,,,
2826,2007-09-27,5.2,,,,,,,,,10.95,,,,,
2827,2007-09-28,16.8,,,,,,,,,11.3,,,,,
2828,2007-09-29,0.0,,,,,,,,,12.45,,,,,
2829,2007-09-30,0.0,,,,,,,,,14.8,,,,,
2830,2007-10-01,0.0,,,,,,,,,16.85,,,,,
2831,2007-10-02,0.0,,,,,,,,,17.7,,,,,
2832,2007-10-03,0.0,,,,,,,,,17.95,,,,,
2833,2007-10-04,0.0,,,,,,,,,19.5,,,,,
2834,2007-10-05,0.0,,,,,,,,,18.95,,,,,
2835,2007-10-06,0.0,,,,,,,,,17.35,,,,,
2836,2007-10-07,1.4,,,,,,,,,13.6,,,,,
2837,2007-10-08,0.0,,,,,,,,,14.15,,,,,
2838,2007-10-09,0.0,,,,,,,,,14.3,,,,,
2839,2007-10-10,0.0,,,,,,,,,12.75,,,,,
2840,2007-10-11,0.0,,,,,,,,,11.95,,,,,
2841,2007-10-12,0.0,,,,,,,,,12.5,,,,,
2842,2007-10-13,0.0,,,,,,,,,14.2,,,,,
2843,2007-10-14,0.0,,,,,,,,,11.3,,,,,
2844,2007-10-15,0.0,,,,,,,,,11.05,,,,,
2845,2007-10-16,0.0,,,,,,,,,11.55,,,,,
2846,2007-10-17,0.0,,,,,,,,,12.8,,,,,
2847,2007-10-18,0.0,,,,,,,,,13.5,,,,,
2848,2007-10-19,0.0,,,,,,,,,8.2,,,,,
2849,2007-10-20,0.0,,,,,,,,,3.4,,,,,
2850,2007-10-21,0.0,,,,,,,,,2.65,,,,,
2851,2007-10-22,0.0,,,,,,,,,1.7,,,,,
2852,2007-10-23,3.2,,,,,,,,,6.25,,,,,
2853,2007-10-24,0.0,,,,,,,,,7.85,,,,,
2854,2007-10-25,4.0,,,,,,,,,9.8,,,,,
2855,2007-10-26,8.6,,,,,,,,,11.95,,,,,
2856,2007-10-27,0.8,,,,,,,,,14.7,,,,,
2857,2007-10-28,0.0,,,,,,,,,12.5,,,,,
2858,2007-10-29,0.0,,,,,,,,,12.25,,,,,
2859,2007-10-30,6.6,,,,,,,,,12.1,,,,,
2860,2007-10-31,4.6,,,,,,,,,9.9,,,,,
2861,2007-11-01,0.0,,,,,,,,,7.85,,,,,
2862,2007-11-02,0.0,,,,,,,,,8.75,,,,,
2863,2007-11-03,0.0,,,,,,,,,11.35,,,,,
2864,2007-11-04,0.0,,,,,,,,,10.25,,,,,
2865,2007-11-05,0.0,,,,,,,,,9.8,,,,,
2866,2007-11-06,0.0,,,,,,,,,6.1,,,,,
2867,2007-11-07,0.0,,,,,,,,,7.95,,,,,
2868,2007-11-08,0.0,,,,,,,,,8.55,,,,,
2869,2007-11-09,0.0,,,,,,,,,7.05,,,,,
2870,2007-11-10,0.6,,,,,,,,,5.05,,,,,
2871,2007-11-11,0.0,,,,,,,,,8.0,,,,,
2872,2007-11-12,0.0,,,,,,,,,7.6,,,,,
2873,2007-11-13,0.0,,,,,,,,,5.9,,,,,
2874,2007-11-14,7.2,,,,,,,,,2.95,,,,,
2875,2007-11-15,13.8,,,,,,,,,2.45,,,,,
2876,2007-11-16,1.2,,,,,,,,,1.15,,,,,
2877,2007-11-17,2.4,,,,,,,,,0.85,,,,,
2878,2007-11-18,0.0,,,,,,,,,1.3,,,,,
2879,2007-11-19,0.0,,,,,,,,,2.8,,,,,
2880,2007-11-20,0.0,,,,,,,,,4.8,,,,,
2881,2007-11-21,0.0,,,,,,,,,6.65,,,,,
2882,2007-11-22,0.0,,,,,,,,,9.1,,,,,
2883,2007-11-23,0.0,,,,,,,,,11.65,,,,,
2884,2007-11-24,0.0,,,,,,,,,10.05,,,,,
2885,2007-11-25,11.2,,,,,,,,,9.45,,,,,
2886,2007-11-26,0.2,,,,,,,,,9.55,,,,,
2887,2007-11-27,0.0,,,,,,,,,8.25,,,,,
2888,2007-11-28,0.0,,,,,,,,,7.65,,,,,
2889,2007-11-29,4.8,,,,,,,,,5.35,,,,,
2890,2007-11-30,0.0,,,,,,,,,4.1,,,,,
2891,2007-12-01,0.0,,,,,,,,,5.1,,,,,
2892,2007-12-02,0.0,,,,,,,,,6.95,,,,,
2893,2007-12-03,0.0,,,,,,,,,8.05,,,,,
2894,2007-12-04,3.2,,,,,,,,,5.55,,,,,
2895,2007-12-05,0.2,,,,,,,,,5.55,,,,,
2896,2007-12-06,0.0,,,,,,,,,6.8,,,,,
2897,2007-12-07,0.0,,,,,,,,,6.35,,,,,
2898,2007-12-08,13.4,,,,,,,,,5.55,,,,,
2899,2007-12-09,2.2,,,,,,,,,4.85,,,,,
2900,2007-12-10,15.8,,,,,,,,,4.45,,,,,
2901,2007-12-11,1.6,,,,,,,,,4.45,,,,,
2902,2007-12-12,0.0,,,,,,,,,3.75,,,,,
2903,2007-12-13,0.0,,,,,,,,,3.5,,,,,
2904,2007-12-14,0.0,,,,,,,,,0.6,,,,,
2905,2007-12-15,0.0,,,,,,,,,,,,,,
2906,2007-12-16,0.0,,,,,,,,,,,,,,
2907,2007-12-17,0.0,,,,,,,,,0.45,,,,,
2908,2007-12-18,0.0,,,,,,,,,0.45,,,,,
2909,2007-12-19,0.0,,,,,,,,,1.65,,,,,
2910,2007-12-20,0.0,,,,,,,,,4.4,,,,,
2911,2007-12-21,0.0,,,,,,,,,4.8,,,,,
2912,2007-12-22,0.0,,,,,,,,,6.5,,,,,
2913,2007-12-23,1.8,,,,,,,,,5.75,,,,,
2914,2007-12-24,0.2,,,,,,,,,6.95,,,,,
2915,2007-12-25,1.0,,,,,,,,,6.0,,,,,
2916,2007-12-26,4.0,,,,,,,,,2.5,,,,,
2917,2007-12-27,0.0,,,,,,,,,3.25,,,,,
2918,2007-12-28,0.2,,,,,,,,,2.55,,,,,
2919,2007-12-29,0.0,,,,,,,,,5.2,,,,,
2920,2007-12-30,0.0,,,,,,,,,5.15,,,,,
2921,2007-12-31,2.6,,,,,,,,,4.1,,,,,
2922,2008-01-01,0.0,,,,,,,,,1.1,,,,,
2923,2008-01-02,0.0,,,,,,,,,-0.25,,,,,
2924,2008-01-03,2.6,,,,,,,,,1.95,,,,,
